<X>, <Y>, <dY>
1.092504590000000e-04, 1.883847500000000e+05, 2.705114990000000e+03
1.243581760000000e-04, 1.728750000000000e+02, 1.130764400000000e+03
1.394658820000000e-04, -1.013228120000000e+05, 6.157377930000000e+02
1.545735980000000e-04, 5.739750000000000e+03, 3.667094120000000e+02
1.696813040000000e-04, -5.019062500000000e+02, 2.256247710000000e+02
1.847890210000000e-04, 8.606406250000000e+02, 1.585341950000000e+02
1.998967260000000e-04, 2.066000000000000e+03, 1.192375340000000e+02
2.150044310000000e-04, 1.768566410000000e+03, 9.299219510000000e+01
2.301121600000000e-04, 1.573697270000000e+03, 7.495553590000000e+01
2.452198650000000e-04, 1.403828120000000e+03, 6.145380400000000e+01
2.603275700000000e-04, 1.348839840000000e+03, 5.156945040000000e+01
2.754352750000000e-04, 1.075018550000000e+03, 4.355939480000000e+01
2.905429810000000e-04, 9.611835940000000e+02, 3.689266970000000e+01
3.056507090000000e-04, 9.492407230000000e+02, 3.124728390000000e+01
3.207584140000001e-04, 8.900429690000000e+02, 2.683987050000000e+01
3.358661200000000e-04, 8.465112300000000e+02, 2.380222320000000e+01
3.509738250000000e-04, 8.233576660000000e+02, 2.160620500000000e+01
3.660815540000000e-04, 8.475085450000000e+02, 1.969622610000000e+01
3.811892590000000e-04, 8.657910160000000e+02, 1.808173370000000e+01
3.962969870000000e-04, 8.200490720000000e+02, 1.659940150000000e+01
4.114046690000001e-04, 7.928603520000000e+02, 1.537585740000000e+01
4.265123980000001e-04, 8.062641599999999e+02, 1.447449020000000e+01
4.416200800000000e-04, 7.758057860000000e+02, 1.354697990000000e+01
4.567278080000000e-04, 7.738713380000000e+02, 1.281261060000000e+01
4.718355370000000e-04, 7.474295650000000e+02, 1.202421090000000e+01
4.869432190000000e-04, 7.456685790000000e+02, 1.149052810000000e+01
5.020509470000000e-04, 7.113472900000000e+02, 1.088659000000000e+01
5.171586760000000e-04, 6.862416990000000e+02, 1.030027870000000e+01
5.322663580000001e-04, 6.930484620000000e+02, 9.845308299999999e+00
5.473740860000001e-04, 6.749576420000000e+02, 9.328619959999999e+00
5.624817680000000e-04, 6.680468750000000e+02, 8.909518240000001e+00
5.775894970000000e-04, 6.406884160000000e+02, 8.515187259999999e+00
5.926972260000001e-04, 6.086602779999999e+02, 8.111777310000001e+00
6.078049070000000e-04, 5.926368410000000e+02, 7.754692550000000e+00
6.229126360000000e-04, 5.789512330000000e+02, 7.450682640000000e+00
6.380203180000000e-04, 5.659353030000000e+02, 7.158789160000000e+00
6.531280470000000e-04, 5.502728270000000e+02, 6.897353650000000e+00
6.682357750000000e-04, 5.360675050000000e+02, 6.661341670000000e+00
6.833434570000000e-04, 5.177322390000000e+02, 6.404119490000000e+00
6.984511860000000e-04, 5.123134770000000e+02, 6.224273680000000e+00
7.135589140000000e-04, 4.957796630000000e+02, 6.008286000000000e+00
7.286665960000000e-04, 4.888711850000000e+02, 5.851378920000000e+00
7.437743250000000e-04, 4.743430790000000e+02, 5.658459190000000e+00
7.588820070000001e-04, 4.519170530000000e+02, 5.453529830000000e+00
7.739897350000001e-04, 4.465797120000000e+02, 5.320658210000000e+00
7.890974170000001e-04, 4.298684390000000e+02, 5.147484300000000e+00
8.042051460000000e-04, 4.183829350000000e+02, 4.998388770000000e+00
8.193128740000000e-04, 4.150989990000000e+02, 4.880077360000000e+00
8.344206030000001e-04, 4.116699220000000e+02, 4.771801470000000e+00
8.495283310000001e-04, 3.954837650000000e+02, 4.633466240000000e+00
8.646359669999999e-04, 3.780518800000000e+02, 4.497694020000000e+00
8.797436949999999e-04, 3.641344910000000e+02, 4.351242070000000e+00
8.948514240000000e-04, 3.527265320000000e+02, 4.225510600000000e+00
9.099591520000000e-04, 3.395838620000000e+02, 4.104279040000000e+00
9.250668809999999e-04, 3.245451660000000e+02, 3.979514840000000e+00
9.401745160000001e-04, 3.198635860000000e+02, 3.908022400000000e+00
9.552822450000000e-04, 3.116358030000000e+02, 3.820420500000000e+00
9.703899730000000e-04, 2.915634770000000e+02, 3.662817720000000e+00
9.854977020000001e-04, 2.845979610000000e+02, 3.576075080000000e+00
1.000605430000000e-03, 2.716280820000000e+02, 3.476521020000000e+00
1.015713070000000e-03, 2.642887570000000e+02, 3.406223060000000e+00
1.030820790000000e-03, 2.575414430000000e+02, 3.319433690000000e+00
1.045928520000000e-03, 2.506796570000000e+02, 3.242799520000000e+00
1.061036250000000e-03, 2.438374330000000e+02, 3.163856740000000e+00
1.076143980000000e-03, 2.287948000000000e+02, 3.033360240000000e+00
1.091251710000000e-03, 2.228878330000000e+02, 2.985671520000000e+00
1.106359340000000e-03, 2.176332700000000e+02, 2.922424320000000e+00
1.121467070000000e-03, 2.119706270000000e+02, 2.851885320000000e+00
1.136574800000000e-03, 2.023564610000000e+02, 2.770796780000000e+00
1.151682530000000e-03, 1.901708370000000e+02, 2.674619200000000e+00
1.166790260000000e-03, 1.859370420000000e+02, 2.624683620000000e+00
1.181897890000000e-03, 1.814021150000000e+02, 2.578096630000000e+00
1.197005620000000e-03, 1.715363770000000e+02, 2.492697240000000e+00
1.212113350000000e-03, 1.660186610000000e+02, 2.436823610000000e+00
1.227221080000000e-03, 1.575186000000000e+02, 2.362946270000000e+00
1.242328810000000e-03, 1.537180940000000e+02, 2.321149110000000e+00
1.257436440000000e-03, 1.473175660000000e+02, 2.257686140000000e+00
1.272544170000000e-03, 1.417129520000000e+02, 2.205634830000000e+00
1.287651900000000e-03, 1.329952390000000e+02, 2.118564130000000e+00
1.302759630000000e-03, 1.335994570000000e+02, 2.114778520000000e+00
1.317867360000000e-03, 1.258443910000000e+02, 2.053108220000000e+00
1.332974990000000e-03, 1.217981720000000e+02, 2.006447790000000e+00
1.348082720000000e-03, 1.177468950000000e+02, 1.955891850000000e+00
1.363190450000000e-03, 1.166477130000000e+02, 1.938277840000000e+00
1.378298180000000e-03, 1.063666230000000e+02, 1.845870380000000e+00
1.393405910000000e-03, 1.058183210000000e+02, 1.833911300000000e+00
1.408513640000000e-03, 1.019655230000000e+02, 1.790462970000000e+00
1.423621270000000e-03, 9.823308560000000e+01, 1.748419400000000e+00
1.438729000000000e-03, 9.458258060000000e+01, 1.712784050000000e+00
1.453836730000000e-03, 9.092594149999999e+01, 1.678042770000000e+00
1.468944460000000e-03, 8.818409730000000e+01, 1.642764930000000e+00
1.484052180000000e-03, 8.339846040000000e+01, 1.592638730000000e+00
1.499159820000000e-03, 8.303365330000000e+01, 1.588345890000000e+00
1.514267550000000e-03, 7.868949130000000e+01, 1.536046390000000e+00
1.529375280000000e-03, 7.448557280000000e+01, 1.495391010000000e+00
1.544483010000000e-03, 7.265711210000001e+01, 1.473195080000000e+00
