<X>, <Y>
2.722349720000000e-04, 9.616995577989977e+04
2.872767630000000e-04, 9.085505125471235e+04
3.023185530000000e-04, 8.561896545099076e+04
3.173603680000000e-04, 8.048965472279782e+04
3.324021590000000e-04, 7.549165385360326e+04
3.474439490000000e-04, 7.064595839915038e+04
3.624857640000000e-04, 6.597005576280576e+04
3.775275550000001e-04, 6.147802212486965e+04
3.925693690000000e-04, 5.718060320682823e+04
4.076111600000000e-04, 5.308545486756432e+04
4.226529510000000e-04, 4.919732172698336e+04
4.376947410000000e-04, 4.551832159933443e+04
4.527365790000000e-04, 4.204820727696738e+04
4.677783700000001e-04, 3.878470390715003e+04
4.828201610000000e-04, 3.572374078208362e+04
4.978619520000000e-04, 3.285979030969190e+04
5.129037420000001e-04, 3.018614180438394e+04
5.279455330000001e-04, 2.769516996346137e+04
5.429873710000000e-04, 2.537857795998089e+04
5.580291620000000e-04, 2.322765054679450e+04
5.730709530000001e-04, 2.123341041179737e+04
5.881127440000001e-04, 1.938682011567391e+04
6.031545340000000e-04, 1.767891980596605e+04
6.181963720000000e-04, 1.610094036187455e+04
6.332381630000001e-04, 1.464441621002972e+04
6.482799540000000e-04, 1.330122448646624e+04
6.633217450000001e-04, 1.206365303918665e+04
6.783635360000000e-04, 1.092442426710766e+04
6.934053260000000e-04, 9.876708053792319e+03
7.084471640000001e-04, 8.914118140576304e+03
7.234889550000001e-04, 8.030713195217455e+03
7.385307460000000e-04, 7.220959320878134e+03
7.535725370000001e-04, 6.479717492364346e+03
7.686143280000000e-04, 5.802211886424879e+03
7.836561650000001e-04, 5.183997740815091e+03
7.986979560000000e-04, 4.620938110646028e+03
8.137397470000000e-04, 4.109162852370339e+03
8.287815380000001e-04, 3.645048520535714e+03
8.438233290000000e-04, 3.225191074741736e+03
8.588651200000001e-04, 2.846383496536804e+03
8.739069100000001e-04, 2.505596558494900e+03
8.889487010000001e-04, 2.199962634403206e+03
9.039905850000001e-04, 1.926761163972954e+03
9.190323760000001e-04, 1.683414824907906e+03
9.340741670000000e-04, 1.467471627845895e+03
9.491159580000000e-04, 1.276606139649000e+03
9.641577490000001e-04, 1.108613693552029e+03
9.791995400000001e-04, 9.614077027776880e+02
9.942413310000001e-04, 8.330179117589151e+02
1.009283120000000e-03, 7.215892490293834e+02
1.024324910000000e-03, 6.253808932072274e+02
1.039366700000000e-03, 5.427654734304831e+02
1.054408490000000e-03, 4.722279616587276e+02
1.069450380000000e-03, 4.123638849961872e+02
1.084492170000000e-03, 3.618789394723191e+02
1.099533960000000e-03, 3.195841648219189e+02
1.114575750000000e-03, 2.843945757292995e+02
1.129617540000000e-03, 2.553251463306349e+02
1.144659330000000e-03, 2.314867018959121e+02
1.159701120000000e-03, 2.120813460369953e+02
1.174742910000000e-03, 1.963975001128865e+02
1.189784710000000e-03, 1.838046344049578e+02
1.204826500000000e-03, 1.737478293928494e+02
1.219868290000000e-03, 1.657421393584139e+02
1.234910170000000e-03, 1.593669785785009e+02
1.249951960000000e-03, 1.542606931933907e+02
1.264993750000000e-03, 1.501148998389240e+02
1.280035540000000e-03, 1.466693969275767e+02
1.295077340000000e-03, 1.437071094614644e+02
1.310119130000000e-03, 1.410493620086564e+02
1.325160920000000e-03, 1.385514358697033e+02
1.340202710000000e-03, 1.360984660800459e+02
1.355244500000000e-03, 1.336016557876881e+02
1.370286290000000e-03, 1.309948195376665e+02
1.385328080000000e-03, 1.282312459104857e+02
1.400369960000000e-03, 1.252808485063422e+02
1.415411760000000e-03, 1.221276946515979e+02
1.430453550000000e-03, 1.187676376735825e+02
1.445495340000000e-03, 1.152063525571147e+02
1.460537130000000e-03, 1.114575336341243e+02
1.475578920000000e-03, 1.075413050404262e+02
1.490620710000000e-03, 1.034828182123536e+02
1.505662500000000e-03, 9.931101459720635e+01
1.520704290000000e-03, 9.505753525384021e+01
1.535746080000000e-03, 9.075576069788788e+01
1.550787870000000e-03, 8.643996613197072e+01
1.565829660000000e-03, 8.214457901781310e+01
1.580871460000000e-03, 7.790352494003231e+01
1.595913250000000e-03, 7.374966904950018e+01
1.610955040000000e-03, 6.971430290645027e+01
1.625996830000000e-03, 6.582672672389502e+01
1.641038620000000e-03, 6.211387935670932e+01
1.656080600000000e-03, 5.859998596852500e+01
1.671122390000000e-03, 5.530647853760517e+01
1.686164180000000e-03, 5.225152699337239e+01
1.701205970000000e-03, 4.945006804635273e+01
1.716247760000000e-03, 4.691365706744031e+01
1.731289550000000e-03, 4.465041351865297e+01
1.746331340000000e-03, 4.266501298090847e+01
1.761373130000000e-03, 4.095872437084457e+01
1.776414920000000e-03, 3.952949066899281e+01
1.791456710000000e-03, 3.837205111434101e+01
1.806498510000000e-03, 3.747810187776535e+01
1.821540300000000e-03, 3.683649548616827e+01
1.836582090000000e-03, 3.643346711883082e+01
1.851623880000000e-03, 3.625289577155301e+01
1.866665670000000e-03, 3.627658671427371e+01
1.881707460000000e-03, 3.648457458169508e+01
1.896749250000000e-03, 3.685544161743646e+01
1.911791040000000e-03, 3.736664613644742e+01
1.926832830000000e-03, 3.799485623123644e+01
1.956916410000000e-03, 3.950701414286937e+01
2.002041970000000e-03, 4.206062159254347e+01
2.047167350000000e-03, 4.442913305351573e+01
2.092292720000000e-03, 4.611721998369760e+01
2.137418090000000e-03, 4.677806217596665e+01
2.182543460000000e-03, 4.623647370636004e+01
2.227668840000000e-03, 4.448894582973194e+01
2.272794210000000e-03, 4.168297249097479e+01
2.317919770000000e-03, 3.808053851902429e+01
2.363045140000000e-03, 3.401244504595598e+01
2.408170510000000e-03, 2.983028016342713e+01
2.453295890000000e-03, 2.586269096834578e+01
2.498421260000000e-03, 2.238050900388126e+01
2.543546630000000e-03, 1.957361199001691e+01
2.588672000000000e-03, 1.754040865964343e+01
2.648839350000000e-03, 1.603560035681497e+01
2.724048310000000e-03, 1.578915977930841e+01
2.799257260000000e-03, 1.667442398809535e+01
2.874466220000000e-03, 1.784893505266012e+01
2.949675170000000e-03, 1.859325268365777e+01
3.024884310000000e-03, 1.846933884853049e+01
3.100093270000000e-03, 1.736845300292233e+01
3.175302220000000e-03, 1.546199359506955e+01
3.250511360000000e-03, 1.309181399223930e+01
3.325720130000000e-03, 1.064495234953799e+01
3.400929270000000e-03, 8.449930971833448e+00
3.476138410000000e-03, 6.715553125950792e+00
3.551347180000000e-03, 5.515388573128503e+00
3.626556320000000e-03, 4.808390455240154e+00
3.701765090000000e-03, 4.479440291234528e+00
3.776974230000000e-03, 4.384078784128750e+00
3.852183370000000e-03, 4.386312889268901e+00
3.942434120000000e-03, 4.375630806595836e+00
4.047726470000000e-03, 4.229479659819789e+00
4.153019190000000e-03, 3.917622808301072e+00
4.258311910000000e-03, 3.494884643999867e+00
4.363604260000000e-03, 3.039326089077827e+00
4.468896990000000e-03, 2.615469693490028e+00
4.574189710000000e-03, 2.260071838289423e+00
4.679482060000000e-03, 1.982625230710109e+00
4.784774780000001e-03, 1.774146399281080e+00
4.890067500000000e-03, 1.617641571607087e+00
4.995359850000001e-03, 1.495780443340775e+00
5.100652580000000e-03, 1.394861014017772e+00
5.205945300000001e-03, 1.306242982776405e+00
5.326279630000000e-03, 1.215580494138429e+00
5.461655930000000e-03, 1.127220765758782e+00
5.597031860000001e-03, 1.055178296120117e+00
5.732408170000001e-03, 9.985440148151019e-01
5.867784470000001e-03, 9.509196845061824e-01
6.003160400000001e-03, 9.016884972496695e-01
6.138536710000000e-03, 8.420292152370569e-01
6.273912640000000e-03, 7.707178256543061e-01
6.409288940000001e-03, 6.945137296779504e-01
6.559707220000000e-03, 6.170137905867245e-01
6.725166740000001e-03, 5.540572396197870e-01
6.890627000000001e-03, 5.182969649772784e-01
7.056086510000000e-03, 5.017825990631786e-01
7.221546020000000e-03, 4.905222136997282e-01
7.387006280000000e-03, 4.726308849104028e-01
7.552465800000000e-03, 4.439940787501973e-01
7.717925310000000e-03, 4.077061585817707e-01
7.898427550000002e-03, 3.671864851951491e-01
8.093971010000001e-03, 3.314478043534039e-01
8.289513740000001e-03, 3.091969287869776e-01
8.485057200000000e-03, 2.985404754565039e-01
8.680600670000000e-03, 2.928520345252477e-01
8.876144140000000e-03, 2.854266716323546e-01
9.071687610000000e-03, 2.726058389831432e-01
9.282273050000001e-03, 2.538224319538023e-01
9.507899730000000e-03, 2.336931161211095e-01
9.733527150000001e-03, 2.195206785497495e-01
9.959153830000001e-03, 2.129228840129500e-01
1.018478050000000e-02, 2.105780058917524e-01
1.041040790000000e-02, 2.071967681507999e-01
1.065107660000000e-02, 1.993330890013982e-01
1.090678720000000e-02, 1.878950148204433e-01
1.116249780000000e-02, 1.782458601768755e-01
1.141820850000000e-02, 1.735100732586111e-01
1.167391910000000e-02, 1.721776928445189e-01
1.194467100000000e-02, 1.702681260646902e-01
1.223046560000000e-02, 1.649409959444419e-01
1.251626010000000e-02, 1.581638750915394e-01
1.280205400000000e-02, 1.536295355890806e-01
1.310289060000000e-02, 1.522112933986773e-01
1.341876830000000e-02, 1.513010588979141e-01
