# file created by $Id: average_rebin_scans 145 2020-06-18 23:05:36Z dndadmin $
# using q from column 2, I from column 3 and sigma(I) from column 4.
# saxs scale = 1.000000
# saxs constant = 0.000000
# maxs scale = 1.000000
# maxs constant = 0.000000
# waxs scale = 1.000000
# waxs constant = 0.000000
# sigma cutoff from Chauvenet's criterion
# bubble rejection sigma cutoff from Chauvenet's criterion
# postscale value cutoff = -10.000000
# 0.001000 <= allowed saxs q <= 100.000000
# 0.001000 <= allowed maxs q <= 100.000000
# 0.001000 <= allowed waxs q <= 100.000000
# variance is smoothed over 1 bins
# a file will be rejected if more than 0.9 times its points are rejected
# use original bins
#   File list input:
#     3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0000.txt 
#     3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0001.txt 
#     3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0002.txt 
#     3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0003.txt 
#     3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0004.txt 
#     3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0005.txt 
#     3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0006.txt 
#     3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0007.txt 
#     3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0008.txt 
#     3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0009.txt 
#
# *** read in points which are within q and value cutoffs ***
# 3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0000.txt has 999 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# 3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0001.txt has 999 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# 3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0002.txt has 999 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# 3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0003.txt has 999 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# 3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0004.txt has 999 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# 3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0005.txt has 999 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# 3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0006.txt has 999 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# 3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0007.txt has 999 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# 3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0008.txt has 999 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# 3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0009.txt has 999 valid points, 0 outside the q cutoffs, and 0 less than the -10.0 cutoff
# 9990 total points read in
# *** initial unbinned Chauvenet's criterion outlier file (ie bubble) rejection ***
# *** rebinning and final rejection cycles ***
# 3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0000.txt has had 59 points rejected as outliers
# 3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0001.txt has had 37 points rejected as outliers
# 3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0002.txt has had 36 points rejected as outliers
# 3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0003.txt has had 35 points rejected as outliers
# 3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0004.txt has had 28 points rejected as outliers
# 3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0005.txt has had 27 points rejected as outliers
# 3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0006.txt has had 36 points rejected as outliers
# 3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0007.txt has had 25 points rejected as outliers
# 3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0008.txt has had 27 points rejected as outliers
# 3-17-3-try2-prm/plot_files/3-17-3-try2-prm_hs102_215_0009.txt has had 42 points rejected as outliers
# *** variance smoothing and output ***
0.69341	0.130924	0.000635891
0.69723	0.131954	0.000569718
0.70105	0.133056	0.000492815
0.70487	0.134251	0.000593558
0.70869	0.135349	0.000566387
0.71251	0.136386	0.000472865
0.71633	0.137471	0.000554859
0.72015	0.138418	0.000541027
0.72397	0.139525	0.000591513
0.72779	0.140806	0.000563077
0.73161	0.141872	0.000491145
0.73543	0.143428	0.000496314
0.73925	0.144452	0.000729667
0.74307	0.145797	0.000647467
0.74689	0.147064	0.000508452
0.75071	0.148531	0.00051334
0.75453	0.149576	0.000572664
0.75835	0.150759	0.000569915
0.76216	0.15199	0.00068652
0.76598	0.153745	0.000595817
0.7698	0.155178	0.000618158
0.77362	0.156758	0.000655513
0.77744	0.158155	0.000667064
0.78126	0.159733	0.00060426
0.78508	0.1614	0.000722498
0.7889	0.162978	0.000565764
0.79272	0.164574	0.000627633
0.79654	0.166309	0.000572598
0.80036	0.168173	0.0008543
0.80418	0.169807	0.000783348
0.80799	0.171419	0.000679858
0.81181	0.173379	0.000596192
0.81563	0.175348	0.000726231
0.81945	0.176943	0.000685726
0.82327	0.178888	0.000749144
0.82709	0.180636	0.000620385
0.83091	0.182787	0.000730158
0.83473	0.184893	0.000721489
0.83855	0.186597	0.000773057
0.84236	0.188588	0.000755857
0.84618	0.190778	0.000856753
0.85	0.193221	0.00076773
0.85382	0.195584	0.000717269
0.85764	0.197749	0.000730721
0.86146	0.199905	0.000747375
0.86527	0.202189	0.000757158
0.86909	0.204529	0.000834667
0.87291	0.206781	0.000838808
0.87673	0.209188	0.000803313
0.88055	0.21165	0.000822671
0.88437	0.214203	0.000850807
0.88818	0.216789	0.0010006
0.892	0.219087	0.000801055
0.89582	0.221266	0.000796092
0.89964	0.22393	0.000752449
0.90346	0.226688	0.000826285
0.90727	0.229416	0.000796959
0.91109	0.231833	0.000800037
0.91491	0.234474	0.000828564
0.91873	0.237332	0.000885779
0.92254	0.240014	0.000935588
0.92636	0.242789	0.000901201
0.93018	0.24565	0.000935365
0.934	0.248479	0.000916016
0.93781	0.251565	0.000908735
0.94163	0.254152	0.000905447
0.94545	0.25671	0.00111862
0.94927	0.259559	0.00105362
0.95308	0.262406	0.00094382
0.9569	0.265323	0.000902647
0.96072	0.26811	0.00106865
0.96454	0.270817	0.00112507
0.96835	0.273775	0.000979087
0.97217	0.276675	0.000980079
0.97599	0.279591	0.00095019
0.9798	0.282397	0.00102187
0.98362	0.285519	0.000969988
0.98744	0.288644	0.000990104
0.99125	0.291055	0.00102581
0.99507	0.293913	0.00115721
0.99889	0.296806	0.00114252
1.0027	0.300012	0.00111228
1.0065	0.302436	0.00114485
1.0103	0.305405	0.00108962
1.0142	0.308179	0.00112756
1.018	0.311272	0.00105581
1.0218	0.314499	0.00106657
1.0256	0.316736	0.00130681
1.0294	0.319141	0.00108202
1.0332	0.321574	0.00109014
1.0371	0.324615	0.00114932
1.0409	0.327201	0.00114902
1.0447	0.33005	0.00122678
1.0485	0.332939	0.00122432
1.0523	0.335677	0.00113716
1.0561	0.338238	0.00118334
1.0599	0.341275	0.00115582
1.0638	0.34374	0.00119324
1.0676	0.346366	0.00121847
1.0714	0.348665	0.00121161
1.0752	0.35095	0.0011881
1.079	0.353859	0.00118938
1.0828	0.35636	0.0012061
1.0867	0.358093	0.0012854
1.0905	0.360388	0.00119533
1.0943	0.363329	0.00122932
1.0981	0.366051	0.00126843
1.1019	0.368118	0.00126774
1.1057	0.370116	0.00128591
1.1096	0.372359	0.00130362
1.1134	0.374094	0.00128608
1.1172	0.376577	0.00133988
1.121	0.378734	0.00128074
1.1248	0.380723	0.00128737
1.1286	0.383003	0.00145134
1.1324	0.385297	0.00144548
1.1363	0.387006	0.00140962
1.1401	0.38911	0.00136009
1.1439	0.391203	0.00145313
1.1477	0.392968	0.00132815
1.1515	0.39485	0.00139257
1.1553	0.397034	0.00138347
1.1591	0.399213	0.00134895
1.163	0.400577	0.00135352
1.1668	0.40238	0.0013595
1.1706	0.404123	0.00144426
1.1744	0.405557	0.00140314
1.1782	0.407453	0.00138008
1.182	0.40935	0.00146663
1.1858	0.411431	0.00138967
1.1897	0.412928	0.00148062
1.1935	0.414728	0.00140067
1.1973	0.415703	0.00140397
1.2011	0.417532	0.00141001
1.2049	0.419211	0.00143331
1.2087	0.420959	0.00143566
1.2125	0.422377	0.0014086
1.2164	0.423764	0.00144367
1.2202	0.425649	0.00144454
1.224	0.426908	0.00142032
