<X>, <Y>, <dY>
1.092504590000000e-04, 2.707675000000000e+05, 2.743883300000000e+03
1.243581760000000e-04, -4.761875000000000e+03, 1.131416260000000e+03
1.394658820000000e-04, -1.313433120000000e+05, 6.055435790000000e+02
1.545735980000000e-04, -1.971831250000000e+04, 3.510065000000000e+02
1.696813040000000e-04, -4.054609380000000e+03, 2.234458470000000e+02
1.847890210000000e-04, 5.605390619999999e+02, 1.584012300000000e+02
1.998967260000000e-04, 2.855527340000000e+03, 1.202014160000000e+02
2.150044310000000e-04, 3.119347660000000e+03, 9.463313290000001e+01
2.301121600000000e-04, 3.506394530000000e+03, 7.757485960000000e+01
2.452198650000000e-04, 3.587679690000000e+03, 6.465724179999999e+01
2.603275700000000e-04, 3.737336910000000e+03, 5.535852430000000e+01
2.754352750000000e-04, 3.621074220000000e+03, 4.788269040000000e+01
2.905429810000000e-04, 3.379574220000000e+03, 4.098020170000000e+01
3.056507090000000e-04, 3.388705570000000e+03, 3.551190950000000e+01
3.207584140000001e-04, 3.372550780000000e+03, 3.123378560000000e+01
3.358661200000000e-04, 3.383108890000000e+03, 2.848282430000000e+01
3.509738250000000e-04, 3.264006100000000e+03, 2.629915240000000e+01
3.660815540000000e-04, 3.153528810000000e+03, 2.428934480000000e+01
3.811892590000000e-04, 3.116146970000000e+03, 2.270115280000000e+01
3.962969870000000e-04, 3.068554440000000e+03, 2.140302850000000e+01
4.114046690000001e-04, 2.991214360000000e+03, 2.018733980000000e+01
4.265123980000001e-04, 2.956800780000000e+03, 1.924731450000000e+01
4.416200800000000e-04, 2.901384770000000e+03, 1.839205360000000e+01
4.567278080000000e-04, 2.802688960000000e+03, 1.748139950000000e+01
4.718355370000000e-04, 2.751652590000000e+03, 1.675416760000000e+01
4.869432190000000e-04, 2.669046630000000e+03, 1.605708310000000e+01
5.020509470000000e-04, 2.613151370000000e+03, 1.549092860000000e+01
5.171586760000000e-04, 2.528018550000000e+03, 1.479907420000000e+01
5.322663580000001e-04, 2.441591310000000e+03, 1.417762180000000e+01
5.473740860000001e-04, 2.376192870000000e+03, 1.365919020000000e+01
5.624817680000000e-04, 2.299143070000000e+03, 1.310437390000000e+01
5.775894970000000e-04, 2.229352050000000e+03, 1.266919330000000e+01
5.926972260000001e-04, 2.138441650000000e+03, 1.216730120000000e+01
6.078049070000000e-04, 2.080445310000000e+03, 1.176411250000000e+01
6.229126360000000e-04, 2.015778200000000e+03, 1.136585520000000e+01
6.380203180000000e-04, 1.960584470000000e+03, 1.100468060000000e+01
6.531280470000000e-04, 1.881186280000000e+03, 1.060942460000000e+01
6.682357750000000e-04, 1.806675290000000e+03, 1.024520680000000e+01
6.833434570000000e-04, 1.741698120000000e+03, 9.912221910000000e+00
6.984511860000000e-04, 1.671092900000000e+03, 9.569398880000000e+00
7.135589140000000e-04, 1.599538330000000e+03, 9.240330699999999e+00
7.286665960000000e-04, 1.543331790000000e+03, 8.967616080000001e+00
7.437743250000000e-04, 1.480561520000000e+03, 8.665307040000000e+00
7.588820070000001e-04, 1.428554690000000e+03, 8.411876680000001e+00
7.739897350000001e-04, 1.379679810000000e+03, 8.152078630000000e+00
7.890974170000001e-04, 1.333205200000000e+03, 7.928453450000000e+00
8.042051460000000e-04, 1.268661870000000e+03, 7.652316090000000e+00
8.193128740000000e-04, 1.235267210000000e+03, 7.469938280000000e+00
8.344206030000001e-04, 1.172732180000000e+03, 7.183627610000000e+00
8.495283310000001e-04, 1.117384520000000e+03, 6.958322050000000e+00
8.646359669999999e-04, 1.063910770000000e+03, 6.738744260000000e+00
8.797436949999999e-04, 1.021124570000000e+03, 6.536571500000000e+00
8.948514240000000e-04, 9.806510620000000e+02, 6.340708730000000e+00
9.099591520000000e-04, 9.410770260000000e+02, 6.154844760000000e+00
9.250668809999999e-04, 8.994170530000000e+02, 5.962200160000000e+00
9.401745160000001e-04, 8.575282590000000e+02, 5.778811930000000e+00
9.552822450000000e-04, 8.235239260000000e+02, 5.616962910000000e+00
9.703899730000000e-04, 7.950198360000001e+02, 5.470957760000000e+00
9.854977020000001e-04, 7.565623170000000e+02, 5.291368480000000e+00
1.000605430000000e-03, 7.255205079999999e+02, 5.155245300000000e+00
1.015713070000000e-03, 6.963505249999999e+02, 5.009140010000000e+00
1.030820790000000e-03, 6.637624510000001e+02, 4.849141120000000e+00
1.045928520000000e-03, 6.281329960000000e+02, 4.686689850000000e+00
1.061036250000000e-03, 6.029982910000000e+02, 4.555944440000000e+00
1.076143980000000e-03, 5.780791020000000e+02, 4.422951700000000e+00
1.091251710000000e-03, 5.494522710000000e+02, 4.282184120000000e+00
1.106359340000000e-03, 5.328952030000000e+02, 4.191853050000000e+00
1.121467070000000e-03, 5.080244750000000e+02, 4.060900690000000e+00
1.136574800000000e-03, 4.857981570000000e+02, 3.948043580000000e+00
1.151682530000000e-03, 4.617645260000000e+02, 3.823842290000000e+00
1.166790260000000e-03, 4.409259950000000e+02, 3.710065360000000e+00
1.181897890000000e-03, 4.293913570000000e+02, 3.642843960000000e+00
1.197005620000000e-03, 4.049730530000000e+02, 3.519758940000000e+00
1.212113350000000e-03, 3.877638550000000e+02, 3.432852750000000e+00
1.227221080000000e-03, 3.693573610000000e+02, 3.328092580000000e+00
1.242328810000000e-03, 3.573016970000000e+02, 3.253080840000000e+00
1.257436440000000e-03, 3.469202580000000e+02, 3.182243110000000e+00
1.272544170000000e-03, 3.305490110000000e+02, 3.084473370000000e+00
1.287651900000000e-03, 3.156015320000000e+02, 3.003738400000000e+00
1.302759630000000e-03, 2.974093930000000e+02, 2.905674220000000e+00
1.317867360000000e-03, 2.878240970000000e+02, 2.847757820000000e+00
1.332974990000000e-03, 2.803619380000000e+02, 2.789059880000000e+00
1.348082720000000e-03, 2.689679870000000e+02, 2.722116230000000e+00
1.363190450000000e-03, 2.515566100000000e+02, 2.615180730000000e+00
1.378298180000000e-03, 2.418899230000000e+02, 2.562198400000000e+00
1.393405910000000e-03, 2.334104000000000e+02, 2.506850480000000e+00
1.408513640000000e-03, 2.289523770000000e+02, 2.468991520000000e+00
1.423621270000000e-03, 2.184373630000000e+02, 2.398169990000000e+00
1.438729000000000e-03, 2.109321590000000e+02, 2.344526770000000e+00
1.453836730000000e-03, 2.021438140000000e+02, 2.283136610000000e+00
1.468944460000000e-03, 1.949684450000000e+02, 2.235230920000000e+00
1.484052180000000e-03, 1.830820010000000e+02, 2.155497550000000e+00
1.499159820000000e-03, 1.789297330000000e+02, 2.130138870000000e+00
1.514267550000000e-03, 1.732973790000000e+02, 2.084230900000000e+00
1.529375280000000e-03, 1.670375820000000e+02, 2.038742300000000e+00
1.544483010000000e-03, 1.592773130000000e+02, 1.982950450000000e+00
