<X>, <Y>
1.847890210000000e-04, 3.788896093750000e+04
1.998967260000000e-04, 3.366457031250000e+04
2.150044310000000e-04, 2.988616406250000e+04
2.301121600000000e-04, 2.653733789062500e+04
2.452198650000000e-04, 2.358889453125000e+04
2.603275700000000e-04, 2.100477734375000e+04
2.754352750000000e-04, 1.874625585937500e+04
2.905429810000000e-04, 1.677464843750000e+04
3.056507090000000e-04, 1.505347851562500e+04
3.207584140000001e-04, 1.354933691406250e+04
3.358661200000000e-04, 1.223239160156250e+04
3.509738250000000e-04, 1.107643457031250e+04
3.660815540000000e-04, 1.005886718750000e+04
3.811892590000000e-04, 9.160247070312500e+03
3.962969870000000e-04, 8.364015625000000e+03
4.114046690000001e-04, 7.656204589843750e+03
4.265123980000001e-04, 7.024912109375000e+03
4.416200800000000e-04, 6.460106445312500e+03
4.567278080000000e-04, 5.953232910156250e+03
4.718355370000000e-04, 5.497058593750000e+03
4.869432190000000e-04, 5.085386718750000e+03
5.020509470000000e-04, 4.712894042968750e+03
5.171586760000000e-04, 4.375008789062500e+03
5.322663580000001e-04, 4.067764648437500e+03
5.473740860000001e-04, 3.787728027343750e+03
5.624817680000000e-04, 3.531902099609375e+03
5.775894970000000e-04, 3.297675537109375e+03
5.926972260000001e-04, 3.082755859375000e+03
6.078049070000000e-04, 2.885161621093750e+03
6.229126360000000e-04, 2.703134277343750e+03
6.380203180000000e-04, 2.535154785156250e+03
6.531280470000000e-04, 2.379882568359375e+03
6.682357750000000e-04, 2.236137207031250e+03
6.833434570000000e-04, 2.102881835937500e+03
6.984511860000000e-04, 1.979195434570312e+03
7.135589140000000e-04, 1.864252563476562e+03
7.286665960000000e-04, 1.757316040039062e+03
7.437743250000000e-04, 1.657718017578125e+03
7.588820070000001e-04, 1.564861450195312e+03
7.739897350000001e-04, 1.478195434570312e+03
7.890974170000001e-04, 1.397225219726562e+03
8.042051460000000e-04, 1.321498046875000e+03
8.193128740000000e-04, 1.250607666015625e+03
8.344206030000001e-04, 1.184179565429688e+03
8.495283310000001e-04, 1.121874877929688e+03
8.646359669999999e-04, 1.063389160156250e+03
8.797436949999999e-04, 1.008443420410156e+03
8.948514240000000e-04, 9.567830810546875e+02
9.099591520000000e-04, 9.081784667968750e+02
9.250668809999999e-04, 8.624158325195312e+02
9.401745160000001e-04, 8.193009643554688e+02
9.552822450000000e-04, 7.786573486328125e+02
9.703899730000000e-04, 7.403163452148438e+02
9.854977020000001e-04, 7.041286010742188e+02
1.000605430000000e-03, 6.699528808593750e+02
1.015713070000000e-03, 6.376607666015625e+02
1.030820790000000e-03, 6.071299438476562e+02
1.045928520000000e-03, 5.782513427734375e+02
1.061036250000000e-03, 5.509217529296875e+02
1.076143980000000e-03, 5.250454711914062e+02
1.091251710000000e-03, 5.005351867675781e+02
1.106359340000000e-03, 4.773094787597656e+02
1.121467070000000e-03, 4.552927551269531e+02
1.136574800000000e-03, 4.344161987304688e+02
1.151682530000000e-03, 4.146157836914062e+02
1.166790260000000e-03, 3.958312683105469e+02
1.181897890000000e-03, 3.780088195800781e+02
1.197005620000000e-03, 3.610943603515625e+02
1.212113350000000e-03, 3.450398864746094e+02
1.227221080000000e-03, 3.297989196777344e+02
1.242328810000000e-03, 3.153289794921875e+02
1.257436440000000e-03, 3.015888366699219e+02
1.272544170000000e-03, 2.885409545898438e+02
1.287651900000000e-03, 2.761490478515625e+02
1.302759630000000e-03, 2.643791503906250e+02
1.317867360000000e-03, 2.532001495361328e+02
1.332974990000000e-03, 2.425812835693359e+02
1.348082720000000e-03, 2.324941406250000e+02
1.363190450000000e-03, 2.229130249023438e+02
1.378298180000000e-03, 2.138115386962891e+02
1.393405910000000e-03, 2.051660766601562e+02
1.408513640000000e-03, 1.969543304443359e+02
1.423621270000000e-03, 1.891544494628906e+02
1.438729000000000e-03, 1.817456207275391e+02
1.453836730000000e-03, 1.747080535888672e+02
1.468944460000000e-03, 1.680230255126953e+02
1.484052180000000e-03, 1.616717834472656e+02
1.499159820000000e-03, 1.556373596191406e+02
1.514267550000000e-03, 1.499030151367188e+02
1.529375280000000e-03, 1.444525146484375e+02
1.544483010000000e-03, 1.392708892822266e+02
1.559590730000000e-03, 1.343438262939453e+02
1.574698460000000e-03, 1.296573791503906e+02
1.589806190000000e-03, 1.251987304687500e+02
1.604913920000000e-03, 1.209550628662109e+02
1.620021460000000e-03, 1.169151687622070e+02
1.635129190000000e-03, 1.130675201416016e+02
1.650236920000000e-03, 1.094011764526367e+02
1.665344650000000e-03, 1.059060592651367e+02
1.680452380000000e-03, 1.025721206665039e+02
1.695560110000000e-03, 9.938987731933594e+01
1.710667830000000e-03, 9.635063171386719e+01
1.725775560000000e-03, 9.344512939453125e+01
1.740883290000000e-03, 9.066618347167969e+01
1.755991020000000e-03, 8.800569152832031e+01
1.771098560000000e-03, 8.545685577392578e+01
