<X>, <Y>, <dY>
2.120677610000000e-04, 1.236646880000000e+05, 2.406459660000000e+02
2.271095760000000e-04, 1.220231720000000e+05, 1.566053010000000e+02
2.421513670000000e-04, 1.172804610000000e+05, 1.282631990000000e+02
2.571931570000000e-04, 1.109905940000000e+05, 1.111452870000000e+02
2.722349720000000e-04, 1.031604840000000e+05, 9.793021390000000e+01
2.872767630000000e-04, 9.615628120000000e+04, 8.800156400000000e+01
3.023185530000000e-04, 8.973471090000001e+04, 8.020751950000000e+01
3.173603680000000e-04, 8.313025780000001e+04, 7.328612520000000e+01
3.324021590000000e-04, 7.689350000000000e+04, 6.697466280000000e+01
3.474439490000000e-04, 7.152003120000000e+04, 6.211015320000000e+01
3.624857640000000e-04, 6.563547659999999e+04, 5.728587340000000e+01
3.775275550000001e-04, 6.056127730000000e+04, 5.308133700000000e+01
3.925693690000000e-04, 5.570602730000000e+04, 4.926372530000000e+01
4.076111600000000e-04, 5.113538670000000e+04, 4.562004090000000e+01
4.226529510000000e-04, 4.672698050000000e+04, 4.241732790000000e+01
4.376947410000000e-04, 4.258861720000000e+04, 3.948886870000000e+01
4.527365790000000e-04, 3.879713280000000e+04, 3.677248380000000e+01
4.677783700000001e-04, 3.496717190000000e+04, 3.410729600000000e+01
4.828201610000000e-04, 3.169631450000000e+04, 3.167972560000000e+01
4.978619520000000e-04, 2.869070900000000e+04, 2.952596860000000e+01
5.129037420000001e-04, 2.573346090000000e+04, 2.736994930000000e+01
5.279455330000001e-04, 2.311910550000000e+04, 2.537269590000000e+01
5.429873710000000e-04, 2.085558400000000e+04, 2.368016240000000e+01
5.580291620000000e-04, 1.863822270000000e+04, 2.193950460000000e+01
5.730709530000001e-04, 1.662656840000000e+04, 2.039538000000000e+01
5.881127440000001e-04, 1.483735250000000e+04, 1.895400240000000e+01
6.031545340000000e-04, 1.319662790000000e+04, 1.757032780000000e+01
6.181963720000000e-04, 1.163233980000000e+04, 1.613601680000000e+01
6.332381630000001e-04, 1.029470410000000e+04, 1.456383800000000e+01
6.482799540000000e-04, 9.160005859999999e+03, 1.333294010000000e+01
6.633217450000001e-04, 8.080902830000000e+03, 1.229371260000000e+01
6.783635360000000e-04, 7.100522950000000e+03, 1.139183620000000e+01
6.934053260000000e-04, 6.221740230000000e+03, 1.055607510000000e+01
7.084471640000001e-04, 5.432472170000000e+03, 9.751798630000000e+00
7.234889550000001e-04, 4.733142580000000e+03, 9.009427069999999e+00
7.385307460000000e-04, 4.126982910000000e+03, 8.318672180000000e+00
7.535725370000001e-04, 3.599161620000000e+03, 7.695927620000000e+00
7.686143280000000e-04, 3.130624270000000e+03, 7.119507310000000e+00
7.836561650000001e-04, 2.720393550000000e+03, 6.577663420000000e+00
7.986979560000000e-04, 2.385026370000000e+03, 6.121763710000000e+00
8.137397470000000e-04, 2.092257080000000e+03, 5.689099310000000e+00
8.287815380000001e-04, 1.837804320000000e+03, 5.289883610000000e+00
8.438233290000000e-04, 1.628266600000000e+03, 4.954926010000000e+00
8.588651200000001e-04, 1.449280760000000e+03, 4.636285780000000e+00
8.739069100000001e-04, 1.316092650000000e+03, 4.389328960000000e+00
8.889487010000001e-04, 1.204864380000000e+03, 4.168063640000000e+00
9.039905850000001e-04, 1.115652100000000e+03, 3.986837860000000e+00
9.190323760000001e-04, 1.033135990000000e+03, 3.805457120000000e+00
9.340741670000000e-04, 9.779574580000000e+02, 3.670888900000000e+00
9.491159580000000e-04, 9.410569460000000e+02, 3.577342990000000e+00
9.641577490000001e-04, 8.991959840000000e+02, 3.459871050000000e+00
9.791995400000001e-04, 8.830375980000000e+02, 3.402434110000000e+00
9.942413310000001e-04, 8.696490480000000e+02, 3.344145540000000e+00
1.009283120000000e-03, 8.653710940000000e+02, 3.305451390000000e+00
1.024324910000000e-03, 8.684191280000000e+02, 3.281868220000000e+00
1.039366700000000e-03, 8.717109380000001e+02, 3.254939080000000e+00
1.054408490000000e-03, 8.732962040000000e+02, 3.233294960000000e+00
1.069450380000000e-03, 8.729436040000001e+02, 3.199143650000000e+00
1.084492170000000e-03, 8.758259280000000e+02, 3.172585490000000e+00
