<X>, <Y>, <dY>
2.120677610000000e-04, 1.493260160000000e+05, 2.604071040000000e+02
2.271095760000000e-04, 1.297502970000000e+05, 1.601203770000000e+02
2.421513670000000e-04, 1.168661560000000e+05, 1.274076080000000e+02
2.571931570000000e-04, 1.083728830000000e+05, 1.093709110000000e+02
2.722349720000000e-04, 1.001251720000000e+05, 9.623030850000001e+01
2.872767630000000e-04, 9.312927340000001e+04, 8.644724270000000e+01
3.023185530000000e-04, 8.654847659999999e+04, 7.848212430000000e+01
3.173603680000000e-04, 8.018050000000000e+04, 7.165625000000000e+01
3.324021590000000e-04, 7.434392190000000e+04, 6.559281160000000e+01
3.474439490000000e-04, 6.889263280000001e+04, 6.071297840000000e+01
3.624857640000000e-04, 6.345436720000000e+04, 5.614516830000000e+01
3.775275550000001e-04, 5.833039450000000e+04, 5.188130190000000e+01
3.925693690000000e-04, 5.363223830000000e+04, 4.814252470000000e+01
4.076111600000000e-04, 4.928099610000000e+04, 4.460485840000000e+01
4.226529510000000e-04, 4.495628520000000e+04, 4.143669510000000e+01
4.376947410000000e-04, 4.091790620000000e+04, 3.854429240000000e+01
4.527365790000000e-04, 3.732251950000000e+04, 3.589878080000000e+01
4.677783700000001e-04, 3.395046880000000e+04, 3.345935060000000e+01
4.828201610000000e-04, 3.083628320000000e+04, 3.111615940000000e+01
4.978619520000000e-04, 2.778639450000000e+04, 2.892315290000000e+01
5.129037420000001e-04, 2.506007420000000e+04, 2.688487050000000e+01
5.279455330000001e-04, 2.258838090000000e+04, 2.498461530000000e+01
5.429873710000000e-04, 2.027500200000000e+04, 2.324174310000000e+01
5.580291620000000e-04, 1.819795120000000e+04, 2.158792500000000e+01
5.730709530000001e-04, 1.624635350000000e+04, 2.007609370000000e+01
5.881127440000001e-04, 1.445142680000000e+04, 1.862557030000000e+01
6.031545340000000e-04, 1.281843070000000e+04, 1.723584180000000e+01
6.181963720000000e-04, 1.139187400000000e+04, 1.590627000000000e+01
6.332381630000001e-04, 1.010702150000000e+04, 1.436928460000000e+01
6.482799540000000e-04, 8.945797850000001e+03, 1.311633870000000e+01
6.633217450000001e-04, 7.878405270000000e+03, 1.208685300000000e+01
6.783635360000000e-04, 6.913031250000000e+03, 1.119084450000000e+01
6.934053260000000e-04, 6.043793460000000e+03, 1.036258220000000e+01
7.084471640000001e-04, 5.258490720000000e+03, 9.556152340000001e+00
7.234889550000001e-04, 4.589633300000000e+03, 8.834576609999999e+00
7.385307460000000e-04, 3.994435300000000e+03, 8.152093890000000e+00
7.535725370000001e-04, 3.446599370000000e+03, 7.507369040000000e+00
7.686143280000000e-04, 2.983417970000000e+03, 6.931381230000000e+00
7.836561650000001e-04, 2.583473140000000e+03, 6.392015460000000e+00
7.986979560000000e-04, 2.234025390000000e+03, 5.906338210000000e+00
8.137397470000000e-04, 1.931917970000000e+03, 5.454360960000000e+00
8.287815380000001e-04, 1.681802000000000e+03, 5.056396480000000e+00
8.438233290000000e-04, 1.462653320000000e+03, 4.689355370000000e+00
8.588651200000001e-04, 1.285711910000000e+03, 4.369742870000000e+00
8.739069100000001e-04, 1.128027590000000e+03, 4.074957370000000e+00
8.889487010000001e-04, 1.003800110000000e+03, 3.819868090000000e+00
9.039905850000001e-04, 9.082774660000000e+02, 3.615677600000000e+00
9.190323760000001e-04, 8.296288450000000e+02, 3.436411140000000e+00
9.340741670000000e-04, 7.749349370000000e+02, 3.294189690000000e+00
9.491159580000000e-04, 7.379895630000000e+02, 3.194579600000000e+00
9.641577490000001e-04, 7.099040530000000e+02, 3.103349920000000e+00
9.791995400000001e-04, 6.935048829999999e+02, 3.039495470000000e+00
9.942413310000001e-04, 6.792577510000000e+02, 2.981072430000000e+00
1.009283120000000e-03, 6.789696040000000e+02, 2.951222180000000e+00
1.024324910000000e-03, 6.847852779999999e+02, 2.934525490000000e+00
1.039366700000000e-03, 6.918988040000000e+02, 2.917956350000000e+00
1.054408490000000e-03, 7.057885740000000e+02, 2.921447040000000e+00
1.069450380000000e-03, 7.118950810000000e+02, 2.901993750000000e+00
1.084492170000000e-03, 7.208570559999999e+02, 2.889301540000000e+00
1.099533960000000e-03, 7.323765260000000e+02, 2.890418530000000e+00
1.114575750000000e-03, 7.429569700000000e+02, 2.882039550000000e+00
1.129617540000000e-03, 7.474842530000000e+02, 2.863868000000000e+00
1.144659330000000e-03, 7.517849120000000e+02, 2.846620800000000e+00
1.159701120000000e-03, 7.563173220000000e+02, 2.831736330000000e+00
1.174742910000000e-03, 7.553901980000001e+02, 2.811167240000000e+00
1.189784710000000e-03, 7.573804320000000e+02, 2.790898560000000e+00
1.204826500000000e-03, 7.513353270000000e+02, 2.761154170000000e+00
1.219868290000000e-03, 7.406434330000000e+02, 2.721909760000000e+00
1.234910170000000e-03, 7.297612920000000e+02, 2.682948590000000e+00
1.249951960000000e-03, 7.164535519999999e+02, 2.642610070000000e+00
1.264993750000000e-03, 6.936322630000000e+02, 2.580469610000000e+00
1.280035540000000e-03, 6.722634890000000e+02, 2.527158740000000e+00
1.295077340000000e-03, 6.450045170000000e+02, 2.459224220000000e+00
1.310119130000000e-03, 6.184805910000000e+02, 2.393103600000000e+00
1.325160920000000e-03, 5.951315310000000e+02, 2.339593890000000e+00
1.340202710000000e-03, 5.620422970000000e+02, 2.259306190000000e+00
1.355244500000000e-03, 5.285625610000000e+02, 2.182640550000000e+00
1.370286290000000e-03, 5.018052670000000e+02, 2.115716220000000e+00
1.385328080000000e-03, 4.693323970000000e+02, 2.034538030000000e+00
1.400369960000000e-03, 4.387324520000000e+02, 1.963222500000000e+00
1.415411760000000e-03, 4.081977840000000e+02, 1.885026100000000e+00
1.430453550000000e-03, 3.762666320000000e+02, 1.804335470000000e+00
1.445495340000000e-03, 3.447572020000000e+02, 1.721832990000000e+00
1.460537130000000e-03, 3.170757750000000e+02, 1.648762700000000e+00
1.475578920000000e-03, 2.891781010000000e+02, 1.572205310000000e+00
1.490620710000000e-03, 2.644385070000000e+02, 1.499601360000000e+00
1.505662500000000e-03, 2.397913820000000e+02, 1.427705530000000e+00
1.520704290000000e-03, 2.160286100000000e+02, 1.355484010000000e+00
1.535746080000000e-03, 1.958531650000000e+02, 1.291518690000000e+00
1.550787870000000e-03, 1.795740660000000e+02, 1.236693500000000e+00
1.565829660000000e-03, 1.627420350000000e+02, 1.176690340000000e+00
1.580871460000000e-03, 1.475095370000000e+02, 1.122142310000000e+00
1.595913250000000e-03, 1.329117890000000e+02, 1.067910790000000e+00
1.610955040000000e-03, 1.205121610000000e+02, 1.018536450000000e+00
1.625996830000000e-03, 1.114850690000000e+02, 9.815034270000000e-01
1.641038620000000e-03, 1.039987490000000e+02, 9.488098619999999e-01
1.656080600000000e-03, 9.578984070000000e+01, 9.115177990000000e-01
1.671122390000000e-03, 8.971562960000000e+01, 8.815003630000000e-01
1.686164180000000e-03, 8.620404820000000e+01, 8.621146680000000e-01
1.701205970000000e-03, 8.474707789999999e+01, 8.534140590000000e-01
1.716247760000000e-03, 8.081686400000000e+01, 8.319511410000000e-01
1.731289550000000e-03, 7.810140989999999e+01, 8.131302600000000e-01
1.746331340000000e-03, 7.702446750000000e+01, 8.041820530000000e-01
1.761373130000000e-03, 7.585519410000001e+01, 7.941470150000000e-01
1.776414920000000e-03, 7.578560640000001e+01, 7.899076340000000e-01
1.791456710000000e-03, 7.721590420000000e+01, 7.902570960000000e-01
1.806498510000000e-03, 7.673469540000001e+01, 7.821760770000000e-01
1.821540300000000e-03, 7.655455019999999e+01, 7.776213290000000e-01
1.836582090000000e-03, 7.824987030000000e+01, 7.814514640000000e-01
1.851623880000000e-03, 7.665779110000000e+01, 7.678771620000000e-01
1.866665670000000e-03, 7.646155550000000e+01, 7.644181249999999e-01
1.881707460000000e-03, 7.773097230000000e+01, 7.748788599999999e-01
1.896749250000000e-03, 7.459696959999999e+01, 7.659306530000000e-01
1.911791040000000e-03, 7.453713230000000e+01, 7.709501980000000e-01
1.926832830000000e-03, 7.388920589999999e+01, 7.670759560000000e-01
1.956916410000000e-03, 7.007910660000000e+01, 4.337575510000000e-01
2.002041970000000e-03, 6.401308950000001e+01, 4.163147670000000e-01
2.047167350000000e-03, 5.712868500000000e+01, 3.951150250000000e-01
2.092292720000000e-03, 4.828258640000000e+01, 3.574249850000000e-01
2.137418090000000e-03, 4.101739120000000e+01, 3.279112270000000e-01
2.182543460000000e-03, 3.357091780000000e+01, 2.988803510000000e-01
2.227668840000000e-03, 2.754950590000000e+01, 2.740654880000000e-01
2.272794210000000e-03, 2.401603890000000e+01, 2.569534060000000e-01
2.317919770000000e-03, 2.129680380000000e+01, 2.423569790000000e-01
2.363045140000000e-03, 2.012504390000000e+01, 2.337002460000000e-01
2.408170510000000e-03, 2.008270010000000e+01, 2.290947300000000e-01
2.453295890000000e-03, 2.058229190000000e+01, 2.271328510000000e-01
2.498421260000000e-03, 2.070274100000000e+01, 2.235003840000000e-01
2.543546630000000e-03, 2.118072760000000e+01, 2.216560230000000e-01
2.588672000000000e-03, 2.162379640000000e+01, 2.197826840000000e-01
2.648839350000000e-03, 2.139364090000000e+01, 1.662865620000000e-01
2.724048310000000e-03, 1.970193820000000e+01, 1.577182900000000e-01
2.799257260000000e-03, 1.799076880000000e+01, 1.538583930000000e-01
2.874466220000000e-03, 1.633053610000000e+01, 1.494353440000000e-01
2.949675170000000e-03, 1.473505350000000e+01, 1.437833880000000e-01
3.024884310000000e-03, 1.396514260000000e+01, 1.403593270000000e-01
3.100093270000000e-03, 1.423016910000000e+01, 1.393468240000000e-01
3.175302220000000e-03, 1.424300900000000e+01, 1.382057430000000e-01
3.250511360000000e-03, 1.448622260000000e+01, 1.377676080000000e-01
3.325720130000000e-03, 1.371443690000000e+01, 1.329952340000000e-01
3.400929270000000e-03, 1.250084170000000e+01, 1.231643100000000e-01
3.476138410000000e-03, 1.089256650000000e+01, 1.143378750000000e-01
3.551347180000000e-03, 9.086946100000000e+00, 1.057158660000000e-01
3.626556320000000e-03, 7.762819670000000e+00, 9.885220040000001e-02
3.701765090000000e-03, 6.500051020000000e+00, 9.279907010000001e-02
3.776974230000000e-03, 5.487133690000000e+00, 8.732718320000001e-02
3.852183370000000e-03, 4.821451660000000e+00, 8.300164879999999e-02
3.942434120000000e-03, 4.550305230000000e+00, 6.815664460000000e-02
4.047726470000000e-03, 4.012447900000000e+00, 6.477516690000000e-02
4.153019190000000e-03, 3.563385830000000e+00, 6.184160200000000e-02
4.258311910000000e-03, 3.225164860000000e+00, 5.916213140000000e-02
4.363604260000000e-03, 3.099369490000000e+00, 5.753325870000000e-02
4.468896990000000e-03, 2.921876870000000e+00, 5.566794740000000e-02
4.574189710000000e-03, 3.000003810000000e+00, 5.480621290000000e-02
4.679482060000000e-03, 2.976720200000000e+00, 5.352473370000000e-02
4.784774780000001e-03, 2.958084820000000e+00, 5.244007640000000e-02
4.890067500000000e-03, 2.627621410000000e+00, 5.044657050000000e-02
4.995359850000001e-03, 2.448726620000000e+00, 4.948265880000000e-02
5.100652580000000e-03, 2.224522730000000e+00, 4.933313560000000e-02
5.205945300000001e-03, 2.127401150000000e+00, 4.891649600000000e-02
5.326279630000000e-03, 1.894955140000000e+00, 4.223988400000000e-02
5.461655930000000e-03, 1.703788690000000e+00, 4.109102050000000e-02
5.597031860000001e-03, 1.408104600000000e+00, 3.912926410000000e-02
5.732408170000001e-03, 1.195829030000000e+00, 3.696306760000000e-02
5.867784470000001e-03, 1.071567130000000e+00, 3.565947500000000e-02
6.003160400000001e-03, 9.608698940000000e-01, 3.463769820000000e-02
6.138536710000000e-03, 9.212107450000000e-01, 3.394138040000000e-02
6.273912640000000e-03, 9.311746620000000e-01, 3.334005320000000e-02
6.409288940000001e-03, 9.056458340000000e-01, 3.265825100000000e-02
6.559707220000000e-03, 9.581532320000000e-01, 2.913135780000000e-02
6.725166740000001e-03, 1.013545500000000e+00, 2.875216660000000e-02
6.890627000000001e-03, 1.028210710000000e+00, 2.828376070000000e-02
7.056086510000000e-03, 9.643033090000001e-01, 2.763525550000000e-02
7.221546020000000e-03, 9.629739790000000e-01, 2.719742770000000e-02
7.387006280000000e-03, 9.207040340000000e-01, 2.669369670000000e-02
7.552465800000000e-03, 8.864751400000001e-01, 2.615939570000000e-02
