<X>, <Y>, <dY>
1.092504590000000e-04, -7.307868750000000e+05, 2.159633060000000e+03
1.243581760000000e-04, -6.059475000000000e+04, 1.066829830000000e+03
1.394658820000000e-04, 9.282837500000000e+04, 6.766855470000000e+02
1.545735980000000e-04, 8.667912500000000e+04, 3.961291500000000e+02
1.696813040000000e-04, 5.467059380000000e+04, 2.566189270000000e+02
1.847890210000000e-04, 4.491596090000000e+04, 1.886291350000000e+02
1.998967260000000e-04, 4.072677340000000e+04, 1.505947270000000e+02
2.150044310000000e-04, 3.485380860000000e+04, 1.230519330000000e+02
2.301121600000000e-04, 3.119036720000000e+04, 1.046131520000000e+02
2.452198650000000e-04, 2.709277340000000e+04, 8.946922300000000e+01
2.603275700000000e-04, 2.413339450000000e+04, 7.825258640000000e+01
2.754352750000000e-04, 2.253888870000000e+04, 7.033550260000000e+01
2.905429810000000e-04, 2.006733980000000e+04, 6.094325260000000e+01
3.056507090000000e-04, 1.745843160000000e+04, 5.259581380000000e+01
3.207584140000001e-04, 1.554667770000000e+04, 4.602216720000000e+01
3.358661200000000e-04, 1.411178520000000e+04, 4.180368420000000e+01
3.509738250000000e-04, 1.250964060000000e+04, 3.825366210000000e+01
3.660815540000000e-04, 1.119075390000000e+04, 3.520581050000000e+01
3.811892590000000e-04, 1.000472660000000e+04, 3.234919360000000e+01
3.962969870000000e-04, 9.126174800000001e+03, 3.009226420000000e+01
4.114046690000001e-04, 8.366498050000000e+03, 2.812723350000000e+01
4.265123980000001e-04, 7.464383300000000e+03, 2.600677490000000e+01
4.416200800000000e-04, 6.797771000000000e+03, 2.436589240000000e+01
4.567278080000000e-04, 6.238351070000000e+03, 2.288663480000000e+01
4.718355370000000e-04, 5.646308590000000e+03, 2.134447860000000e+01
4.869432190000000e-04, 5.194540040000000e+03, 2.014775660000000e+01
5.020509470000000e-04, 4.823253420000000e+03, 1.906726260000000e+01
5.171586760000000e-04, 4.588940430000000e+03, 1.824188610000000e+01
5.322663580000001e-04, 4.274715330000000e+03, 1.725019070000000e+01
5.473740860000001e-04, 4.000430420000000e+03, 1.637941360000000e+01
5.624817680000000e-04, 3.726746580000000e+03, 1.555525970000000e+01
5.775894970000000e-04, 3.467419920000000e+03, 1.482134720000000e+01
5.926972260000001e-04, 3.207290280000000e+03, 1.403377530000000e+01
6.078049070000000e-04, 3.030694580000000e+03, 1.342784310000000e+01
6.229126360000000e-04, 2.877671880000000e+03, 1.290054230000000e+01
6.380203180000000e-04, 2.682866460000000e+03, 1.225923060000000e+01
6.531280470000000e-04, 2.528279790000000e+03, 1.174981020000000e+01
6.682357750000000e-04, 2.343977290000000e+03, 1.117260550000000e+01
6.833434570000000e-04, 2.189782230000000e+03, 1.067990970000000e+01
6.984511860000000e-04, 2.091846190000000e+03, 1.031250480000000e+01
7.135589140000000e-04, 1.957130370000000e+03, 9.851176260000001e+00
7.286665960000000e-04, 1.834489990000000e+03, 9.439624790000000e+00
7.437743250000000e-04, 1.724197270000000e+03, 9.048520090000000e+00
7.588820070000001e-04, 1.606945800000000e+03, 8.654712679999999e+00
7.739897350000001e-04, 1.520819820000000e+03, 8.333703990000000e+00
7.890974170000001e-04, 1.438046020000000e+03, 8.016597750000001e+00
8.042051460000000e-04, 1.372112430000000e+03, 7.757377620000000e+00
8.193128740000000e-04, 1.290626340000000e+03, 7.432744500000000e+00
