<X>, <Y>, <dY>
1.092504590000000e-04, 1.584730000000000e+05, 2.698487550000000e+03
1.243581760000000e-04, -6.739575000000000e+04, 1.094315670000000e+03
1.394658820000000e-04, -6.855737500000000e+04, 6.253179930000000e+02
1.545735980000000e-04, 3.362418750000000e+04, 3.801562810000000e+02
1.696813040000000e-04, 3.295962500000000e+04, 2.491356200000000e+02
1.847890210000000e-04, 2.849956250000000e+04, 1.808351750000000e+02
1.998967260000000e-04, 2.685771090000000e+04, 1.420519260000000e+02
2.150044310000000e-04, 2.527127340000000e+04, 1.171862490000000e+02
2.301121600000000e-04, 2.258017580000000e+04, 9.852254490000000e+01
2.452198650000000e-04, 2.013134770000000e+04, 8.417916870000001e+01
2.603275700000000e-04, 1.837990230000000e+04, 7.363014980000000e+01
2.754352750000000e-04, 1.678390040000000e+04, 6.520014949999999e+01
2.905429810000000e-04, 1.472232710000000e+04, 5.586264800000000e+01
3.056507090000000e-04, 1.353779490000000e+04, 4.913391110000000e+01
3.207584140000001e-04, 1.200608400000000e+04, 4.287038800000000e+01
3.358661200000000e-04, 1.065830270000000e+04, 3.853801350000000e+01
3.509738250000000e-04, 9.524663090000000e+03, 3.528322600000000e+01
3.660815540000000e-04, 8.756735350000001e+03, 3.267582700000000e+01
3.811892590000000e-04, 7.900104000000000e+03, 3.008526610000000e+01
3.962969870000000e-04, 7.188490230000000e+03, 2.790286060000000e+01
4.114046690000001e-04, 6.623806150000000e+03, 2.608450510000000e+01
4.265123980000001e-04, 6.048475100000000e+03, 2.434588430000000e+01
4.416200800000000e-04, 5.626909180000000e+03, 2.295764730000000e+01
4.567278080000000e-04, 5.222424800000000e+03, 2.164476200000000e+01
4.718355370000000e-04, 4.856345700000000e+03, 2.043267060000000e+01
4.869432190000000e-04, 4.526215820000000e+03, 1.935995100000000e+01
5.020509470000000e-04, 4.164208010000000e+03, 1.825191500000000e+01
5.171586760000000e-04, 3.880577640000000e+03, 1.729969220000000e+01
5.322663580000001e-04, 3.611778810000000e+03, 1.636814690000000e+01
5.473740860000001e-04, 3.338316650000000e+03, 1.543976120000000e+01
5.624817680000000e-04, 3.138009280000000e+03, 1.470305820000000e+01
5.775894970000000e-04, 2.955716550000000e+03, 1.407153510000000e+01
5.926972260000001e-04, 2.774632810000000e+03, 1.343658640000000e+01
6.078049070000000e-04, 2.593703860000000e+03, 1.277145480000000e+01
6.229126360000000e-04, 2.450608400000000e+03, 1.222376920000000e+01
6.380203180000000e-04, 2.317139650000000e+03, 1.170321080000000e+01
6.531280470000000e-04, 2.171347410000000e+03, 1.117871280000000e+01
6.682357750000000e-04, 2.052191650000000e+03, 1.072765250000000e+01
6.833434570000000e-04, 1.955883180000000e+03, 1.034484960000000e+01
6.984511860000000e-04, 1.851122190000000e+03, 9.922573090000000e+00
7.135589140000000e-04, 1.758023440000000e+03, 9.553831100000000e+00
7.286665960000000e-04, 1.620162110000000e+03, 9.082174300000000e+00
7.437743250000000e-04, 1.535053220000000e+03, 8.757012370000000e+00
7.588820070000001e-04, 1.450197390000000e+03, 8.397943500000000e+00
7.739897350000001e-04, 1.388057860000000e+03, 8.122266770000000e+00
7.890974170000001e-04, 1.313472170000000e+03, 7.829470630000000e+00
8.042051460000000e-04, 1.235218020000000e+03, 7.529105190000000e+00
8.193128740000000e-04, 1.159388430000000e+03, 7.208945750000000e+00
8.344206030000001e-04, 1.106327760000000e+03, 6.980838300000000e+00
8.495283310000001e-04, 1.045216800000000e+03, 6.724719050000000e+00
8.646359669999999e-04, 9.965363770000000e+02, 6.512375350000000e+00
8.797436949999999e-04, 9.480773320000000e+02, 6.297012330000000e+00
8.948514240000000e-04, 8.876229250000000e+02, 6.021473410000000e+00
9.099591520000000e-04, 8.487833250000000e+02, 5.842569350000000e+00
9.250668809999999e-04, 8.063945310000000e+02, 5.658330440000000e+00
