<X>, <Y>, <dY>
2.120677610000000e-04, 1.403689060000000e+05, 2.543555300000000e+02
2.271095760000000e-04, 1.290395470000000e+05, 1.604569550000000e+02
2.421513670000000e-04, 1.190356090000000e+05, 1.289145360000000e+02
2.571931570000000e-04, 1.111389920000000e+05, 1.109265440000000e+02
2.722349720000000e-04, 1.047482190000000e+05, 9.872771450000000e+01
2.872767630000000e-04, 9.778567969999999e+04, 8.877242280000000e+01
3.023185530000000e-04, 9.101303120000000e+04, 8.073567199999999e+01
3.173603680000000e-04, 8.399556250000000e+04, 7.359524540000000e+01
3.324021590000000e-04, 7.811729690000000e+04, 6.747853090000000e+01
3.474439490000000e-04, 7.218412500000000e+04, 6.234647370000000e+01
3.624857640000000e-04, 6.620660159999999e+04, 5.752114870000000e+01
3.775275550000001e-04, 6.097971880000000e+04, 5.321466830000000e+01
3.925693690000000e-04, 5.610458590000000e+04, 4.942230990000000e+01
4.076111600000000e-04, 5.117828520000000e+04, 4.559720230000000e+01
4.226529510000000e-04, 4.677730470000000e+04, 4.240869140000000e+01
4.376947410000000e-04, 4.288083980000000e+04, 3.961580280000000e+01
4.527365790000000e-04, 3.902260550000000e+04, 3.683734130000000e+01
4.677783700000001e-04, 3.522185550000000e+04, 3.418723300000000e+01
4.828201610000000e-04, 3.192690820000000e+04, 3.175735090000000e+01
4.978619520000000e-04, 2.883856250000000e+04, 2.957035640000000e+01
5.129037420000001e-04, 2.593174610000000e+04, 2.744677930000000e+01
5.279455330000001e-04, 2.342038870000000e+04, 2.552465440000000e+01
5.429873710000000e-04, 2.102425980000000e+04, 2.374910930000000e+01
5.580291620000000e-04, 1.872986520000000e+04, 2.197293280000000e+01
5.730709530000001e-04, 1.674564650000000e+04, 2.045119860000000e+01
5.881127440000001e-04, 1.494794040000000e+04, 1.899782750000000e+01
6.031545340000000e-04, 1.325213180000000e+04, 1.758098790000000e+01
6.181963720000000e-04, 1.177535250000000e+04, 1.622401620000000e+01
