<X>, <Y>, <dY>
1.092504590000000e-04, 2.970052500000000e+05, 2.762181150000000e+03
1.243581760000000e-04, -2.394162500000000e+04, 1.123023560000000e+03
1.394658820000000e-04, -1.214145000000000e+05, 6.093642579999999e+02
1.545735980000000e-04, 1.837156250000000e+03, 3.640364990000000e+02
1.696813040000000e-04, 1.264217190000000e+04, 2.350902560000000e+02
1.847890210000000e-04, 1.598539840000000e+04, 1.715915070000000e+02
1.998967260000000e-04, 1.726339450000000e+04, 1.340365600000000e+02
2.150044310000000e-04, 1.742124220000000e+04, 1.099617000000000e+02
2.301121600000000e-04, 1.643890230000000e+04, 9.264501190000000e+01
2.452198650000000e-04, 1.540802150000000e+04, 7.934883120000001e+01
2.603275700000000e-04, 1.467189160000000e+04, 6.974175260000000e+01
2.754352750000000e-04, 1.340103910000000e+04, 6.150256730000000e+01
2.905429810000000e-04, 1.233468070000000e+04, 5.354610060000000e+01
3.056507090000000e-04, 1.129280270000000e+04, 4.661347580000000e+01
3.207584140000001e-04, 1.064074220000000e+04, 4.147917940000000e+01
3.358661200000000e-04, 9.890787109999999e+03, 3.779302600000000e+01
3.509738250000000e-04, 9.065456050000001e+03, 3.488763430000000e+01
3.660815540000000e-04, 8.257977540000000e+03, 3.216989900000000e+01
3.811892590000000e-04, 7.553496580000000e+03, 2.979972080000000e+01
3.962969870000000e-04, 6.982939450000000e+03, 2.783117100000000e+01
4.114046690000001e-04, 6.382347170000000e+03, 2.588229750000000e+01
4.265123980000001e-04, 5.920233400000000e+03, 2.433599850000000e+01
4.416200800000000e-04, 5.451780760000000e+03, 2.283472440000000e+01
4.567278080000000e-04, 5.052466310000000e+03, 2.149346920000000e+01
4.718355370000000e-04, 4.721542970000000e+03, 2.031819920000000e+01
4.869432190000000e-04, 4.414186520000000e+03, 1.926816750000000e+01
5.020509470000000e-04, 4.116295900000000e+03, 1.828270340000000e+01
5.171586760000000e-04, 3.767584470000000e+03, 1.718615150000000e+01
5.322663580000001e-04, 3.514452150000000e+03, 1.626813890000000e+01
5.473740860000001e-04, 3.344289550000000e+03, 1.554540060000000e+01
5.624817680000000e-04, 3.164157710000000e+03, 1.485031030000000e+01
5.775894970000000e-04, 2.948741210000000e+03, 1.413198850000000e+01
5.926972260000001e-04, 2.759404300000000e+03, 1.346625610000000e+01
6.078049070000000e-04, 2.628096190000000e+03, 1.291394520000000e+01
6.229126360000000e-04, 2.469580080000000e+03, 1.232884600000000e+01
6.380203180000000e-04, 2.327027340000000e+03, 1.178880790000000e+01
6.531280470000000e-04, 2.205638180000000e+03, 1.130580620000000e+01
6.682357750000000e-04, 2.082988530000000e+03, 1.084189130000000e+01
6.833434570000000e-04, 1.968705930000000e+03, 1.042342280000000e+01
6.984511860000000e-04, 1.856926640000000e+03, 9.997824670000000e+00
7.135589140000000e-04, 1.743048220000000e+03, 9.565729140000000e+00
7.286665960000000e-04, 1.663057740000000e+03, 9.240330699999999e+00
7.437743250000000e-04, 1.591085940000000e+03, 8.909586910000000e+00
7.588820070000001e-04, 1.515026730000000e+03, 8.608519550000000e+00
7.739897350000001e-04, 1.428205690000000e+03, 8.261601450000001e+00
7.890974170000001e-04, 1.355269650000000e+03, 7.955565450000000e+00
8.042051460000000e-04, 1.302105100000000e+03, 7.722244260000000e+00
8.193128740000000e-04, 1.244004640000000e+03, 7.472850320000000e+00
8.344206030000001e-04, 1.171109990000000e+03, 7.178821560000000e+00
8.495283310000001e-04, 1.102035640000000e+03, 6.911013600000000e+00
8.646359669999999e-04, 1.031661870000000e+03, 6.638245580000000e+00
8.797436949999999e-04, 9.892103880000000e+02, 6.437284470000000e+00
8.948514240000000e-04, 9.430956420000000e+02, 6.219447140000000e+00
9.099591520000000e-04, 8.992338260000000e+02, 6.034290790000000e+00
9.250668809999999e-04, 8.454575810000000e+02, 5.808132170000000e+00
9.401745160000001e-04, 7.968517460000000e+02, 5.590496540000000e+00
9.552822450000000e-04, 7.707138670000001e+02, 5.461094380000000e+00
9.703899730000000e-04, 7.217300420000000e+02, 5.227541920000000e+00
9.854977020000001e-04, 6.889029540000000e+02, 5.075936320000000e+00
1.000605430000000e-03, 6.572561040000001e+02, 4.937950610000000e+00
1.015713070000000e-03, 6.229992070000000e+02, 4.768929480000000e+00
1.030820790000000e-03, 5.892009890000000e+02, 4.600154400000000e+00
1.045928520000000e-03, 5.708729860000000e+02, 4.495437620000000e+00
1.061036250000000e-03, 5.438547970000000e+02, 4.348239420000000e+00
1.076143980000000e-03, 5.125614620000000e+02, 4.186099050000000e+00
1.091251710000000e-03, 4.917395020000000e+02, 4.082079890000000e+00
1.106359340000000e-03, 4.714302670000000e+02, 3.972003460000000e+00
1.121467070000000e-03, 4.461964720000000e+02, 3.834692240000000e+00
1.136574800000000e-03, 4.216867070000000e+02, 3.705047370000000e+00
1.151682530000000e-03, 4.069945980000000e+02, 3.613184690000000e+00
1.166790260000000e-03, 3.927569890000000e+02, 3.529468540000000e+00
1.181897890000000e-03, 3.758688050000000e+02, 3.440626380000000e+00
1.197005620000000e-03, 3.579025570000000e+02, 3.333608390000000e+00
1.212113350000000e-03, 3.487385860000000e+02, 3.276387210000000e+00
1.227221080000000e-03, 3.257927860000000e+02, 3.142267470000000e+00
1.242328810000000e-03, 3.144855350000000e+02, 3.078979970000000e+00
1.257436440000000e-03, 3.050053710000000e+02, 3.013755800000000e+00
1.272544170000000e-03, 2.934360350000000e+02, 2.933015580000000e+00
1.287651900000000e-03, 2.769593200000000e+02, 2.836448190000000e+00
1.302759630000000e-03, 2.624480290000000e+02, 2.753834960000000e+00
1.317867360000000e-03, 2.538034210000000e+02, 2.699000120000000e+00
1.332974990000000e-03, 2.472411040000000e+02, 2.646925930000000e+00
1.348082720000000e-03, 2.372743230000000e+02, 2.579607010000000e+00
1.363190450000000e-03, 2.251248470000000e+02, 2.500209330000000e+00
1.378298180000000e-03, 2.134898830000000e+02, 2.426764970000000e+00
1.393405910000000e-03, 2.027284850000000e+02, 2.349757910000000e+00
1.408513640000000e-03, 1.992922210000000e+02, 2.323614360000000e+00
1.423621270000000e-03, 1.923232420000000e+02, 2.271267890000000e+00
1.438729000000000e-03, 1.830718080000000e+02, 2.208257440000000e+00
1.453836730000000e-03, 1.720504000000000e+02, 2.133553030000000e+00
1.468944460000000e-03, 1.684883270000000e+02, 2.097463130000000e+00
1.484052180000000e-03, 1.632818760000000e+02, 2.059016230000000e+00
1.499159820000000e-03, 1.583581850000000e+02, 2.027451040000000e+00
1.514267550000000e-03, 1.522682650000000e+02, 1.970652820000000e+00
1.529375280000000e-03, 1.484819180000000e+02, 1.946044330000000e+00
1.544483010000000e-03, 1.418813780000000e+02, 1.897423150000000e+00
1.559590730000000e-03, 1.349267430000000e+02, 1.838834050000000e+00
1.574698460000000e-03, 1.300857090000000e+02, 1.812700630000000e+00
1.589806190000000e-03, 1.242523040000000e+02, 1.757823110000000e+00
1.604913920000000e-03, 1.222933120000000e+02, 1.737853650000000e+00
1.620021460000000e-03, 1.195417100000000e+02, 1.705712080000000e+00
1.635129190000000e-03, 1.166364670000000e+02, 1.681849360000000e+00
1.650236920000000e-03, 1.110482330000000e+02, 1.641160250000000e+00
1.665344650000000e-03, 1.074572910000000e+02, 1.605477210000000e+00
1.680452380000000e-03, 1.045575100000000e+02, 1.579272990000000e+00
1.695560110000000e-03, 1.017631840000000e+02, 1.557662840000000e+00
1.710667830000000e-03, 9.590965270000000e+01, 1.507566330000000e+00
1.725775560000000e-03, 9.341175079999999e+01, 1.481832740000000e+00
1.740883290000000e-03, 9.272862240000001e+01, 1.466240760000000e+00
1.755991020000000e-03, 9.147322850000000e+01, 1.450782300000000e+00
1.771098560000000e-03, 8.543230440000001e+01, 1.405636790000000e+00
1.786206290000000e-03, 8.310357670000000e+01, 1.383982180000000e+00
1.801314020000000e-03, 8.101475520000000e+01, 1.359529610000000e+00
1.816421750000000e-03, 7.821742250000000e+01, 1.331322070000000e+00
1.831529480000000e-03, 7.705624390000000e+01, 1.323060150000000e+00
1.846637200000000e-03, 7.392127230000000e+01, 1.290380720000000e+00
1.861744930000000e-03, 7.161858370000000e+01, 1.271831510000000e+00
1.876852660000000e-03, 6.993328090000000e+01, 1.263708710000000e+00
1.891960390000000e-03, 6.905967710000000e+01, 1.269406800000000e+00
1.907068120000000e-03, 6.730010990000000e+01, 1.264504190000000e+00
1.922175850000000e-03, 6.413719180000000e+01, 1.235916500000000e+00
1.937283390000000e-03, 6.051739500000000e+01, 1.214031580000000e+00
1.967498850000000e-03, 5.693587870000000e+01, 6.820756690000001e-01
2.012822030000000e-03, 5.277714920000000e+01, 6.606276540000000e-01
2.058145220000000e-03, 4.932789740000000e+01, 6.374253460000000e-01
2.103468220000000e-03, 4.633969880000000e+01, 6.019260350000000e-01
2.148791400000000e-03, 4.258587390000000e+01, 5.705047490000000e-01
2.194114590000000e-03, 4.033390810000000e+01, 5.506633760000000e-01
2.239437770000000e-03, 3.783542380000000e+01, 5.285689050000000e-01
2.284760770000000e-03, 3.456446840000000e+01, 5.067383370000000e-01
2.330083960000000e-03, 3.240763600000000e+01, 4.872303770000000e-01
2.375407140000000e-03, 3.066603910000000e+01, 4.714402060000000e-01
2.420730140000000e-03, 2.835373370000000e+01, 4.542455560000000e-01
2.466053330000000e-03, 2.641496210000000e+01, 4.387077620000000e-01
2.511376520000000e-03, 2.457614960000000e+01, 4.252769460000000e-01
2.556699700000000e-03, 2.329571150000000e+01, 4.129830080000000e-01
2.602022700000000e-03, 2.273169770000000e+01, 4.028955760000000e-01
2.662453610000000e-03, 2.090843540000000e+01, 3.008341430000000e-01
2.737992070000000e-03, 1.867873990000000e+01, 2.861805630000000e-01
2.813530710000000e-03, 1.714976580000000e+01, 2.829452910000000e-01
2.889069170000000e-03, 1.572764970000000e+01, 2.766973800000000e-01
2.964607810000000e-03, 1.428520110000000e+01, 2.693011600000000e-01
3.040146270000000e-03, 1.359497090000000e+01, 2.645803050000000e-01
3.115684910000000e-03, 1.214231490000000e+01, 2.557059740000000e-01
3.191223370000000e-03, 1.156552730000000e+01, 2.511309150000000e-01
3.266762200000000e-03, 1.020707740000000e+01, 2.433454150000000e-01
3.342300650000000e-03, 9.926566310000000e+00, 2.372838970000000e-01
3.417839110000000e-03, 8.728196909999999e+00, 2.219559590000000e-01
3.493377570000001e-03, 8.099894720000000e+00, 2.133704340000000e-01
3.568916400000000e-03, 7.474205970000000e+00, 2.061805510000000e-01
3.644454850000000e-03, 6.878602890000000e+00, 1.995599660000000e-01
3.719993310000000e-03, 6.627880000000000e+00, 1.959190380000000e-01
3.795531760000000e-03, 6.222580530000000e+00, 1.904716580000000e-01
3.871070590000001e-03, 5.871342280000000e+00, 1.862292750000000e-01
3.961716590000000e-03, 5.554532800000000e+00, 1.541032960000000e-01
4.067470880000000e-03, 4.728482310000000e+00, 1.478529580000000e-01
4.173224790000000e-03, 4.570148330000000e+00, 1.443351250000000e-01
4.278978710000000e-03, 4.209717920000000e+00, 1.400223270000000e-01
4.384732620000001e-03, 3.853563100000000e+00, 1.356140630000000e-01
4.490486530000000e-03, 3.431340860000000e+00, 1.315078710000000e-01
4.596240450000000e-03, 3.171028170000000e+00, 1.278288060000000e-01
4.701994730000001e-03, 2.814458340000000e+00, 1.241600560000000e-01
4.807748650000001e-03, 2.692377810000000e+00, 1.218950420000000e-01
4.913502560000001e-03, 2.301827530000000e+00, 1.184268960000000e-01
5.019256470000000e-03, 2.277302330000000e+00, 1.186077980000000e-01
5.125010390000000e-03, 1.992056470000000e+00, 1.188068430000000e-01
5.230764300000000e-03, 1.936473570000000e+00, 1.184642720000000e-01
5.351626130000000e-03, 1.667253990000000e+00, 1.032514370000000e-01
5.487595500000000e-03, 1.550587140000000e+00, 1.021917240000000e-01
5.623564870000000e-03, 1.429893020000000e+00, 9.880155480000000e-02
5.759534240000000e-03, 1.364907450000000e+00, 9.550352080000001e-02
5.895503610000000e-03, 1.143725160000000e+00, 9.310771740000000e-02
6.031472980000001e-03, 1.171555570000000e+00, 9.195539020000000e-02
6.167442350000000e-03, 1.041439550000000e+00, 8.966963470000000e-02
6.303411720000001e-03, 1.056013170000000e+00, 8.833881940000000e-02
6.439381090000001e-03, 8.828155800000000e-01, 8.648572020000000e-02
6.590458750000000e-03, 8.265671080000000e-01, 7.689891740000000e-02
6.756643210000001e-03, 7.650540420000000e-01, 7.562783469999999e-02
6.922828410000000e-03, 7.200061460000000e-01, 7.451675369999999e-02
7.089012860000000e-03, 7.122010320000000e-01, 7.356005100000000e-02
7.255197320000000e-03, 6.827707990000000e-01, 7.266283810000000e-02
7.421382520000000e-03, 6.115951210000000e-01, 7.141208709999999e-02
7.587566970000000e-03, 6.173391499999999e-01, 7.032358260000000e-02
7.753752170000000e-03, 5.589493300000000e-01, 6.907317010000000e-02
7.935044909999999e-03, 5.007644300000000e-01, 6.239813340000000e-02
8.131445200000000e-03, 4.343521830000000e-01, 6.123702140000000e-02
8.327845480000000e-03, 3.922429270000000e-01, 6.017843960000000e-02
8.524245020000000e-03, 3.718943090000000e-01, 5.930213810000000e-02
8.720645310000000e-03, 3.382796120000000e-01, 5.844257690000000e-02
8.917045590000000e-03, 3.193165020000000e-01, 5.764076020000000e-02
9.113445879999999e-03, 2.950417720000000e-01, 5.694454030000000e-02
9.324953710000000e-03, 2.690630320000000e-01, 5.223249360000000e-02
9.551569820000001e-03, 2.252426050000000e-01, 5.140661100000000e-02
9.778185190000000e-03, 2.302837110000000e-01, 5.071016110000000e-02
1.000480130000000e-02, 2.298933070000000e-01, 5.006757690000000e-02
1.023141670000000e-02, 1.878614090000000e-01, 4.936853650000000e-02
1.045803200000000e-02, 1.870282590000000e-01, 4.879025320000000e-02
1.069975570000000e-02, 1.613864220000000e-01, 4.518002700000000e-02
1.095658690000000e-02, 1.500517680000000e-01, 4.456217960000000e-02
1.121341810000000e-02, 1.613644580000000e-01, 4.498231870000000e-02
1.147024930000000e-02, 1.360358650000000e-01, 4.531974700000000e-02
1.172707970000000e-02, 1.435856630000000e-01, 4.473699780000000e-02
1.199901920000000e-02, 1.201506860000000e-01, 4.103327520000000e-02
1.228606550000000e-02, 1.057280150000000e-01, 4.023128620000000e-02
1.257311250000000e-02, 9.145217270000000e-02, 3.952570330000000e-02
1.286015810000000e-02, 9.614748860000000e-02, 3.892795360000000e-02
1.316231190000000e-02, 9.236341860000000e-02, 3.646150530000000e-02
1.347957400000000e-02, 8.495376230000000e-02, 3.681947430000000e-02
1.379683610000000e-02, 9.710317139999999e-02, 3.789663410000000e-02
1.411409830000000e-02, 8.874572950000000e-02, 3.889418090000000e-02
1.444646870000000e-02, 8.621148760000000e-02, 3.780978700000000e-02
1.479394580000000e-02, 8.518135870000000e-02, 3.811672900000000e-02
1.514142300000000e-02, 7.867009740000000e-02, 3.847793390000000e-02
1.548890020000000e-02, 8.956432600000000e-02, 3.883317790000000e-02
1.585148570000000e-02, 7.935559630000000e-02, 3.751412320000000e-02
1.622917800000000e-02, 7.668774010000000e-02, 3.773016330000000e-02
1.660687030000000e-02, 8.694426430000000e-02, 3.791532490000000e-02
1.698456410000000e-02, 5.842274250000000e-02, 3.801663570000000e-02
1.737736460000000e-02, 6.378404579999999e-02, 3.671475370000000e-02
1.778527200000000e-02, 5.965603420000000e-02, 3.797936940000000e-02
1.819318090000000e-02, 5.026077920000000e-02, 3.944409910000000e-02
1.861619650000000e-02, 5.013703710000000e-02, 3.918899220000000e-02
1.905432050000000e-02, 5.707071050000000e-02, 4.046118360000000e-02
1.949244290000000e-02, 5.561005790000000e-02, 4.292006460000000e-02
1.994567510000000e-02, 5.469480850000000e-02, 4.612803840000000e-02
2.041401420000000e-02, 3.939084480000000e-02, 5.040036830000000e-02
2.088235320000000e-02, 4.907969550000000e-02, 5.490134270000000e-02
2.136579900000000e-02, 3.569345440000000e-02, 5.808164340000000e-02
2.186435460000000e-02, 2.832833060000000e-02, 6.516357850000000e-02
2.236290870000000e-02, 2.042581180000000e-02, 7.297096920000000e-02
2.287657110000000e-02, 3.957106020000000e-02, 7.982795680000000e-02
2.340534030000000e-02, 2.594270360000000e-02, 9.280523810000001e-02
2.394921780000000e-02, 3.619321940000000e-02, 1.070233160000000e-01
2.450820360000000e-02, 3.937829460000000e-02, 1.244381650000000e-01
2.508229610000000e-02, 5.788996880000000e-03, 1.500223920000000e-01
2.567149700000000e-02, 3.490949370000000e-02, 2.246143750000000e-01
