q[nm-1]	I(q)[sr-1]_rebin(no_smoothing,TAPBdmpdaStandardLowQ_eiger2_18611_sub.dat_00001_[sub(TAPBdmpdaStandardLowQ_eiger2_18611_ave.h5_00001_[AN_3_30_36_RXN_90C]-TAPBdmpdaStandardLowQ_eiger2_18148_av_ave.h5_00001_[AN_3_30_36_PRM_90C])],1,0.0050)	error
0.00010925045900000001	-810222.125	2105.76465
0.000124358176	-67393.125	1065.15759
0.000139465882	70570.5	664.318054
0.00015457359800000002	94114.9062	399.421783
0.000169681304	54660.8594	256.620605
0.000184789021	42368.3125	186.589478
0.00019989672600000002	36223.25	146.661621
0.000215004431	31180.3477	119.89856
0.00023011216	27743.3281	101.202888
0.00024521986500000004	25561.3828	87.9023209
0.00026032757000000003	23441.4766	77.4452362
0.000275435275	21594.1699	69.3657684
0.000290542981	18771.5898	59.5200653
0.000305650709	16449.5098	51.4815063
0.00032075841400000006	14621.4023	45.0578041
0.00033586612	13530.8809	41.3074341
0.00035097382500000004	12047.9766	37.7638817
0.00036608155400000004	10877.041	34.8073502
0.00038118925900000003	9759.81445	32.0531502
0.00039629698700000004	8794.9502	29.6934223
0.00041140466900000007	7976.354	27.5821953
0.0004265123980000001	7308.75537	25.8090668
0.00044162008	6634.89844	24.1169834
0.000456727808	6138.40332	22.7319622
0.000471835537	5657.20898	21.3610725
0.00048694321900000004	5228.3252	20.1790066
0.000502050947	4885.4873	19.191
0.000517158676	4518.0918	18.1165066
0.0005322663580000001	4212.01611	17.146656
0.0005473740860000001	3996.37671	16.3923378
0.000562481768	3731.74658	15.5681152
0.000577589497	3471.18701	14.7871666
0.0005926972260000001	3272.62891	14.1550932
0.000607804907	3042.42065	13.4474325
0.000622912636	2843.44434	12.8126736
0.000638020318	2679.97998	12.2460709
0.000653128047	2529.93701	11.7530355
0.000668235775	2354.98193	11.2095232
0.000683343457	2203.20752	10.7077217
0.000698451186	2089.48315	10.3060665
0.000713558914	1965.60498	9.86946869
0.000728666596	1848.41382	9.45752525
0.000743774325	1745.36597	9.09937286
0.0007588820070000001	1636.14392	8.72541809
0.0007739897350000001	1532.22888	8.35085869
0.0007890974170000001	1446.89832	8.03232002
0.000804205146	1378.61548	7.76512766
0.000819312874	1306.11768	7.47446585
0.0008344206030000001	1237.82593	7.20503378
0.0008495283310000001	1165.37671	6.93703747
0.0008646359669999999	1105.6084	6.70243931
0.0008797436949999999	1060.21973	6.49781227
0.000894851424	997.891541	6.24373293
0.000909959152	939.534058	6.01732922
0.0009250668809999999	897.078003	5.83650923
0.0009401745160000001	860.644409	5.6768856
0.000955282245	806.563538	5.43878078
0.000970389973	766.417419	5.25885296
0.0009854977020000001	727.529114	5.09834957
0.00100060543	685.064453	4.91278028
0.00101571307	656.700623	4.7747016
0.00103082079	620.705994	4.61549711
0.00104592852	585.99353	4.45011139
0.00106103625	562.946716	4.32355595
0.00107614398	538.596069	4.19911623
0.00109125171	512.553101	4.07128
0.00110635934	488.535675	3.95384002
0.00112146707	454.017578	3.78283262
0.0011365748	438.773254	3.69503736
0.00115168253	429.429596	3.62929344
0.00116679026	410.726105	3.5267024
0.0011818978900000002	389.846161	3.42067814
0.0011970056200000002	371.086578	3.32231665
0.0012121133500000002	353.705627	3.21677113
0.0012272210800000002	340.24353	3.1331296
0.0012423288100000002	326.292664	3.06032038
0.00125743644	309.759247	2.96758986
0.00127254417	300.551208	2.90948462
0.0012876519	283.029083	2.79767084
0.00130275963	269.840332	2.73309755
0.00131786736	253.261795	2.63314843
0.0013329749900000002	251.143265	2.60707378
0.0013480827200000002	238.701752	2.52597833
0.0013631904500000002	230.611023	2.46771049
0.0013782981800000002	218.211182	2.39772058
0.0013934059100000002	210.695984	2.34641171
0.0014085136400000002	204.345886	2.29752088
0.0014236212700000001	196.827881	2.2403872
0.0014387290000000001	189.835358	2.18721867
0.0014538367300000001	181.199829	2.13045049
0.0014689444600000001	175.323761	2.09174252
0.00148405218	166.784988	2.03616643
0.00149915982	160.945557	1.99645329
0.00151426755	158.14212	1.96208072
0.00152937528	153.673843	1.9228009
0.00154448301	147.223022	1.88015366
0.0015595907300000001	140.148163	1.82963836
0.0015746984600000001	132.850815	1.78028882
0.0015898061900000001	131.715714	1.76308215
0.0016049139200000001	124.669685	1.70763779
0.00162002146	118.267204	1.66233134
0.00163512919	115.459755	1.63843882
0.00165023692	115.084488	1.63048899
0.00166534465	107.378296	1.56772912
0.00168045238	109.001839	1.57814908
0.00169556011	103.942062	1.53031397
0.00171066783	98.6571808	1.49170852
0.00172577556	95.6961212	1.46511543
0.00174088329	92.9194107	1.43603182
0.00175599102	88.4237442	1.40092492
0.00177109856	84.908371	1.37271821
0.00178620629	84.2560883	1.36532474
0.00180131402	80.4404755	1.3264879
0.00181642175	79.8196564	1.31726193
0.00183152948	76.3975449	1.28860044
0.0018466372000000002	74.5505371	1.26613092
0.0018617449300000002	73.2701111	1.25434601
0.0018768526600000002	72.4640961	1.26103437
0.0018919603900000002	68.6102829	1.23759007
0.0019070681200000002	65.9386444	1.21791053
0.0019221758500000002	66.7463989	1.23148215
0.00193728339	63.5189285	1.20717752
0.0019674988500000003	60.243557	0.68112677
0.00201282203	55.5697835	0.658288618
0.00205814522	51.1724268	0.62905813
0.0021034682200000003	47.2610487	0.590316717
0.0021487914000000003	44.1273346	0.56493881
0.0021941145900000003	40.9056918	0.540291683
0.00223943777	37.5732727	0.5164931
0.0022847607700000002	34.3344269	0.494495133
0.0023300839600000002	32.5392799	0.476857866
0.0023754071400000003	30.953825	0.463128692
0.00242073014	28.2073981	0.442837636
0.00246605333	26.3832067	0.429167002
0.00251137652	24.1834882	0.412205783
0.0025566997	23.0860958	0.402094364
0.0026020227	22.1362298	0.390146024
0.00266245361	20.164904	0.290863361
0.0027379920700000004	18.5763722	0.27840674
0.00281353071	16.8602755	0.274037139
0.00288906917	15.2748291	0.268039467
0.0029646078100000004	13.8952837	0.260392882
0.0030401462700000003	12.7575956	0.254000466
0.0031156849100000003	11.761981	0.247162218
0.0031912233700000002	11.441851	0.243704732
0.0032667622000000004	9.98758832	0.235563525
0.00334230065	9.23880615	0.227516957
0.0034178391099999998	8.44734287	0.214523185
0.0034933775700000005	8.06678066	0.206806787
0.0035689164000000002	7.5295805	0.200658571
0.00364445485	7.03357935	0.194602367
0.00371999331	6.26397657	0.18795663
0.0037955317600000004	6.03802471	0.183993079
0.0038710705900000006	5.48037357	0.178871717
0.00396171659	5.034629	0.147576405
0.00406747088	4.6106536	0.142840391
0.00417322479	4.11396136	0.138378582
0.00427897871	3.85770069	0.134342687
0.004384732620000001	3.53089322	0.130320703
0.00449048653	3.15703865	0.126219642
0.00459624045	2.87909368	0.122672968
0.004701994730000001	2.7166698	0.11981493
0.004807748650000001	2.41686116	0.11666361
0.0049135025600000005	2.1179972	0.113866984
0.0050192564700000004	1.96993617	0.113338885
0.00512501039	1.87458869	0.114350979
0.0052307643	1.76784251	0.113732403
0.00535162613	1.56810123	0.0994882939
0.0054875955	1.44196305	0.0983487048
0.00562356487	1.24282816	0.0948118266
0.00575953424	1.16641398	0.091635444
0.00589550361	1.0134093	0.0895325822
0.006031472980000001	0.88228927	0.087728452
0.00616744235	0.79063448	0.0857592645
0.006303411720000001	0.792411851	0.0844070252
0.006439381090000001	0.829780407	0.083306417
0.00659045875	0.720298312	0.0739143624
0.006756643210000001	0.660542748	0.0727099075
0.00692282841	0.658577415	0.0717638849
0.0070890128600000005	0.55648315	0.0705501745
0.00725519732	0.567783816	0.0697847771
0.00742138252	0.539917935	0.0687131602
0.00758756697	0.494782345	0.0674982555
0.00775375217	0.457664078	0.0663771138
0.00793504491	0.398976276	0.0599397338
0.0081314452	0.408965125	0.0590229726
0.00832784548	0.392962708	0.0580692016
0.00852424502	0.347968597	0.0571654261
0.00872064531	0.270188664	0.0562085148
0.00891704559	0.2576907	0.0554455853
0.00911344588	0.252419958	0.0548196186
0.00932495371	0.242434843	0.0503069851
0.009551569820000001	0.205267096	0.0495186849
0.00977818519	0.196543199	0.0488204275
0.010004801300000001	0.1786672	0.0481721479
0.0102314167	0.183704708	0.0475804789
0.010458032	0.171417918	0.0469999709
0.0106997557	0.153065157	0.0435402959
0.0109565869	0.154292055	0.0429639974
0.0112134181	0.135349585	0.0433075637
0.0114702493	0.112645018	0.0436338735
0.0117270797	0.109780662	0.043066137
0.0119990192	0.0876578908	0.0394947573
0.0122860655	0.0806987717	0.038723875
0.0125731125	0.0798790454	0.0380729016
0.0128601581	0.0772526829	0.0374870005
0.013162311900000001	0.0815112818	0.0351235487
0.013479574000000001	0.0628601419	0.0354491328
0.013796836100000001	0.0614133584	0.0364548759
0.0141140983	0.0518410312	0.0374143295
0.014446468700000001	0.0674907753	0.036409578
0.0147939458	0.0689932121	0.0367051129
0.015141423000000001	0.0691239283	0.0370645154
0.0154889002	0.0765941694	0.0374053002
0.0158514857	0.0635642183	0.0361233585
0.016229178	0.0561728317	0.0363254614
0.016606870300000003	0.0469502437	0.0364695459
0.0169845641	0.0382961678	0.0365977247
0.0173773646	0.0378230101	0.0353367703
0.017785272	0.0472338142	0.0365790463
0.0181931809	0.039422357	0.0379883787
0.0186161965	0.0267997466	0.0377187803
0.0190543205	0.0377140317	0.0389509098
0.019492442900000004	0.0134252402	0.0412712627
0.0199456751	0.0293403414	0.0443966189
0.0204140142	0.010506528	0.0484983715
0.020882353200000002	0.0207096312	0.0528252124
