q[nm-1]	I(q)[sr-1]_rebin(no_smoothing,TAPBdmpdaStandardLowQ_eiger2_18639_sub.dat_00001_[sub(TAPBdmpdaStandardLowQ_eiger2_18639_ave.h5_00001_[AN_3_30_37_PRM_90C]-TAPBdmpdaStandardLowQ_eiger2_18148_av_ave.h5_00001_[AN_3_30_36_PRM_90C])],1,0.0050)	error
0.00010925045900000001	-969199.125	1980.54358
0.000124358176	-70628.5	1069.81177
0.000139465882	-12534.9375	631.883484
0.00015457359800000002	55921.8438	384.303253
0.000169681304	13407.0156	230.50499
0.000184789021	510.046875	153.722214
0.00019989672600000002	-2963.85938	110.534416
0.000215004431	-3416.01953	83.9315262
0.00023011216	-2897.99023	66.6415634
0.00024521986500000004	-2325.34961	54.10989
0.00026032757000000003	-1786.9502	45.0115356
0.000275435275	-1376.06055	38.2134781
0.000290542981	-1398.82178	31.6323147
0.000305650709	-1077.18262	26.7313347
0.00032075841400000006	-957.911133	22.6089706
0.00033586612	-788.353027	19.9023628
0.00035097382500000004	-664.491943	17.9022713
0.00036608155400000004	-587.691895	15.9281187
0.00038118925900000003	-489.623291	14.3552847
0.00039629698700000004	-431.567139	13.0278559
0.00041140466900000007	-366.258911	11.9568377
0.0004265123980000001	-320.600586	11.0063839
0.00044162008	-271.766235	10.256567
0.000456727808	-262.030273	9.42281914
0.000471835537	-242.637451	8.67030239
0.00048694321900000004	-210.92218	8.20347118
0.000502050947	-199.820068	7.68161011
0.000517158676	-181.748047	7.15477848
0.0005322663580000001	-168.035828	6.62544012
0.0005473740860000001	-126.619141	6.28441858
0.000562481768	-109.339966	5.86703587
0.000577589497	-116.52533	5.47894239
0.0005926972260000001	-112.260925	5.14712048
0.000607804907	-89.3482361	4.90482235
0.000622912636	-85.3154907	4.60324955
0.000638020318	-76.2936401	4.34603691
0.000653128047	-63.5665894	4.16189051
0.000668235775	-57.6908264	3.96594954
0.000683343457	-49.8750916	3.79513144
0.000698451186	-50.8045654	3.57840753
0.000713558914	-48.0933075	3.40940404
0.000728666596	-42.8773804	3.29076171
0.000743774325	-38.9633331	3.16415238
0.0007588820070000001	-35.8949127	3.04181838
0.0007739897350000001	-34.6604309	2.88450122
0.0007890974170000001	-34.6545258	2.76353574
0.000804205146	-32.5954742	2.65677881
0.000819312874	-26.71521	2.57433009
0.0008344206030000001	-26.6711121	2.46405864
0.0008495283310000001	-27.6328278	2.3708744
0.0008646359669999999	-27.2893906	2.29419327
0.0008797436949999999	-22.3863831	2.23068953
0.000894851424	-24.3950195	2.10150814
0.000909959152	-19.9588013	2.07287264
0.0009250668809999999	-18.9769211	2.00699425
0.0009401745160000001	-21.256485	1.92284024
0.000955282245	-18.140274	1.88761497
0.000970389973	-16.4824753	1.81668508
0.0009854977020000001	-16.8253098	1.76105237
0.00100060543	-18.0894012	1.7101754
0.00101571307	-14.0906754	1.68424821
0.00103082079	-15.0555878	1.60861146
0.00104592852	-15.7452087	1.5508703
0.00106103625	-14.9822197	1.49469173
0.00107614398	-11.2259331	1.48142588
0.00109125171	-11.2001915	1.4384712
0.00110635934	-11.1316147	1.39204216
