q[nm-1]	I(q)[sr-1]_rebin(no_smoothing,TAPBdmpdaStandardLowQ_eiger2_18254_sub.dat_00001_[sub(TAPBdmpdaStandardLowQ_eiger2_18254_ave.h5_00001_[AN_3_30_36_RXN_90C]-TAPBdmpdaStandardLowQ_eiger2_18148_av_ave.h5_00001_[AN_3_30_36_PRM_90C])],1,0.0050)	error
0.00010925045900000001	289979.0	2753.01294
0.000124358176	-1077.25	1132.71216
0.000139465882	-130527.688	606.130066
0.00015457359800000002	-20833.3438	350.271942
0.000169681304	-3717.0	223.813614
0.000184789021	1037.85938	158.923828
0.00019989672600000002	3256.42969	120.678574
0.000215004431	3651.28125	95.2724838
0.00023011216	3890.47852	78.0274353
0.00024521986500000004	4006.23047	65.2449036
0.00026032757000000003	3998.88379	55.7225723
0.000275435275	3917.40625	48.4226303
0.000290542981	3460.81055	41.0906525
0.000305650709	3458.57959	35.653965
0.00032075841400000006	3472.1084	31.4116726
0.00033586612	3434.80127	28.5586243
0.00035097382500000004	3282.10083	26.3019905
0.00036608155400000004	3202.05811	24.3777275
0.00038118925900000003	3164.59277	22.8331318
0.00039629698700000004	3091.38013	21.472147
0.00041140466900000007	2961.20557	20.1424198
0.0004265123980000001	2862.43164	19.0590134
0.00044162008	2825.85596	18.2370853
0.000456727808	2799.78809	17.5078182
0.000471835537	2705.20752	16.6672745
0.00048694321900000004	2591.23486	15.8980665
0.000502050947	2504.15381	15.2574682
0.000517158676	2403.47021	14.5720558
0.0005322663580000001	2336.4043	13.986619
0.0005473740860000001	2249.04541	13.3640966
0.000562481768	2192.20947	12.8822908
0.000577589497	2087.42725	12.3583536
0.0005926972260000001	2012.59766	11.9117765
0.000607804907	1931.88892	11.41712
0.000622912636	1857.16052	10.9936733
0.000638020318	1809.7439	10.6526899
0.000653128047	1724.47607	10.2458601
0.000668235775	1645.15295	9.85951328
0.000683343457	1597.57996	9.5684576
0.000698451186	1536.40613	9.24592972
0.000713558914	1472.84021	8.93179798
0.000728666596	1407.17505	8.62807941
0.000743774325	1328.15625	8.2774477
0.0007588820070000001	1280.08923	8.04170704
0.0007739897350000001	1232.07458	7.78204536
0.0007890974170000001	1180.67395	7.5340147
0.000804205146	1119.38232	7.26649332
0.000819312874	1073.15198	7.01968956
0.0008344206030000001	1054.46008	6.88573742
0.0008495283310000001	994.989075	6.62519598
0.0008646359669999999	951.113403	6.42106009
0.0008797436949999999	917.783875	6.2402916
0.000894851424	876.353088	6.04110765
0.000909959152	829.910583	5.83120489
0.0009250668809999999	800.867371	5.68869591
0.0009401745160000001	754.882141	5.47821665
0.000955282245	717.999939	5.30004072
0.000970389973	688.048767	5.13062239
0.0009854977020000001	675.432739	5.04568911
0.00100060543	631.111938	4.85014582
0.00101571307	602.816101	4.70513201
0.00103082079	576.203186	4.56010199
0.00104592852	551.215637	4.43335485
0.00106103625	525.609863	4.28853226
0.00107614398	503.595306	4.1738286
0.00109125171	484.759705	4.06181431
0.00110635934	472.408417	3.9762888
0.00112146707	451.622375	3.86002064
0.0011365748	432.13623	3.75202751
0.00115168253	408.188904	3.62613249
0.00116679026	382.681	3.49183583
0.0011818978900000002	371.81192	3.42815304
0.0011970056200000002	352.283203	3.3113749
0.0012121133500000002	342.37146	3.25599694
0.0012272210800000002	323.823669	3.14474225
0.0012423288100000002	314.9328	3.08174181
0.00125743644	292.636353	2.95758581
0.00127254417	283.620605	2.90511703
0.0012876519	274.192902	2.82583499
0.00130275963	265.174286	2.77726722
0.00131786736	251.440964	2.68708587
0.0013329749900000002	244.161301	2.6287303
0.0013480827200000002	233.792969	2.56264496
0.0013631904500000002	222.220764	2.48821402
0.0013782981800000002	211.580093	2.42076278
0.0013934059100000002	203.727417	2.36049628
0.0014085136400000002	196.795609	2.31178045
0.0014236212700000001	189.265869	2.25987244
0.0014387290000000001	177.000793	2.17542243
0.0014538367300000001	171.316147	2.1343596
0.0014689444600000001	168.146042	2.10250807
