q[nm-1]	I(q)[sr-1]_rebin(no_smoothing,TAPBdmpdaStandardLowQ_eiger2_18205_sub.dat_00001_[sub(TAPBdmpdaStandardLowQ_eiger2_18205_ave.h5_00001_[AN_3_30_36_RXN_90C]-TAPBdmpdaStandardLowQ_eiger2_18148_av_ave.h5_00001_[AN_3_30_36_PRM_90C])],1,0.0050)	error
0.00010925045900000001	220823.25	2719.64868
0.000124358176	12798.5	1137.14612
0.000139465882	-105999.938	614.97467
0.00015457359800000002	1224.28125	364.176636
0.000169681304	-535.296875	225.786713
0.000184789021	1148.57812	158.793015
0.00019989672600000002	2717.13281	120.046204
0.000215004431	2456.04297	93.8761978
0.00023011216	2236.0293	75.8765182
0.00024521986500000004	2151.875	62.615593
0.00026032757000000003	2070.10156	52.7722321
0.000275435275	1913.60547	45.1457138
0.000290542981	1562.72559	37.9347038
0.000305650709	1601.84424	32.4794083
0.00032075841400000006	1547.54639	28.0795746
0.00033586612	1452.28613	25.0064831
0.00035097382500000004	1393.12329	22.7942905
0.00036608155400000004	1352.75635	20.7689266
0.00038118925900000003	1327.5144	19.0999508
0.00039629698700000004	1315.84058	17.7586098
0.00041140466900000007	1315.07007	16.6833305
0.0004265123980000001	1249.82397	15.5682878
0.00044162008	1222.29553	14.7020884
0.000456727808	1214.16064	13.9742908
0.000471835537	1177.95093	13.1904345
0.00048694321900000004	1152.18115	12.5922413
0.000502050947	1141.12878	12.0944796
0.000517158676	1090.39697	11.4431562
0.0005322663580000001	1067.45483	10.9138241
0.0005473740860000001	1041.40076	10.4059124
0.000562481768	1022.21057	9.96568584
0.000577589497	1006.29962	9.64383411
0.0005926972260000001	962.182129	9.21208
0.000607804907	931.443726	8.83941841
0.000622912636	916.04187	8.54467964
0.000638020318	906.751892	8.26969624
0.000653128047	870.479614	7.93870449
0.000668235775	858.857056	7.74059534
0.000683343457	807.393799	7.38141823
0.000698451186	789.328979	7.16945982
0.000713558914	781.488403	6.99414539
0.000728666596	758.181519	6.7788763
0.000743774325	725.017639	6.54643583
0.0007588820070000001	690.922424	6.30742121
0.0007739897350000001	677.690796	6.13830853
0.0007890974170000001	676.0979	6.04207134
0.000804205146	644.066956	5.81868649
0.000819312874	619.502625	5.63433504
0.0008344206030000001	602.967834	5.48426247
0.0008495283310000001	590.112488	5.37533236
0.0008646359669999999	567.518494	5.21877527
0.0008797436949999999	542.088379	5.03821135
0.000894851424	523.472046	4.89336729
0.000909959152	506.501099	4.76243305
0.0009250668809999999	495.089905	4.66727877
0.0009401745160000001	480.142944	4.54279709
0.000955282245	467.859222	4.43993235
0.000970389973	452.978455	4.32567596
0.0009854977020000001	433.599731	4.19551754
0.00100060543	414.703033	4.08509207
0.00101571307	393.734497	3.93945169
0.00103082079	389.08194	3.88927031
0.00104592852	372.041962	3.76628327
0.00106103625	358.306976	3.66509557
0.00107614398	333.853821	3.51320267
0.00109125171	326.629211	3.45260262
0.00110635934	317.329132	3.3755033
0.00112146707	301.921509	3.26891112
0.0011365748	297.497192	3.22143531
0.00115168253	286.382935	3.13014579
0.00116679026	273.786255	3.03996038
0.0011818978900000002	265.141724	2.97611666
0.0011970056200000002	257.784698	2.92503572
0.0012121133500000002	241.002777	2.80582952
0.0012272210800000002	239.571381	2.78226352
0.0012423288100000002	222.687332	2.6638658
0.00125743644	215.819	2.61558533
0.00127254417	209.419418	2.55813456
0.0012876519	201.473572	2.49156857
0.00130275963	194.466339	2.44154763
0.00131786736	180.607651	2.34554219
0.0013329749900000002	176.884735	2.31107926
0.0013480827200000002	174.222992	2.27928591
0.0013631904500000002	161.580383	2.18031502
0.0013782981800000002	157.422852	2.14720106
0.0013934059100000002	153.941406	2.10626817
0.0014085136400000002	151.30954	2.07966828
0.0014236212700000001	140.666214	1.99881124
0.0014387290000000001	133.19339	1.94272411
0.0014538367300000001	126.408455	1.89105499
0.0014689444600000001	124.347076	1.86096549
0.00148405218	124.268311	1.85083473
0.00149915982	116.046127	1.79154956
0.00151426755	110.966553	1.73869634
0.00152937528	111.270653	1.73235667
0.00154448301	104.139854	1.67509353
0.0015595907300000001	100.004799	1.6381495
0.0015746984600000001	97.4544678	1.61854339
0.0015898061900000001	94.513092	1.58456588
0.0016049139200000001	88.4805069	1.5290525
0.00162002146	85.3917542	1.49526787
0.00163512919	85.0479889	1.49063218
0.00165023692	81.7750549	1.45918286
0.00166534465	77.648407	1.41811574
0.00168045238	75.439827	1.3987155
0.00169556011	74.7225952	1.3865056
0.00171066783	71.0389557	1.34097278
0.00172577556	70.9253922	1.33728623
0.00174088329	67.2502136	1.3063041
0.00175599102	65.6710052	1.28814864
0.00177109856	62.2522659	1.25254321
0.00178620629	61.9476814	1.24693322
0.00180131402	58.9660912	1.21244252
0.00181642175	56.1427803	1.18418372
0.00183152948	51.8677521	1.14281642
0.0018466372000000002	52.0792007	1.14133728
0.0018617449300000002	50.2855377	1.1209451
0.0018768526600000002	49.8602791	1.12588501
0.0018919603900000002	48.9304123	1.12313306
0.0019070681200000002	47.3741341	1.11357248
0.0019221758500000002	46.6271896	1.11126697
0.00193728339	44.5886154	1.09120727
0.0019674988500000003	42.0379537	0.615048782
0.00201282203	38.4549586	0.593404108
0.00205814522	35.6163978	0.570373016
0.0021034682200000003	33.0596148	0.538660245
0.0021487914000000003	29.6566162	0.509597841
0.0021941145900000003	28.3239257	0.49230618
0.00223943777	25.496493	0.468865817
0.0022847607700000002	24.2311465	0.454711985
0.0023300839600000002	22.4341945	0.43827928
0.0023754071400000003	21.5808156	0.427688064
0.00242073014	19.7836056	0.410365669
0.00246605333	18.1398748	0.394674122
0.00251137652	17.2021274	0.385942145
0.0025566997	16.6765595	0.377669659
0.0026020227	15.2624861	0.364511543
0.00266245361	13.572518	0.270106704
0.0027379920700000004	12.7547844	0.260829952
0.00281353071	11.4497761	0.257035353
0.00288906917	10.1831756	0.25112322
0.0029646078100000004	9.69808311	0.247461892
0.0030401462700000003	8.74530659	0.241139733
0.0031156849100000003	8.27177477	0.237240951
0.0031912233700000002	7.61041918	0.231833785
0.0032667622000000004	6.91205625	0.226425218
0.00334230065	6.66945868	0.220809591
0.0034178391099999998	6.16890288	0.209442461
0.0034933775700000005	5.531709	0.200636036
0.0035689164000000002	5.23908358	0.195091056
0.00364445485	4.98914023	0.190365959
0.00371999331	4.74349613	0.186262641
0.0037955317600000004	4.48612585	0.182243847
0.0038710705900000006	4.30746698	0.178349865
0.00396171659	3.55705013	0.14607052
0.00406747088	3.5787627	0.143144991
0.00417322479	3.1382198	0.138485646
0.00427897871	2.8625301	0.134427418
0.004384732620000001	2.9008504	0.131745748
0.00449048653	2.60645018	0.128149327
0.00459624045	2.3590014	0.124526665
0.004701994730000001	2.16113656	0.121507383
0.004807748650000001	1.85499445	0.118494094
0.0049135025600000005	1.78313998	0.116286729
0.0050192564700000004	1.69068534	0.116134288
0.00512501039	1.66351664	0.117474248
0.0052307643	1.49908391	0.116765077
0.00535162613	1.35701231	0.102175627
0.0054875955	1.32158944	0.101321963
0.00562356487	1.13608655	0.0977690045
0.00575953424	1.05273093	0.0943634575
0.00589550361	0.983940436	0.0925848034
0.006031472980000001	0.935794519	0.0911295863
0.00616744235	0.814844125	0.0888896712
0.006303411720000001	0.803896421	0.0875524805
