<X>, <Y>, <dY>
2.120677610000000e-04, 2.680858400000000e+04, 1.449682160000000e+02
2.271095760000000e-04, 3.199004690000000e+04, 9.094931029999999e+01
2.421513670000000e-04, 3.192097070000000e+04, 7.247224430000000e+01
2.571931570000000e-04, 3.067953710000000e+04, 6.209347150000000e+01
2.722349720000000e-04, 2.951508200000000e+04, 5.514569090000000e+01
2.872767630000000e-04, 2.822512500000000e+04, 4.987261200000000e+01
3.023185530000000e-04, 2.666258790000000e+04, 4.545944210000000e+01
3.173603680000000e-04, 2.518252730000000e+04, 4.177105330000000e+01
3.324021590000000e-04, 2.383992970000000e+04, 3.854105000000000e+01
3.474439490000000e-04, 2.248817380000000e+04, 3.589683530000000e+01
3.624857640000000e-04, 2.116121290000000e+04, 3.352203370000000e+01
3.775275550000001e-04, 1.978300390000000e+04, 3.117184640000000e+01
3.925693690000000e-04, 1.858573050000000e+04, 2.920188900000000e+01
4.076111600000000e-04, 1.749576170000000e+04, 2.734953880000000e+01
4.226529510000000e-04, 1.650512300000000e+04, 2.581083300000000e+01
4.376947410000000e-04, 1.548156840000000e+04, 2.436467930000000e+01
4.527365790000000e-04, 1.442103710000000e+04, 2.290765760000000e+01
4.677783700000001e-04, 1.350109570000000e+04, 2.165183450000000e+01
4.828201610000000e-04, 1.269172850000000e+04, 2.047053530000000e+01
4.978619520000000e-04, 1.181553710000000e+04, 1.932439040000000e+01
5.129037420000001e-04, 1.100323240000000e+04, 1.824563790000000e+01
5.279455330000001e-04, 1.032399800000000e+04, 1.729433060000000e+01
5.429873710000000e-04, 9.650691409999999e+03, 1.640773200000000e+01
5.580291620000000e-04, 8.988571290000000e+03, 1.551099680000000e+01
5.730709530000001e-04, 8.402155269999999e+03, 1.475658320000000e+01
5.881127440000001e-04, 7.823706050000000e+03, 1.399204540000000e+01
6.031545340000000e-04, 7.241401370000000e+03, 1.322120480000000e+01
6.181963720000000e-04, 6.732452640000000e+03, 1.247588160000000e+01
6.332381630000001e-04, 6.229963870000000e+03, 1.149358460000000e+01
6.482799540000000e-04, 5.806065430000000e+03, 1.076435570000000e+01
6.633217450000001e-04, 5.408311520000000e+03, 1.019611930000000e+01
6.783635360000000e-04, 5.009995610000000e+03, 9.688282010000000e+00
6.934053260000000e-04, 4.668156740000000e+03, 9.257311820000000e+00
7.084471640000001e-04, 4.319742680000000e+03, 8.790928839999999e+00
7.234889550000001e-04, 3.991615970000000e+03, 8.352640149999999e+00
7.385307460000000e-04, 3.694606930000000e+03, 7.940198900000000e+00
7.535725370000001e-04, 3.421928710000000e+03, 7.558640000000000e+00
7.686143280000000e-04, 3.178410640000000e+03, 7.211396690000000e+00
7.836561650000001e-04, 2.940998780000000e+03, 6.868634700000000e+00
7.986979560000000e-04, 2.711671880000000e+03, 6.541522980000000e+00
8.137397470000000e-04, 2.492589360000000e+03, 6.207654480000000e+00
8.287815380000001e-04, 2.308819340000000e+03, 5.920392040000000e+00
8.438233290000000e-04, 2.121468020000000e+03, 5.630933280000000e+00
8.588651200000001e-04, 1.958636840000000e+03, 5.366477970000000e+00
8.739069100000001e-04, 1.801309450000000e+03, 5.105103020000000e+00
8.889487010000001e-04, 1.662286620000000e+03, 4.859583380000000e+00
9.039905850000001e-04, 1.542352290000000e+03, 4.650628570000000e+00
9.190323760000001e-04, 1.416860720000000e+03, 4.426267620000000e+00
9.340741670000000e-04, 1.300441040000000e+03, 4.206990720000000e+00
9.491159580000000e-04, 1.189882080000000e+03, 3.999117610000000e+00
9.641577490000001e-04, 1.090505740000000e+03, 3.799994230000000e+00
9.791995400000001e-04, 1.003419310000000e+03, 3.625666860000000e+00
9.942413310000001e-04, 9.207866210000000e+02, 3.454654220000000e+00
