<X>, <Y>, <dY>
1.092504590000000e-04, 2.925632500000000e+05, 2.741730470000000e+03
1.243581760000000e-04, 1.061787500000000e+04, 1.132586790000000e+03
1.394658820000000e-04, -1.213219380000000e+05, 6.081051639999999e+02
1.545735980000000e-04, -1.113518750000000e+04, 3.547560420000000e+02
1.696813040000000e-04, 5.200578120000000e+03, 2.295282900000000e+02
1.847890210000000e-04, 9.479281250000000e+03, 1.656916500000000e+02
1.998967260000000e-04, 1.144989840000000e+04, 1.284517210000000e+02
2.150044310000000e-04, 1.124569920000000e+04, 1.034119340000000e+02
2.301121600000000e-04, 1.096351170000000e+04, 8.631558990000001e+01
2.452198650000000e-04, 1.036407230000000e+04, 7.324514010000000e+01
2.603275700000000e-04, 9.654190430000001e+03, 6.333724590000000e+01
2.754352750000000e-04, 9.031890620000000e+03, 5.571389390000000e+01
2.905429810000000e-04, 8.270735350000001e+03, 4.810168460000000e+01
3.056507090000000e-04, 7.738781740000000e+03, 4.189884190000000e+01
3.207584140000001e-04, 7.247534180000000e+03, 3.693780140000000e+01
3.358661200000000e-04, 6.731666500000000e+03, 3.348434070000000e+01
3.509738250000000e-04, 6.334875000000000e+03, 3.107159810000000e+01
3.660815540000000e-04, 5.902690430000000e+03, 2.870940210000000e+01
3.811892590000000e-04, 5.499480960000000e+03, 2.663917730000000e+01
3.962969870000000e-04, 5.183069340000000e+03, 2.498861120000000e+01
4.114046690000001e-04, 4.856603520000000e+03, 2.342357060000000e+01
4.265123980000001e-04, 4.604139160000000e+03, 2.213186260000000e+01
4.416200800000000e-04, 4.313264650000000e+03, 2.090720940000000e+01
4.567278080000000e-04, 3.990384770000000e+03, 1.964368440000000e+01
4.718355370000000e-04, 3.789203860000000e+03, 1.868220520000000e+01
4.869432190000000e-04, 3.553089110000000e+03, 1.770938110000000e+01
5.020509470000000e-04, 3.330104490000000e+03, 1.679695700000000e+01
5.171586760000000e-04, 3.200806640000000e+03, 1.611300470000000e+01
5.322663580000001e-04, 2.969630860000000e+03, 1.519207100000000e+01
5.473740860000001e-04, 2.800373290000000e+03, 1.448701190000000e+01
5.624817680000000e-04, 2.604684570000000e+03, 1.370890430000000e+01
5.775894970000000e-04, 2.426428960000000e+03, 1.302965260000000e+01
5.926972260000001e-04, 2.300550050000000e+03, 1.250249580000000e+01
6.078049070000000e-04, 2.185431640000000e+03, 1.196900750000000e+01
6.229126360000000e-04, 2.082209470000000e+03, 1.147646430000000e+01
6.380203180000000e-04, 1.998010250000000e+03, 1.105634980000000e+01
6.531280470000000e-04, 1.872420410000000e+03, 1.056559560000000e+01
6.682357750000000e-04, 1.730609860000000e+03, 1.002214240000000e+01
6.833434570000000e-04, 1.656914060000000e+03, 9.677875520000001e+00
