<X>, <Y>, <dY>
2.120677610000000e-04, 1.534542770000000e+04, 1.294664000000000e+02
2.271095760000000e-04, 1.817853910000000e+04, 7.564907070000000e+01
2.421513670000000e-04, 1.852393950000000e+04, 5.894453430000000e+01
2.571931570000000e-04, 1.772154880000000e+04, 4.971173100000000e+01
2.722349720000000e-04, 1.704371090000000e+04, 4.374073030000000e+01
2.872767630000000e-04, 1.620064940000000e+04, 3.914970780000000e+01
3.023185530000000e-04, 1.534645700000000e+04, 3.562486650000000e+01
3.173603680000000e-04, 1.462533500000000e+04, 3.277435680000000e+01
3.324021590000000e-04, 1.388295610000000e+04, 3.016976170000000e+01
3.474439490000000e-04, 1.315966110000000e+04, 2.812257390000000e+01
3.624857640000000e-04, 1.225725390000000e+04, 2.605498310000000e+01
3.775275550000001e-04, 1.154779490000000e+04, 2.432460780000000e+01
3.925693690000000e-04, 1.097371290000000e+04, 2.288240810000000e+01
4.076111600000000e-04, 1.036846090000000e+04, 2.143247800000000e+01
4.226529510000000e-04, 9.752771479999999e+03, 2.017772290000000e+01
4.376947410000000e-04, 9.208267580000000e+03, 1.907999800000000e+01
4.527365790000000e-04, 8.701552729999999e+03, 1.806314850000000e+01
4.677783700000001e-04, 8.160622070000000e+03, 1.708686640000000e+01
4.828201610000000e-04, 7.605925290000000e+03, 1.606364250000000e+01
4.978619520000000e-04, 7.182117190000000e+03, 1.528135590000000e+01
5.129037420000001e-04, 6.744017090000000e+03, 1.448883060000000e+01
5.279455330000001e-04, 6.305339840000000e+03, 1.370142650000000e+01
5.429873710000000e-04, 5.905163570000000e+03, 1.299940780000000e+01
5.580291620000000e-04, 5.548487790000000e+03, 1.234350300000000e+01
5.730709530000001e-04, 5.202604000000000e+03, 1.175360490000000e+01
5.881127440000001e-04, 4.875488280000000e+03, 1.118073940000000e+01
6.031545340000000e-04, 4.588557130000000e+03, 1.065638920000000e+01
6.181963720000000e-04, 4.303644040000000e+03, 1.008056160000000e+01
6.332381630000001e-04, 4.042074710000000e+03, 9.362420080000000e+00
6.482799540000000e-04, 3.787928710000000e+03, 8.786936760000000e+00
6.633217450000001e-04, 3.562046630000000e+03, 8.364188190000000e+00
6.783635360000000e-04, 3.325258790000000e+03, 7.977716450000000e+00
6.934053260000000e-04, 3.105656490000000e+03, 7.619172570000000e+00
7.084471640000001e-04, 2.925892090000000e+03, 7.312144280000000e+00
7.234889550000001e-04, 2.722995360000000e+03, 6.968581200000000e+00
7.385307460000000e-04, 2.548996340000000e+03, 6.660904410000000e+00
7.535725370000001e-04, 2.357036130000000e+03, 6.336647510000000e+00
7.686143280000000e-04, 2.197205570000000e+03, 6.061074730000000e+00
7.836561650000001e-04, 2.059979000000000e+03, 5.804119110000000e+00
7.986979560000000e-04, 1.934484130000000e+03, 5.574117660000000e+00
8.137397470000000e-04, 1.802842530000000e+03, 5.330917360000000e+00
