<X>, <Y>, <dY>
1.092504590000000e-04, 1.995212500000000e+05, 2.721692630000000e+03
1.243581760000000e-04, -3.405825000000000e+04, 1.116187990000000e+03
1.394658820000000e-04, -8.679981250000000e+04, 6.212546390000000e+02
1.545735980000000e-04, 3.160737500000000e+04, 3.811301880000000e+02
1.696813040000000e-04, 2.595234380000000e+04, 2.440985870000000e+02
1.847890210000000e-04, 2.456989060000000e+04, 1.783252720000000e+02
1.998967260000000e-04, 2.450842190000000e+04, 1.404457700000000e+02
2.150044310000000e-04, 2.353411720000000e+04, 1.158584820000000e+02
2.301121600000000e-04, 2.138996480000000e+04, 9.759778590000001e+01
2.452198650000000e-04, 1.959679690000000e+04, 8.393252560000001e+01
2.603275700000000e-04, 1.781392580000000e+04, 7.322720339999999e+01
2.754352750000000e-04, 1.620666990000000e+04, 6.474491120000000e+01
2.905429810000000e-04, 1.421125490000000e+04, 5.553362660000000e+01
3.056507090000000e-04, 1.297933200000000e+04, 4.860982130000000e+01
3.207584140000001e-04, 1.168702730000000e+04, 4.262662510000000e+01
3.358661200000000e-04, 1.060854490000000e+04, 3.860417180000000e+01
3.509738250000000e-04, 9.758222659999999e+03, 3.577552410000000e+01
3.660815540000000e-04, 8.756621090000001e+03, 3.271455380000000e+01
3.811892590000000e-04, 8.006521970000000e+03, 3.035259250000000e+01
3.962969870000000e-04, 7.182909180000000e+03, 2.801072120000000e+01
4.114046690000001e-04, 6.575331540000000e+03, 2.611395840000000e+01
4.265123980000001e-04, 6.075189940000000e+03, 2.449329760000000e+01
4.416200800000000e-04, 5.588525390000000e+03, 2.296928410000000e+01
4.567278080000000e-04, 5.223302730000000e+03, 2.173936460000000e+01
4.718355370000000e-04, 4.821362300000000e+03, 2.043125150000000e+01
4.869432190000000e-04, 4.429140620000000e+03, 1.926210780000000e+01
5.020509470000000e-04, 4.038979490000000e+03, 1.811896510000000e+01
5.171586760000000e-04, 3.773722660000000e+03, 1.716044240000000e+01
