q[nm-1]	I(q)[sr-1]_rebin(no_smoothing,TAPBacetic38ACNphcn90C_eiger2_12421_sub.dat_00001_[sub(TAPBacetic38ACNphcn90C_eiger2_12421_ave.h5_00001_[AN_3_30_29_RXN_90C]-TAPBacetic38ACNphcn90C_eiger2_11907_av_ave.h5_00001_[AN_3_30_29_PRM_90C])],1,0.0050)	error
0.000212067761	137353.469	251.652969
0.000227109576	129091.312	160.777405
0.00024215136700000002	118704.555	128.915649
0.000257193157	111487.094	111.274071
0.000272234972	103389.398	97.9079971
0.00028727676300000003	97048.8203	88.4339066
0.000302318553	89880.8203	80.1401215
0.00031736036800000003	83190.9375	73.2187805
0.00033240215900000005	77164.2578	67.0214233
0.000347443949	71414.4844	61.9515953
0.00036248576400000005	65876.0469	57.3453789
0.00037752755500000006	60794.7852	53.1107674
0.000392569369	55582.5312	49.1474571
0.00040761116	50785.1562	45.4164391
0.000422652951	46474.3984	42.2637215
0.00043769474100000005	42209.2539	39.2405243
0.000452736579	38565.3398	36.5921822
0.00046777837000000006	35015.0977	34.0772629
0.000482820161	31690.4297	31.635191
0.000497861952	28633.5332	29.4430866
0.0005129037420000001	25886.7969	27.3962345
0.0005279455330000001	23362.3105	25.4753761
0.000542987371	20933.7617	23.6713009
0.000558029162	18748.3359	21.9733009
0.0005730709530000001	16686.2344	20.4025669
0.0005881127440000001	14859.3809	18.9429188
0.000603154534	13192.2148	17.5336189
0.000618196372	11722.915	16.1735191
0.000633238163	10446.3066	14.648056
0.000648279954	9242.02051	13.3697119
0.0006633217450000001	8142.69873	12.3226757
0.000678363536	7178.56543	11.4316568
0.000693405326	6305.63086	10.6057196
0.0007084471640000001	5528.23096	9.82503223
0.0007234889550000001	4806.89502	9.06141376
0.000738530746	4208.72803	8.38640404
0.0007535725370000001	3679.34473	7.77024221
0.000768614328	3207.01221	7.19118452
0.0007836561650000001	2813.42749	6.67729187
0.000798697956	2453.94214	6.18826818
0.000813739747	2151.27539	5.75307369
0.0008287815380000001	1893.0686	5.35365915
0.000843823329	1679.48975	5.01418591
0.0008588651200000001	1497.54175	4.70072889
0.0008739069100000001	1348.84595	4.42967319
0.0008889487010000001	1231.52039	4.2029767
0.0009039905850000001	1132.97742	4.00570869
0.0009190323760000001	1050.58374	3.82866573
0.000934074167	993.750793	3.69235849
0.000949115958	947.664734	3.57953739
0.0009641577490000001	913.264771	3.48180556
0.00097919954	898.978394	3.42589951
0.000994241331	887.7005	3.37240124
0.0010092831199999999	876.978394	3.31934452
0.0010243249100000001	876.120789	3.29209447
0.0010393667000000001	875.589722	3.25570989
0.0010544084900000002	871.888977	3.21918869
0.00106945038	884.13208	3.21848226
0.00108449217	884.007385	3.18324661
0.00109953396	885.913452	3.16052842
0.00111457575	890.867432	3.14113069
0.00112961754	885.031677	3.1068933
0.0011446593300000001	878.389832	3.0733335
0.0011597011200000001	870.083679	3.03187561
0.0011747429100000002	863.897095	3.00244427
0.00118978471	846.702087	2.94755173
0.0012048265000000002	825.992004	2.89544415
0.0012198682900000002	803.405273	2.83731484
0.00123491017	779.068665	2.77456331
0.00124995196	753.384338	2.71091342
0.00126499375	727.918579	2.64851213
0.0012800355400000001	695.431641	2.57405496
0.00129507734	664.733276	2.50378752
0.0013101191300000001	629.069214	2.41873074
0.0013251609200000002	591.083862	2.3353467
0.0013402027100000002	554.435608	2.25173831
0.0013552445	516.237732	2.16446519
0.00137028629	481.470795	2.08144212
0.00138532808	445.299927	1.99319458
0.0014003699600000001	408.966736	1.90670907
0.00141541176	376.697205	1.82610917
0.0014304535500000001	343.050659	1.73571336
0.0014454953400000001	312.642609	1.65416408
0.00146053713	282.394501	1.57114601
0.00147557892	256.636475	1.49814463
