q[nm-1]	I(q)[sr-1]_rebin(no_smoothing,TAPBacetic38ACNphcn90C_eiger2_12225_sub.dat_00001_[sub(TAPBacetic38ACNphcn90C_eiger2_12225_ave.h5_00001_[AN_3_30_29_RXN_90C]-TAPBacetic38ACNphcn90C_eiger2_11907_av_ave.h5_00001_[AN_3_30_29_PRM_90C])],1,0.0050)	error
0.000212067761	148624.641	259.195099
0.000227109576	131404.016	160.849792
0.00024215136700000002	120162.258	129.097366
0.000257193157	111506.75	110.577782
0.000272234972	105254.977	98.4175262
0.00028727676300000003	97453.4375	88.1221085
0.000302318553	90636.0312	80.130722
0.00031736036800000003	84538.6406	73.4595871
0.00033240215900000005	78612.1562	67.329628
0.000347443949	72395.1953	62.0331841
0.00036248576400000005	67216.4766	57.6446648
0.00037752755500000006	62102.5664	53.4039841
0.000392569369	57086.0117	49.5430374
0.00040761116	52471.3633	45.907341
0.000422652951	48048.5586	42.7439613
0.00043769474100000005	43910.9336	39.8451996
0.000452736579	40074.457	37.1168594
0.00046777837000000006	36408.6133	34.5813408
0.000482820161	33105.7031	32.1720963
0.000497861952	30010.1484	29.9806805
0.0005129037420000001	27197.8223	27.9508362
0.0005279455330000001	24444.7832	25.9138165
0.000542987371	22017.0664	24.1584187
0.000558029162	19758.9121	22.4459782
0.0005730709530000001	17673.3848	20.8855438
0.0005881127440000001	15818.2598	19.4332275
0.000603154534	14073.707	18.0124722
0.000618196372	12524.3574	16.6256847
0.000633238163	11109.0957	15.0159073
0.000648279954	9867.89062	13.7323198
0.0006633217450000001	8726.80371	12.6823692
0.000678363536	7644.04932	11.7283459
0.000693405326	6696.90234	10.8657455
0.0007084471640000001	5829.12012	10.0191669
0.0007234889550000001	5078.05811	9.25899506
0.000738530746	4426.75195	8.55025005
0.0007535725370000001	3825.08984	7.87425375
0.000768614328	3296.16577	7.25579929
0.0007836561650000001	2815.47021	6.64283037
0.000798697956	2414.50659	6.1167717
0.000813739747	2064.32471	5.61412621
0.0008287815380000001	1769.44763	5.16411877
0.000843823329	1507.84705	4.74895525
0.0008588651200000001	1291.53064	4.37516022
0.0008739069100000001	1102.15784	4.02618837
0.0008889487010000001	944.923401	3.71657801
0.0009039905850000001	810.725586	3.42791033
0.0009190323760000001	713.827698	3.21345305
0.000934074167	627.642334	3.00207567
0.000949115958	566.565186	2.84502101
0.0009641577490000001	513.341919	2.69423342
0.00097919954	474.977875	2.57701421
0.000994241331	452.616089	2.4991951
0.0010092831199999999	436.99765	2.43747544
0.0010243249100000001	427.862854	2.38912606
0.0010393667000000001	430.389801	2.36992788
0.0010544084900000002	433.622375	2.35457778
0.00106945038	437.541931	2.33732796
0.00108449217	450.350494	2.34265113
0.00109953396	461.138336	2.34644079
0.00111457575	469.810822	2.3412621
0.00112961754	482.117157	2.34759045
0.0011446593300000001	495.171143	2.35696435
0.0011597011200000001	499.4729	2.34193325
0.0011747429100000002	509.287903	2.34844422
0.00118978471	512.728149	2.3301475
0.0012048265000000002	511.796448	2.31222463
0.0012198682900000002	506.265106	2.28082395
0.00123491017	501.275146	2.25264931
0.00124995196	497.044098	2.22883177
0.00126499375	488.361298	2.19144273
0.0012800355400000001	476.266663	2.15057087
0.00129507734	463.987701	2.11091208
0.0013101191300000001	445.854004	2.05551505
0.0013251609200000002	431.699615	2.01546597
0.0013402027100000002	411.991455	1.95310605
0.0013552445	395.846558	1.91022229
0.00137028629	373.255249	1.845523
0.00138532808	348.510986	1.77492845
0.0014003699600000001	326.181366	1.71354294
0.00141541176	307.585358	1.6575197
0.0014304535500000001	287.870178	1.59764338
0.0014454953400000001	265.796265	1.52928364
0.00146053713	249.341873	1.48139846
0.00147557892	226.377167	1.40846574
0.0014906207100000002	209.185547	1.35147333
0.0015056625000000002	191.962341	1.29423881
0.00152070429	177.575958	1.24589503
0.00153574608	162.323822	1.18863118
0.00155078787	150.961716	1.14778805
0.00156582966	138.91861	1.10133696
0.00158087146	126.928154	1.05262065
0.00159591325	121.001312	1.02784479
0.00161095504	111.883438	0.985695302
0.0016259968300000001	106.65876	0.96379739
0.0016410386200000002	102.407837	0.939655423
0.0016560806	98.8572693	0.920819759
0.0016711223899999999	96.3599319	0.905762911
0.0016861641800000001	94.6742935	0.894311428
0.00170120597	93.5615692	0.883774817
0.0017162477600000002	93.0160294	0.876958728
0.0017312895500000002	93.5779419	0.873061538
0.00174633134	94.279068	0.870358169
0.0017613731300000002	94.9650116	0.866545022
0.00177641492	97.3248825	0.870842099
0.00179145671	98.5065918	0.868043721
0.00180649851	99.1292877	0.865274429
0.0018215403000000003	101.24527	0.869640529
0.00183658209	101.716179	0.865031779
0.0018516238800000001	102.575424	0.863004267
0.00186666567	102.748863	0.859917879
0.0018817074600000002	104.205139	0.869585216
0.00189674925	103.213242	0.872808814
0.0019117910400000002	103.765396	0.881394207
0.00192683283	101.85968	0.872186482
0.00195691641	99.7481182	0.500039785
0.00200204197	92.8390783	0.483241788
0.00204716735	83.1857529	0.458312891
0.00209229272	72.287735	0.417757047
0.0021374180900000004	61.5248324	0.381752172
0.00218254346	51.201018	0.34806414
0.00222766884	41.0989901	0.314437925
0.00227279421	34.0724703	0.288252849
0.0023179197700000003	28.1894671	0.26466859
0.00236304514	23.5659707	0.245224734
0.00240817051	20.8054364	0.231395327
0.00245329589	18.7400773	0.219962023
0.00249842126	18.5679296	0.215364462
0.0025435466300000003	17.4035162	0.207940441
0.002588672	17.4911321	0.204688963
0.00264883935	16.6387787	0.153072816
0.0027240483100000002	15.0639046	0.144793508
0.00279925726	13.4283739	0.140662385
0.00287446622	11.6334383	0.134719602
0.0029496751700000003	10.1380306	0.128821799
0.00302488431	9.39552689	0.125006561
0.00310009327	9.36254673	0.123316911
0.0031753022200000005	9.890419	0.123735018
0.0032505113600000005	10.0284735	0.122785653
0.00332572013	10.094854	0.121069589
0.0034009292700000002	9.85877781	0.114342372
0.0034761384100000002	9.30536613	0.108820346
0.0035513471800000004	8.29012289	0.102965528
0.0036265563200000004	7.28926296	0.0970592239
0.0037017650899999997	6.81577845	0.0937268324
