q[nm-1]	I(q)[sr-1]_rebin(no_smoothing,TAPBacetic38ACNphcn90C_eiger2_12378_sub.dat_00001_[sub(TAPBacetic38ACNphcn90C_eiger2_12378_ave.h5_00001_[AN_3_30_29_RXN_90C]-TAPBacetic38ACNphcn90C_eiger2_11907_av_ave.h5_00001_[AN_3_30_29_PRM_90C])],1,0.0050)	error
0.000212067761	151729.578	262.978088
0.000227109576	131996.422	161.808258
0.00024215136700000002	119411.008	129.076569
0.000257193157	110316.195	110.50177
0.000272234972	102558.586	97.5475082
0.00028727676300000003	95215.9609	87.5239563
0.000302318553	88465.1406	79.5031204
0.00031736036800000003	81735.8906	72.5622025
0.00033240215900000005	75465.0234	66.2606964
0.000347443949	70236.3125	61.4250946
0.00036248576400000005	64733.9648	56.8037224
0.00037752755500000006	59524.7695	52.522316
0.000392569369	54534.5078	48.6373634
0.00040761116	49958.4688	45.0075798
0.000422652951	45682.6484	41.8681183
0.00043769474100000005	41634.0078	38.9687424
0.000452736579	37951.1836	36.2827377
0.00046777837000000006	34475.5586	33.7987862
0.000482820161	31286.9062	31.4291897
0.000497861952	28211.7363	29.2169228
0.0005129037420000001	25280.9941	27.0568123
0.0005279455330000001	22762.6602	25.1333866
0.000542987371	20496.2266	23.4136505
0.000558029162	18358.9336	21.7213631
0.0005730709530000001	16505.0859	20.2871323
0.0005881127440000001	14694.9102	18.8097134
0.000603154534	13052.9834	17.4271564
0.000618196372	11576.543	16.0598621
0.000633238163	10315.6973	14.5454617
0.000648279954	9148.04102	13.2856855
0.0006633217450000001	8084.92041	12.2672491
0.000678363536	7101.53906	11.3595057
0.000693405326	6237.4165	10.5490503
0.0007084471640000001	5453.80322	9.75008678
0.0007234889550000001	4778.81348	9.03268433
0.000738530746	4172.2915	8.34250927
0.0007535725370000001	3660.77783	7.74525976
0.000768614328	3209.69971	7.19428587
0.0007836561650000001	2801.83496	6.65809965
0.000798697956	2449.93994	6.18068171
0.000813739747	2145.73926	5.74155188
0.0008287815380000001	1898.06458	5.35760307
0.000843823329	1682.78308	5.01592875
0.0008588651200000001	1498.11145	4.69702578
0.0008739069100000001	1351.22778	4.43280888
0.0008889487010000001	1229.79651	4.19669533
0.0009039905850000001	1138.59949	4.01229
0.0009190323760000001	1056.68335	3.83635759
0.000934074167	992.582092	3.68829131
0.000949115958	947.50177	3.57669926
0.0009641577490000001	915.52887	3.48009586
0.00097919954	890.76123	3.40377188
0.000994241331	874.986877	3.34456182
0.0010092831199999999	874.845703	3.31647491
0.0010243249100000001	869.777954	3.27661824
0.0010393667000000001	863.879639	3.23517847
0.0010544084900000002	860.892944	3.19920135
0.00106945038	869.683105	3.18643451
0.00108449217	877.382935	3.17031384
0.00109953396	879.614624	3.14844322
0.00111457575	878.041199	3.11875439
0.00112961754	878.876282	3.09660506
0.0011446593300000001	874.974976	3.06218362
0.0011597011200000001	870.940857	3.03441525
0.0011747429100000002	852.204956	2.97607541
0.00118978471	848.606506	2.95029235
0.0012048265000000002	824.458557	2.88879776
0.0012198682900000002	805.733887	2.84033561
0.00123491017	783.612244	2.78162265
0.00124995196	763.152466	2.72924399
0.00126499375	735.360779	2.65795064
0.0012800355400000001	703.508606	2.5847013
0.00129507734	671.604492	2.51299071
0.0013101191300000001	638.113525	2.4339478
0.0013251609200000002	601.765564	2.35352635
0.0013402027100000002	564.924316	2.26839948
0.0013552445	527.857727	2.18559146
0.00137028629	490.689606	2.0962317
0.00138532808	457.820221	2.01737618
0.0014003699600000001	419.89975	1.92465699
0.00141541176	387.57486	1.84656966
0.0014304535500000001	351.852783	1.75464177
0.0014454953400000001	319.816589	1.66868854
0.00146053713	289.453033	1.58640754
0.00147557892	260.911926	1.50526834
0.0014906207100000002	236.039429	1.42989099
0.0015056625000000002	211.14386	1.35451365
0.00152070429	189.332535	1.28545392
0.00153574608	170.188126	1.22128558
0.00155078787	150.037125	1.14849699
0.00156582966	134.776611	1.0930903
0.00158087146	121.495369	1.03980649
0.00159591325	107.699783	0.981878996
0.00161095504	97.1159363	0.937843144
0.0016259968300000001	89.9201431	0.905152738
0.0016410386200000002	83.8790283	0.873112798
0.0016560806	77.5582504	0.843246222
0.0016711223899999999	71.8997269	0.812550306
0.0016861641800000001	70.7421494	0.804355979
0.00170120597	66.5142136	0.780240715
0.0017162477600000002	64.5637207	0.765870452
0.0017312895500000002	65.1844635	0.763072729
0.00174633134	64.8529816	0.758302331
0.0017613731300000002	63.2276382	0.743489206
0.00177641492	63.6914139	0.741460741
0.00179145671	63.6566467	0.736261785
0.00180649851	63.9528847	0.734031618
0.0018215403000000003	63.7779808	0.726904571
0.00183658209	64.0155182	0.722709596
0.0018516238800000001	63.1672058	0.714682221
0.00186666567	62.8449097	0.710998297
0.0018817074600000002	63.1709862	0.714745224
0.00189674925	61.8106575	0.714331269
0.0019117910400000002	61.746479	0.717021048
0.00192683283	62.0045776	0.718402088
0.00195691641	57.0991783	0.401761133
0.00200204197	52.3685277	0.386770906
0.00204716735	45.7571487	0.364822703
0.00209229272	39.1269328	0.332186308
0.0021374180900000004	34.5230662	0.309255669
0.00218254346	30.3351523	0.289509959
0.00222766884	27.377093	0.273872412
0.00227279421	26.5629024	0.265972544
0.0023179197700000003	26.8564008	0.261399297
0.00236304514	28.5862617	0.262473282
0.00240817051	29.9378688	0.26242059
0.00245329589	31.6650175	0.263490376
0.00249842126	32.7319883	0.262257092
0.0025435466300000003	33.2293129	0.260123549
0.002588672	32.5758769	0.254245909
0.00264883935	31.0047882	0.189984433
0.0027240483100000002	27.2701286	0.177355826
0.00279925726	22.7577397	0.167007032
0.00287446622	19.0041836	0.157531016
0.0029496751700000003	15.7390047	0.14701472
0.00302488431	13.5952818	0.139608315
0.00310009327	12.6899069	0.134969381
0.0031753022200000005	11.8168779	0.130835681
0.0032505113600000005	10.9574068	0.126592711
0.00332572013	9.72431297	0.120179428
0.0034009292700000002	8.65482273	0.110653135
0.0034761384100000002	7.16772394	0.101884464
0.0035513471800000004	6.21672163	0.0960860697
0.0036265563200000004	5.13399553	0.089677182
0.0037017650899999997	4.79422941	0.0867110996
0.00377697423	4.70834808	0.0846119078
0.00385218337	4.7820364	0.0832581591
0.00394243412	4.74161707	0.0689228467
0.0040477264700000005	4.62523889	0.0669180517
0.00415301919	4.46140214	0.0649133725
0.00425831191	4.19579118	0.0626126406
0.00436360426	3.89446814	0.060393337
0.00446889699	3.82314297	0.0587416813
0.00457418971	3.5202681	0.0566459989
0.00467948206	3.26445219	0.054697954
0.004784774780000001	2.91282661	0.0524363015
0.0048900675	2.38040349	0.0497776421
0.0049953598500000005	1.91285225	0.0478018851
0.00510065258	1.73906631	0.0477227812
0.0052059453000000006	1.57193288	0.0470707719
0.00532627963	1.50237638	0.0410617417
0.00546165593	1.37835138	0.0401555984
0.005597031860000001	1.24098045	0.0387334638
0.005732408170000001	1.21207409	0.0371816906
0.005867784470000001	1.20185938	0.0362080858
0.006003160400000001	1.13595174	0.0353480333
0.00613853671	1.03521955	0.0344102253
0.0062739126400000005	1.00361192	0.0337039204
0.0064092889400000005	1.00178832	0.0330665901
0.00655970722	0.955019215	0.0292485894
0.006725166740000001	0.965295125	0.0287101355
0.006890627000000001	0.953336434	0.0281761483
0.00705608651	0.941532287	0.0276751684
0.0072215460200000005	0.934682554	0.0272083432
0.00738700628	0.921245667	0.0267801919
0.0075524658	0.856867248	0.0261932892
0.00771792531	0.803072426	0.0257046299
0.007898427550000002	0.728263639	0.0231211377
0.008093971010000001	0.688140112	0.0226974049
0.00828951374	0.622222823	0.0222106541
0.0084850572	0.584282715	0.0217964519
0.00868060067	0.549763244	0.0213803215
0.00887614414	0.512346362	0.0209768464
0.00907168761	0.471307149	0.0206040446
0.009282273050000001	0.462199456	0.0189029635
0.00950789973	0.414007688	0.01851874
0.00973352715	0.373812159	0.0181848228
0.009959153830000001	0.355952821	0.0178977632
0.0101847805	0.331709141	0.0176411682
0.010410407900000002	0.314727354	0.0174015346
0.010651076600000002	0.282183416	0.0160484794
0.0109067872	0.27240379	0.015796854
0.0111624978	0.254272617	0.0158137865
0.0114182085	0.237648559	0.0159557218
0.011673919100000001	0.226949503	0.0158100391
0.011944671	0.20747651	0.0144713308
0.0122304656	0.203987543	0.0141972605
0.012516260100000003	0.206546478	0.0139833521
0.012802054	0.214419404	0.0137844691
0.0131028906	0.175206702	0.0128367518
0.013418768300000002	0.165611505	0.0128613368
0.013734646100000001	0.156382207	0.0131301012
0.0140505239	0.161727125	0.0135184701
0.014381443	0.148627211	0.0131102703
0.0147274047	0.14916926	0.0132429418
0.015073365	0.164343281	0.0133705448
0.0154193267	0.167901791	0.0134889025
0.0157803297	0.165225436	0.0130336736
0.016156375400000002	0.156151066	0.0130906738
0.0165324196	0.160503495	0.0131736812
0.0169084653	0.141118126	0.0132000292
0.017299552300000003	0.129403113	0.0127301719
0.017705680400000003	0.122465247	0.0130438089
0.0181118086	0.11733629	0.0135967482
0.0185329795	0.113462758	0.0135419882
0.0189691916	0.108580496	0.0139532274
0.019405403700000004	0.104672549	0.0145532206
0.0198566571	0.0965091341	0.0156780354
0.0203229532	0.0867063567	0.0171331779
0.020789249200000002	0.0806892064	0.0186758556
0.021270586600000002	0.0765588987	0.0196774114
0.021766966600000003	0.0715932832	0.0219765462
0.0222633451	0.061389155	0.0246761456
0.0227747664	0.0604467566	0.0268659895
0.0233012304	0.0524497188	0.0309586025
0.0238427341	0.0485430019	0.0358035397
0.024399280500000002	0.0604610398	0.0415440681
0.024970869700000002	0.0665202079	0.0493426013
0.025557500100000005	0.0307176789	0.0689703312
