q[nm-1]	I(q)[sr-1]_rebin(no_smoothing,TAPBacetic38ACNphcn90C_eiger2_12058_sub.dat_00001_[sub(TAPBacetic38ACNphcn90C_eiger2_12058_ave.h5_00001_[AN_3_30_29_RXN_90C]-TAPBacetic38ACNphcn90C_eiger2_11907_av_ave.h5_00001_[AN_3_30_29_PRM_90C])],1,0.0050)	error
0.000212067761	132707.844	245.419006
0.000227109576	127706.438	158.184296
0.00024215136700000002	121569.727	129.07222
0.000257193157	114999.414	111.739105
0.000272234972	107934.742	99.0850525
0.00028727676300000003	100990.312	89.2925186
0.000302318553	94101.9609	81.2071609
0.00031736036800000003	87925.2188	74.4995422
0.00033240215900000005	81964.5156	68.3484421
0.000347443949	76550.1016	63.4908905
0.00036248576400000005	71331.6719	59.05933
0.00037752755500000006	66202.7969	54.8347092
0.000392569369	61278.9453	51.0524826
0.00040761116	56912.8984	47.5640793
0.000422652951	52538.6758	44.4311409
0.00043769474100000005	48400.4453	41.5841675
0.000452736579	44602.1602	38.9329147
0.00046777837000000006	40845.9727	36.4096947
0.000482820161	37541.4727	34.0630035
0.000497861952	34345.1133	31.8957176
0.0005129037420000001	31274.1777	29.7708855
0.0005279455330000001	28501.2871	27.8091183
0.000542987371	25974.3262	26.0750351
0.000558029162	23563.4082	24.3373604
0.0005730709530000001	21372.293	22.8146305
0.0005881127440000001	19366.1855	21.3562679
0.000603154534	17481.3125	19.9347343
0.000618196372	15768.7266	18.514967
0.000633238163	14257.8877	16.8844528
0.000648279954	12854.3818	15.5466366
0.0006633217450000001	11549.8359	14.4698524
0.000678363536	10285.3398	13.4799824
0.000693405326	9209.14648	12.6319122
0.0007084471640000001	8164.97461	11.7430687
0.0007234889550000001	7274.59229	10.9666119
0.000738530746	6453.80811	10.2067375
0.0007535725370000001	5696.9873	9.488904
0.000768614328	5032.60938	8.83707905
0.0007836561650000001	4436.56445	8.21841526
0.000798697956	3882.06738	7.6247077
0.000813739747	3389.43872	7.06374073
0.0008287815380000001	2972.54761	6.56235075
0.000843823329	2586.68726	6.0807395
0.0008588651200000001	2233.07422	5.60535097
0.0008739069100000001	1933.31873	5.18608475
0.0008889487010000001	1675.68262	4.80066061
0.0009039905850000001	1441.93665	4.43024921
0.0009190323760000001	1239.52319	4.09264851
0.000934074167	1061.84082	3.77076221
0.000949115958	911.503235	3.48806739
0.0009641577490000001	771.781067	3.19712162
0.00097919954	660.163574	2.95454454
0.000994241331	568.957886	2.74346018
0.0010092831199999999	484.502777	2.53392577
0.0010243249100000001	420.348175	2.36269879
0.0010393667000000001	368.790558	2.21617579
0.0010544084900000002	320.702911	2.06998563
0.00106945038	285.791016	1.95358992
0.00108449217	259.391663	1.85897076
0.00109953396	238.284485	1.78029144
0.00111457575	221.613831	1.71029305
