q[nm-1]	I(q)[sr-1]_rebin(no_smoothing,TAPBacetic38ACNphcn90C_eiger2_12367_sub.dat_00001_[sub(TAPBacetic38ACNphcn90C_eiger2_12367_ave.h5_00001_[AN_3_30_29_RXN_90C]-TAPBacetic38ACNphcn90C_eiger2_11907_av_ave.h5_00001_[AN_3_30_29_PRM_90C])],1,0.0050)	error
0.000212067761	149716.094	261.469574
0.000227109576	131369.547	161.474869
0.00024215136700000002	118977.57	128.761963
0.000257193157	110672.141	110.675896
0.000272234972	102636.516	97.562439
0.00028727676300000003	94996.1641	87.4186707
0.000302318553	88217.3281	79.3600464
0.00031736036800000003	81560.9609	72.391861
0.00033240215900000005	76108.3828	66.5575867
0.000347443949	70370.7734	61.4781952
0.00036248576400000005	64658.8242	56.7572746
0.00037752755500000006	59550.918	52.4841957
0.000392569369	54782.8242	48.7564621
0.00040761116	49841.043	44.9340973
0.000422652951	45426.0312	41.7232895
0.00043769474100000005	41649.5938	38.975769
0.000452736579	38062.418	36.3310623
0.00046777837000000006	34518.1406	33.8111
0.000482820161	31277.1152	31.4057865
0.000497861952	28242.8262	29.2136879
0.0005129037420000001	25528.9023	27.1909504
0.0005279455330000001	23013.7617	25.267664
0.000542987371	20622.0039	23.4774418
0.000558029162	18452.5469	21.7838573
0.0005730709530000001	16455.5488	20.2474537
0.0005881127440000001	14676.4971	18.7974949
0.000603154534	13106.1855	17.4696426
0.000618196372	11640.8555	16.1055946
0.000633238163	10334.2227	14.5510969
0.000648279954	9168.53906	13.298357
0.0006633217450000001	8097.55615	12.2711115
0.000678363536	7128.07275	11.3843699
0.000693405326	6258.99316	10.5635614
0.0007084471640000001	5471.56738	9.7586832
0.0007234889550000001	4795.28906	9.04276371
0.000738530746	4181.43018	8.35121536
0.0007535725370000001	3657.45605	7.73565769
0.000768614328	3207.50464	7.18192148
0.0007836561650000001	2813.49902	6.66872215
0.000798697956	2452.27759	6.17786598
0.000813739747	2162.27002	5.76485538
0.0008287815380000001	1905.75439	5.36640501
0.000843823329	1684.60925	5.01518297
0.0008588651200000001	1505.62378	4.70619631
0.0008739069100000001	1363.54822	4.45045567
0.0008889487010000001	1240.71814	4.21416235
0.0009039905850000001	1133.63721	3.99790192
0.0009190323760000001	1062.82434	3.85025311
0.000934074167	995.798157	3.69020939
0.000949115958	956.8974	3.59331775
0.0009641577490000001	920.375427	3.49212193
0.00097919954	895.601196	3.41577029
0.000994241331	881.16925	3.35500169
0.0010092831199999999	874.281128	3.31143308
0.0010243249100000001	872.26001	3.28197908
