q[nm-1]	I(q)[sr-1]_rebin(no_smoothing,TAPBacetic38ACNphcn90C_eiger2_11964_sub.dat_00001_[sub(TAPBacetic38ACNphcn90C_eiger2_11964_ave.h5_00001_[AN_3_30_29_RXN_90C]-TAPBacetic38ACNphcn90C_eiger2_11907_av_ave.h5_00001_[AN_3_30_29_PRM_90C])],1,0.0050)	error
0.000212067761	83676.7734	207.159805
0.000227109576	88378.2109	136.57457
0.00024215136700000002	85868.4844	111.647896
0.000257193157	82102.6562	96.9132156
0.000272234972	78017.6797	86.3220062
0.00028727676300000003	73470.6406	77.9259949
0.000302318553	69271.1953	71.2385483
0.00031736036800000003	65404.8438	65.6722794
0.00033240215900000005	61645.7578	60.6076584
0.000347443949	57483.25	56.1922226
0.00036248576400000005	53811.9727	52.3901253
0.00037752755500000006	50462.8516	48.9024162
0.000392569369	47070.4336	45.6881027
0.00040761116	44004.5273	42.6752205
0.000422652951	40983.6797	40.0631905
0.00043769474100000005	37894.6836	37.5557404
0.000452736579	35132.4453	35.2644768
0.00046777837000000006	32463.6641	33.1184273
0.000482820161	30126.2715	31.1231976
0.000497861952	27858.3809	29.299633
0.0005129037420000001	25677.7598	27.5250816
0.0005279455330000001	23706.4785	25.876791
0.000542987371	21860.8613	24.396513
0.000558029162	20043.7363	22.8947544
0.0005730709530000001	18346.5254	21.5521717
0.0005881127440000001	16824.1777	20.2891407
0.000603154534	15400.6553	19.0769196
0.000618196372	14081.0039	17.8345795
0.000633238163	12936.0791	16.3920002
0.000648279954	11821.8496	15.1946964
0.0006633217450000001	10739.1855	14.2117691
0.000678363536	9785.73535	13.4085579
0.000693405326	8883.72461	12.6317921
0.0007084471640000001	8067.46191	11.8923702
0.0007234889550000001	7328.01123	11.2033739
0.000738530746	6611.06494	10.5075684
0.0007535725370000001	5962.26465	9.87803745
0.000768614328	5385.19775	9.29760265
0.0007836561650000001	4861.04248	8.74751663
0.000798697956	4365.10693	8.21636009
0.000813739747	3913.60718	7.70267534
0.0008287815380000001	3530.1394	7.25483179
0.000843823329	3154.29468	6.80775309
0.0008588651200000001	2807.11768	6.36440134
0.0008739069100000001	2519.60986	5.986166
0.0008889487010000001	2257.39722	5.62464428
0.0009039905850000001	1993.74658	5.2490592
0.0009190323760000001	1766.2738	4.91372633
0.000934074167	1566.57031	4.59183693
0.000949115958	1389.46094	4.30373526
0.0009641577490000001	1219.88135	4.0115509
0.00097919954	1072.53699	3.74080563
0.000994241331	951.081238	3.50840092
0.0010092831199999999	829.12207	3.26483941
0.0010243249100000001	719.916687	3.03553033
0.0010393667000000001	633.661011	2.84144974
0.0010544084900000002	552.261719	2.64706779
0.00106945038	484.067627	2.4767518
0.00108449217	420.330872	2.30398917
0.00109953396	366.955353	2.15738034
0.00111457575	322.206696	2.02381897
0.00112961754	278.315338	1.88409495
0.0011446593300000001	247.355637	1.7800864
0.0011597011200000001	221.418686	1.68341792
0.0011747429100000002	198.766205	1.60518408
0.00118978471	175.604156	1.50931799
0.0012048265000000002	162.077759	1.45404577
0.0012198682900000002	148.645096	1.39499688
0.00123491017	136.029968	1.33448815
