<X>, <Y>, <dY>
1.092504590000000e-04, 2.539175000000000e+05, 2.736561280000000e+03
1.243581760000000e-04, 1.221587500000000e+04, 1.137961430000000e+03
1.394658820000000e-04, -1.133563120000000e+05, 6.126342770000000e+02
1.545735980000000e-04, -3.994812500000000e+03, 3.611800840000000e+02
1.696813040000000e-04, -1.941875000000000e+03, 2.248774870000000e+02
1.847890210000000e-04, 5.077109380000000e+02, 1.582255860000000e+02
1.998967260000000e-04, 2.448847660000000e+03, 1.198293230000000e+02
2.150044310000000e-04, 2.517859380000000e+03, 9.405945590000000e+01
2.301121600000000e-04, 2.331306640000000e+03, 7.604448700000000e+01
2.452198650000000e-04, 2.285845700000000e+03, 6.289004140000000e+01
2.603275700000000e-04, 2.158654300000000e+03, 5.290228650000000e+01
2.754352750000000e-04, 2.070073240000000e+03, 4.535595700000000e+01
2.905429810000000e-04, 1.928696290000000e+03, 3.860861590000000e+01
3.056507090000000e-04, 1.871002440000000e+03, 3.294845960000000e+01
3.207584140000001e-04, 1.825842290000000e+03, 2.858644100000000e+01
3.358661200000000e-04, 1.824504390000000e+03, 2.572913740000000e+01
3.509738250000000e-04, 1.776545650000000e+03, 2.358266260000000e+01
3.660815540000000e-04, 1.752152340000000e+03, 2.160570340000000e+01
3.811892590000000e-04, 1.758312500000000e+03, 2.004828070000000e+01
3.962969870000000e-04, 1.664762210000000e+03, 1.853437810000000e+01
4.114046690000001e-04, 1.685170410000000e+03, 1.752668190000000e+01
4.265123980000001e-04, 1.693306880000000e+03, 1.664269450000000e+01
4.416200800000000e-04, 1.645278930000000e+03, 1.569447140000000e+01
4.567278080000000e-04, 1.642774900000000e+03, 1.500706290000000e+01
4.718355370000000e-04, 1.599797610000000e+03, 1.424047090000000e+01
4.869432190000000e-04, 1.553854740000000e+03, 1.359769540000000e+01
5.020509470000000e-04, 1.515872440000000e+03, 1.302906890000000e+01
5.171586760000000e-04, 1.522472050000000e+03, 1.257771400000000e+01
5.322663580000001e-04, 1.484710820000000e+03, 1.201423930000000e+01
5.473740860000001e-04, 1.435754880000000e+03, 1.146023270000000e+01
5.624817680000000e-04, 1.382946290000000e+03, 1.093479920000000e+01
5.775894970000000e-04, 1.360064700000000e+03, 1.060821150000000e+01
5.926972260000001e-04, 1.325644410000000e+03, 1.023051170000000e+01
6.078049070000000e-04, 1.288341310000000e+03, 9.842934610000000e+00
6.229126360000000e-04, 1.248308960000000e+03, 9.492540360000000e+00
6.380203180000000e-04, 1.208973880000000e+03, 9.147289280000001e+00
6.531280470000000e-04, 1.174197630000000e+03, 8.848595619999999e+00
6.682357750000000e-04, 1.142832890000000e+03, 8.561264990000000e+00
6.833434570000000e-04, 1.114660280000000e+03, 8.306127549999999e+00
6.984511860000000e-04, 1.079946170000000e+03, 8.040129660000000e+00
7.135589140000000e-04, 1.046201660000000e+03, 7.793204310000000e+00
7.286665960000000e-04, 1.007000370000000e+03, 7.543708800000000e+00
7.437743250000000e-04, 1.001839050000000e+03, 7.403578280000000e+00
7.588820070000001e-04, 9.613409420000000e+02, 7.151409630000000e+00
7.739897350000001e-04, 9.222324220000000e+02, 6.915637490000000e+00
7.890974170000001e-04, 8.998782960000000e+02, 6.741716860000000e+00
8.042051460000000e-04, 8.719453119999999e+02, 6.555357460000000e+00
8.193128740000000e-04, 8.347241210000000e+02, 6.332133770000000e+00
8.344206030000001e-04, 8.054957280000000e+02, 6.144160270000000e+00
8.495283310000001e-04, 7.778850710000000e+02, 5.980482580000000e+00
8.646359669999999e-04, 7.574175420000000e+02, 5.848469730000000e+00
8.797436949999999e-04, 7.390962520000000e+02, 5.708112720000000e+00
8.948514240000000e-04, 7.038441160000000e+02, 5.506482120000000e+00
9.099591520000000e-04, 6.797205200000000e+02, 5.368753910000000e+00
9.250668809999999e-04, 6.546351930000000e+02, 5.222149850000000e+00
9.401745160000001e-04, 6.257045900000001e+02, 5.061498640000000e+00
9.552822450000000e-04, 6.014780270000000e+02, 4.921991830000000e+00
9.703899730000000e-04, 5.801021120000000e+02, 4.776069160000000e+00
9.854977020000001e-04, 5.716463620000000e+02, 4.699209210000000e+00
1.000605430000000e-03, 5.364160160000000e+02, 4.529168130000000e+00
1.015713070000000e-03, 5.144190670000000e+02, 4.404350760000000e+00
1.030820790000000e-03, 4.952698970000000e+02, 4.277070520000000e+00
1.045928520000000e-03, 4.841343380000000e+02, 4.198979380000000e+00
1.061036250000000e-03, 4.558240050000000e+02, 4.034994130000000e+00
1.076143980000000e-03, 4.403809200000000e+02, 3.941503760000000e+00
1.091251710000000e-03, 4.223964230000000e+02, 3.834202050000000e+00
1.106359340000000e-03, 4.071203310000000e+02, 3.742381810000000e+00
1.121467070000000e-03, 3.890883180000000e+02, 3.628333810000000e+00
1.136574800000000e-03, 3.775955810000000e+02, 3.553308490000000e+00
1.151682530000000e-03, 3.600677490000000e+02, 3.442670350000000e+00
1.166790260000000e-03, 3.449997860000000e+02, 3.351292850000000e+00
1.181897890000000e-03, 3.260257870000000e+02, 3.232727290000000e+00
1.197005620000000e-03, 3.166020200000000e+02, 3.172596220000000e+00
1.212113350000000e-03, 3.047356870000000e+02, 3.096952200000000e+00
1.227221080000000e-03, 2.936335140000000e+02, 3.022670750000000e+00
1.242328810000000e-03, 2.794724120000000e+02, 2.930466650000000e+00
1.257436440000000e-03, 2.677023320000000e+02, 2.855756520000000e+00
1.272544170000000e-03, 2.572416990000000e+02, 2.781580920000000e+00
1.287651900000000e-03, 2.515642090000000e+02, 2.733256100000000e+00
1.302759630000000e-03, 2.390725100000000e+02, 2.645442010000000e+00
1.317867360000000e-03, 2.324103240000000e+02, 2.603348260000000e+00
1.332974990000000e-03, 2.243236850000000e+02, 2.539225580000000e+00
1.348082720000000e-03, 2.144208680000000e+02, 2.469623330000000e+00
1.363190450000000e-03, 2.027757260000000e+02, 2.397607560000000e+00
1.378298180000000e-03, 1.957281040000000e+02, 2.349099160000000e+00
1.393405910000000e-03, 1.859097290000000e+02, 2.277482990000000e+00
1.408513640000000e-03, 1.777470550000000e+02, 2.224708560000000e+00
1.423621270000000e-03, 1.704550480000000e+02, 2.161846640000000e+00
1.438729000000000e-03, 1.650288240000000e+02, 2.115779160000000e+00
1.453836730000000e-03, 1.577456510000000e+02, 2.058590890000000e+00
1.468944460000000e-03, 1.547620540000000e+02, 2.033225770000000e+00
1.484052180000000e-03, 1.446683200000000e+02, 1.963760500000000e+00
1.499159820000000e-03, 1.399799500000000e+02, 1.932183030000000e+00
1.514267550000000e-03, 1.343121490000000e+02, 1.874637840000000e+00
1.529375280000000e-03, 1.327153170000000e+02, 1.857751610000000e+00
1.544483010000000e-03, 1.254492110000000e+02, 1.804343100000000e+00
1.559590730000000e-03, 1.202627720000000e+02, 1.756059290000000e+00
1.574698460000000e-03, 1.194901810000000e+02, 1.754346850000000e+00
1.589806190000000e-03, 1.135374760000000e+02, 1.698424220000000e+00
1.604913920000000e-03, 1.078420560000000e+02, 1.653069620000000e+00
1.620021460000000e-03, 1.053256300000000e+02, 1.630964990000000e+00
1.635129190000000e-03, 1.006439900000000e+02, 1.588509920000000e+00
1.650236920000000e-03, 9.565739440000000e+01, 1.548321600000000e+00
1.665344650000000e-03, 9.386108400000001e+01, 1.527285580000000e+00
1.680452380000000e-03, 9.170604710000001e+01, 1.510438560000000e+00
1.695560110000000e-03, 8.609425349999999e+01, 1.458201410000000e+00
1.710667830000000e-03, 8.575267030000001e+01, 1.448239680000000e+00
1.725775560000000e-03, 8.238377380000000e+01, 1.414539100000000e+00
1.740883290000000e-03, 7.913407140000000e+01, 1.383688090000000e+00
