<X>, <Y>, <dY>
2.120677610000000e-04, 1.311453910000000e+05, 2.443167570000000e+02
2.271095760000000e-04, 1.245008590000000e+05, 1.560937190000000e+02
2.421513670000000e-04, 1.178012030000000e+05, 1.269742890000000e+02
2.571931570000000e-04, 1.106175160000000e+05, 1.095857160000000e+02
2.722349720000000e-04, 1.039193200000000e+05, 9.718773650000000e+01
2.872767630000000e-04, 9.770834380000000e+04, 8.776009370000000e+01
3.023185530000000e-04, 9.132380469999999e+04, 7.993847660000000e+01
3.173603680000000e-04, 8.518350780000001e+04, 7.327330019999999e+01
3.324021590000000e-04, 7.954099219999999e+04, 6.728694920000000e+01
3.474439490000000e-04, 7.455251560000000e+04, 6.264122390000000e+01
3.624857640000000e-04, 6.948512500000000e+04, 5.824810030000000e+01
3.775275550000001e-04, 6.482466410000000e+04, 5.421789930000000e+01
3.925693690000000e-04, 6.022266800000000e+04, 5.057782360000000e+01
4.076111600000000e-04, 5.547149610000000e+04, 4.690198140000000e+01
4.226529510000000e-04, 5.123708590000000e+04, 4.386813740000000e+01
4.376947410000000e-04, 4.732275000000000e+04, 4.110323330000000e+01
4.527365790000000e-04, 4.365043360000000e+04, 3.848868940000000e+01
4.677783700000001e-04, 4.006496480000000e+04, 3.603221890000000e+01
4.828201610000000e-04, 3.673354690000000e+04, 3.366681290000000e+01
4.978619520000000e-04, 3.360890620000000e+04, 3.151984210000000e+01
5.129037420000001e-04, 3.079764840000000e+04, 2.953088570000000e+01
5.279455330000001e-04, 2.810172270000000e+04, 2.759708020000000e+01
5.429873710000000e-04, 2.560266210000000e+04, 2.585983660000000e+01
5.580291620000000e-04, 2.332618160000000e+04, 2.420624540000000e+01
5.730709530000001e-04, 2.115217190000000e+04, 2.267592240000000e+01
5.881127440000001e-04, 1.918802340000000e+04, 2.123580930000000e+01
6.031545340000000e-04, 1.736322460000000e+04, 1.985372920000000e+01
6.181963720000000e-04, 1.571470310000000e+04, 1.847741510000000e+01
6.332381630000001e-04, 1.419737110000000e+04, 1.682853320000000e+01
6.482799540000000e-04, 1.282548930000000e+04, 1.551632020000000e+01
6.633217450000001e-04, 1.153259180000000e+04, 1.444349290000000e+01
6.783635360000000e-04, 1.032379300000000e+04, 1.349751190000000e+01
6.934053260000000e-04, 9.229535159999999e+03, 1.262789440000000e+01
7.084471640000001e-04, 8.235426760000000e+03, 1.178219130000000e+01
7.234889550000001e-04, 7.356472660000000e+03, 1.101268670000000e+01
7.385307460000000e-04, 6.541579590000000e+03, 1.026355270000000e+01
7.535725370000001e-04, 5.778651370000000e+03, 9.546814919999999e+00
7.686143280000000e-04, 5.106432130000000e+03, 8.891394620000000e+00
7.836561650000001e-04, 4.520933590000000e+03, 8.286948199999999e+00
7.986979560000000e-04, 3.984416990000000e+03, 7.714694980000000e+00
8.137397470000000e-04, 3.494476560000000e+03, 7.159854410000000e+00
8.287815380000001e-04, 3.063146730000000e+03, 6.649796490000000e+00
8.438233290000000e-04, 2.681695560000000e+03, 6.184859750000000e+00
8.588651200000001e-04, 2.343691160000000e+03, 5.734848500000000e+00
8.739069100000001e-04, 2.035713380000000e+03, 5.310518260000000e+00
8.889487010000001e-04, 1.763194340000000e+03, 4.913502220000000e+00
9.039905850000001e-04, 1.518207150000000e+03, 4.530178070000000e+00
9.190323760000001e-04, 1.318150020000000e+03, 4.207448010000000e+00
9.340741670000000e-04, 1.128134770000000e+03, 3.873689650000000e+00
9.491159580000000e-04, 9.645288700000000e+02, 3.573373560000000e+00
9.641577490000001e-04, 8.284622800000000e+02, 3.295821430000000e+00
9.791995400000001e-04, 7.138743899999999e+02, 3.056083440000000e+00
9.942413310000001e-04, 6.112948610000000e+02, 2.824568030000000e+00
1.009283120000000e-03, 5.293349610000000e+02, 2.629264830000000e+00
1.024324910000000e-03, 4.506665040000000e+02, 2.433574910000000e+00
1.039366700000000e-03, 3.872059020000000e+02, 2.258784290000000e+00
1.054408490000000e-03, 3.390209050000000e+02, 2.114325520000000e+00
1.069450380000000e-03, 3.008793640000000e+02, 1.994819160000000e+00
1.084492170000000e-03, 2.648125610000000e+02, 1.869489550000000e+00
1.099533960000000e-03, 2.440658260000000e+02, 1.796812530000000e+00
1.114575750000000e-03, 2.240729370000000e+02, 1.715850470000000e+00
1.129617540000000e-03, 2.106523740000000e+02, 1.660892130000000e+00
1.144659330000000e-03, 1.971050420000000e+02, 1.599265580000000e+00
1.159701120000000e-03, 1.899640350000000e+02, 1.559011340000000e+00
1.174742910000000e-03, 1.854040830000000e+02, 1.530202150000000e+00
1.189784710000000e-03, 1.836229860000000e+02, 1.510161400000000e+00
1.204826500000000e-03, 1.778273470000000e+02, 1.474261880000000e+00
1.219868290000000e-03, 1.784206700000000e+02, 1.462808730000000e+00
1.234910170000000e-03, 1.772615970000000e+02, 1.443316100000000e+00
1.249951960000000e-03, 1.791204530000000e+02, 1.437771440000000e+00
1.264993750000000e-03, 1.786694790000000e+02, 1.419620990000000e+00
1.280035540000000e-03, 1.802935940000000e+02, 1.413359640000000e+00
1.295077340000000e-03, 1.799703980000000e+02, 1.398384210000000e+00
1.310119130000000e-03, 1.794091030000000e+02, 1.385211230000000e+00
1.325160920000000e-03, 1.733891300000000e+02, 1.354045030000000e+00
1.340202710000000e-03, 1.707010800000000e+02, 1.331401110000000e+00
1.355244500000000e-03, 1.675311890000000e+02, 1.313627960000000e+00
1.370286290000000e-03, 1.649839320000000e+02, 1.293908360000000e+00
