<X>, <Y>, <dY>
1.092504590000000e-04, -5.057775000000000e+05, 2.283899410000000e+03
1.243581760000000e-04, -1.154487500000000e+04, 1.082540650000000e+03
1.394658820000000e-04, 1.008470620000000e+05, 6.790783690000000e+02
1.545735980000000e-04, 6.836156250000000e+04, 3.850066220000000e+02
1.696813040000000e-04, 4.620198440000000e+04, 2.520249940000000e+02
1.847890210000000e-04, 3.837028910000000e+04, 1.843413240000000e+02
1.998967260000000e-04, 3.312968750000000e+04, 1.442827450000000e+02
2.150044310000000e-04, 2.912397270000000e+04, 1.180400090000000e+02
2.301121600000000e-04, 2.661871880000000e+04, 1.003451160000000e+02
2.452198650000000e-04, 2.384320310000000e+04, 8.620070650000000e+01
2.603275700000000e-04, 2.125026170000000e+04, 7.529846190000001e+01
2.754352750000000e-04, 1.917231250000000e+04, 6.671739200000000e+01
2.905429810000000e-04, 1.688488280000000e+04, 5.754668810000000e+01
3.056507090000000e-04, 1.498818950000000e+04, 4.989155200000000e+01
3.207584140000001e-04, 1.395391600000000e+04, 4.444146730000000e+01
3.358661200000000e-04, 1.232820510000000e+04, 3.986103820000000e+01
3.509738250000000e-04, 1.090823630000000e+04, 3.642421340000000e+01
3.660815540000000e-04, 1.007605180000000e+04, 3.384466170000000e+01
3.811892590000000e-04, 9.175449220000000e+03, 3.130845450000000e+01
3.962969870000000e-04, 8.303418949999999e+03, 2.901982500000000e+01
4.114046690000001e-04, 7.558273930000000e+03, 2.706562610000000e+01
4.265123980000001e-04, 6.788196780000000e+03, 2.507578470000000e+01
4.416200800000000e-04, 6.336146000000000e+03, 2.367959400000000e+01
4.567278080000000e-04, 5.879110840000000e+03, 2.232493780000000e+01
4.718355370000000e-04, 5.418295900000000e+03, 2.101156810000000e+01
4.869432190000000e-04, 4.943425780000000e+03, 1.971525960000000e+01
5.020509470000000e-04, 4.632704590000000e+03, 1.879005050000000e+01
5.171586760000000e-04, 4.305565430000000e+03, 1.776166730000000e+01
5.322663580000001e-04, 4.046058590000000e+03, 1.688812260000000e+01
5.473740860000001e-04, 3.804857180000000e+03, 1.605746270000000e+01
5.624817680000000e-04, 3.577297360000000e+03, 1.529760170000000e+01
5.775894970000000e-04, 3.316281250000000e+03, 1.453691390000000e+01
5.926972260000001e-04, 3.092911380000000e+03, 1.383893590000000e+01
6.078049070000000e-04, 2.873011230000000e+03, 1.311783500000000e+01
6.229126360000000e-04, 2.702146000000000e+03, 1.254050540000000e+01
6.380203180000000e-04, 2.544446530000000e+03, 1.197871400000000e+01
6.531280470000000e-04, 2.404676760000000e+03, 1.149381540000000e+01
6.682357750000000e-04, 2.268427980000000e+03, 1.102400490000000e+01
6.833434570000000e-04, 2.131737790000000e+03, 1.055869670000000e+01
6.984511860000000e-04, 2.007347290000000e+03, 1.012739750000000e+01
7.135589140000000e-04, 1.885192870000000e+03, 9.684409140000000e+00
7.286665960000000e-04, 1.796726560000000e+03, 9.363952640000001e+00
7.437743250000000e-04, 1.697550780000000e+03, 8.997507100000000e+00
7.588820070000001e-04, 1.596940430000000e+03, 8.634890560000001e+00
7.739897350000001e-04, 1.495004390000000e+03, 8.259104730000001e+00
7.890974170000001e-04, 1.424535640000000e+03, 7.991355420000000e+00
8.042051460000000e-04, 1.340517460000000e+03, 7.673713680000000e+00
8.193128740000000e-04, 1.272989870000000e+03, 7.396504400000000e+00
8.344206030000001e-04, 1.216922120000000e+03, 7.159974100000000e+00
8.495283310000001e-04, 1.150078120000000e+03, 6.894499300000000e+00
8.646359669999999e-04, 1.090049440000000e+03, 6.664176460000000e+00
8.797436949999999e-04, 1.015471500000000e+03, 6.370636460000000e+00
8.948514240000000e-04, 9.688045040000000e+02, 6.166825290000000e+00
9.099591520000000e-04, 9.282702640000000e+02, 5.981273650000000e+00
9.250668809999999e-04, 8.866361080000000e+02, 5.806658270000000e+00
9.401745160000001e-04, 8.296532590000000e+02, 5.572807790000000e+00
9.552822450000000e-04, 7.852891240000000e+02, 5.382682320000000e+00
9.703899730000000e-04, 7.517242430000000e+02, 5.214485170000000e+00
9.854977020000001e-04, 7.175451660000000e+02, 5.059467320000000e+00
1.000605430000000e-03, 6.735159910000000e+02, 4.880945210000000e+00
1.015713070000000e-03, 6.412771000000000e+02, 4.732165340000000e+00
1.030820790000000e-03, 6.154133910000000e+02, 4.598402980000000e+00
1.045928520000000e-03, 5.875736690000000e+02, 4.456054210000000e+00
1.061036250000000e-03, 5.460346680000000e+02, 4.255115030000000e+00
1.076143980000000e-03, 5.327432860000000e+02, 4.184687140000000e+00
1.091251710000000e-03, 5.053439330000000e+02, 4.046622750000000e+00
1.106359340000000e-03, 4.818266300000000e+02, 3.925362350000000e+00
1.121467070000000e-03, 4.561669920000000e+02, 3.786466120000000e+00
1.136574800000000e-03, 4.365683590000000e+02, 3.686023000000000e+00
1.151682530000000e-03, 4.187293400000000e+02, 3.584320070000000e+00
1.166790260000000e-03, 3.993778380000000e+02, 3.479093310000000e+00
1.181897890000000e-03, 3.828561400000000e+02, 3.398752210000000e+00
1.197005620000000e-03, 3.653828120000000e+02, 3.294227600000000e+00
1.212113350000000e-03, 3.510871890000000e+02, 3.213786360000000e+00
1.227221080000000e-03, 3.330548400000000e+02, 3.115270850000000e+00
1.242328810000000e-03, 3.214179080000000e+02, 3.041358950000000e+00
1.257436440000000e-03, 3.038959350000000e+02, 2.939841030000000e+00
1.272544170000000e-03, 2.962589720000000e+02, 2.891504050000000e+00
1.287651900000000e-03, 2.815983280000000e+02, 2.799875970000000e+00
1.302759630000000e-03, 2.671597600000000e+02, 2.722460510000000e+00
1.317867360000000e-03, 2.519551240000000e+02, 2.633584260000000e+00
1.332974990000000e-03, 2.416290440000000e+02, 2.561815020000000e+00
1.348082720000000e-03, 2.341520690000000e+02, 2.509982350000000e+00
1.363190450000000e-03, 2.243651730000000e+02, 2.443463330000000e+00
1.378298180000000e-03, 2.170035860000000e+02, 2.394022230000000e+00
1.393405910000000e-03, 2.067814940000000e+02, 2.319617030000000e+00
1.408513640000000e-03, 2.031840060000000e+02, 2.288876300000000e+00
1.423621270000000e-03, 1.946919710000000e+02, 2.233148100000000e+00
1.438729000000000e-03, 1.822072140000000e+02, 2.152440070000000e+00
1.453836730000000e-03, 1.784554600000000e+02, 2.119513030000000e+00
1.468944460000000e-03, 1.732090760000000e+02, 2.083271740000000e+00
1.484052180000000e-03, 1.637385860000000e+02, 2.018782850000000e+00
1.499159820000000e-03, 1.593145290000000e+02, 1.990934130000000e+00
1.514267550000000e-03, 1.498947450000000e+02, 1.917368770000000e+00
1.529375280000000e-03, 1.501478730000000e+02, 1.910916690000000e+00
1.544483010000000e-03, 1.428283690000000e+02, 1.857160210000000e+00
1.559590730000000e-03, 1.367467800000000e+02, 1.809641600000000e+00
1.574698460000000e-03, 1.307873840000000e+02, 1.766638990000000e+00
1.589806190000000e-03, 1.301146850000000e+02, 1.753725410000000e+00
1.604913920000000e-03, 1.246565170000000e+02, 1.714700220000000e+00
1.620021460000000e-03, 1.195290450000000e+02, 1.676592110000000e+00
1.635129190000000e-03, 1.156342090000000e+02, 1.644584770000000e+00
1.650236920000000e-03, 1.112870330000000e+02, 1.604470610000000e+00
1.665344650000000e-03, 1.075483550000000e+02, 1.570260640000000e+00
1.680452380000000e-03, 1.042502140000000e+02, 1.546826960000000e+00
1.695560110000000e-03, 1.013644100000000e+02, 1.516528250000000e+00
