<X>, <Y>
2.452198650000000e-04, 1.494327832031250e+04
2.603275700000000e-04, 1.362173730468750e+04
2.754352750000000e-04, 1.244354785156250e+04
2.905429810000000e-04, 1.139328906250000e+04
3.056507090000000e-04, 1.045517285156250e+04
3.207584140000001e-04, 9.614268554687500e+03
3.358661200000000e-04, 8.857270507812500e+03
3.509738250000000e-04, 8.172876464843750e+03
3.660815540000000e-04, 7.551812011718750e+03
3.811892590000000e-04, 6.986626464843750e+03
3.962969870000000e-04, 6.471365234375000e+03
4.114046690000001e-04, 6.001171875000000e+03
4.265123980000001e-04, 5.571944335937500e+03
4.416200800000000e-04, 5.180039550781250e+03
4.567278080000000e-04, 4.822084472656250e+03
4.718355370000000e-04, 4.494880371093750e+03
4.869432190000000e-04, 4.195385742187500e+03
5.020509470000000e-04, 3.920727050781250e+03
5.171586760000000e-04, 3.668260498046875e+03
5.322663580000001e-04, 3.435618408203125e+03
5.473740860000001e-04, 3.220734863281250e+03
5.624817680000000e-04, 3.021843505859375e+03
5.775894970000000e-04, 2.837453369140625e+03
5.926972260000001e-04, 2.666301757812500e+03
6.078049070000000e-04, 2.507310058593750e+03
6.229126360000000e-04, 2.359524658203125e+03
6.380203180000000e-04, 2.222068115234375e+03
6.531280470000000e-04, 2.094120361328125e+03
6.682357750000000e-04, 1.974905029296875e+03
6.833434570000000e-04, 1.863680541992188e+03
6.984511860000000e-04, 1.759760253906250e+03
7.135589140000000e-04, 1.662510253906250e+03
7.286665960000000e-04, 1.571373535156250e+03
7.437743250000000e-04, 1.485858276367188e+03
7.588820070000001e-04, 1.405546142578125e+03
7.739897350000001e-04, 1.330077636718750e+03
7.890974170000001e-04, 1.259137817382812e+03
8.042051460000000e-04, 1.192447265625000e+03
8.193128740000000e-04, 1.129745849609375e+03
8.344206030000001e-04, 1.070783203125000e+03
8.495283310000001e-04, 1.015315979003906e+03
8.646359669999999e-04, 9.631072998046875e+02
8.797436949999999e-04, 9.139280395507812e+02
8.948514240000000e-04, 8.675644531250000e+02
9.099591520000000e-04, 8.238206787109375e+02
9.250668809999999e-04, 7.825200805664062e+02
9.401745160000001e-04, 7.435097656250000e+02
9.552822450000000e-04, 7.066527099609375e+02
9.703899730000000e-04, 6.718286743164062e+02
9.854977020000001e-04, 6.389282226562500e+02
1.000605430000000e-03, 6.078471069335938e+02
1.015713070000000e-03, 5.784837036132812e+02
1.030820790000000e-03, 5.507375488281250e+02
1.045928520000000e-03, 5.245084838867188e+02
1.061036250000000e-03, 4.997000122070312e+02
1.076143980000000e-03, 4.762197570800781e+02
1.091251710000000e-03, 4.539817504882812e+02
1.106359340000000e-03, 4.329095458984375e+02
1.121467070000000e-03, 4.129350891113281e+02
1.136574800000000e-03, 3.939980468750000e+02
1.151682530000000e-03, 3.760456237792969e+02
1.166790260000000e-03, 3.590299377441406e+02
1.181897890000000e-03, 3.429046630859375e+02
1.197005620000000e-03, 3.276250915527344e+02
1.212113350000000e-03, 3.131459960937500e+02
1.227221080000000e-03, 2.994222106933594e+02
1.242328810000000e-03, 2.864091491699219e+02
1.257436440000000e-03, 2.740637512207031e+02
1.272544170000000e-03, 2.623456115722656e+02
1.287651900000000e-03, 2.512174377441406e+02
1.302759630000000e-03, 2.406467895507812e+02
1.317867360000000e-03, 2.306040496826172e+02
1.332974990000000e-03, 2.210630493164062e+02
1.348082720000000e-03, 2.119997253417969e+02
1.363190450000000e-03, 2.033907928466797e+02
1.378298180000000e-03, 1.952134857177734e+02
1.393405910000000e-03, 1.874448547363281e+02
1.408513640000000e-03, 1.800616760253906e+02
1.423621270000000e-03, 1.730408020019531e+02
1.438729000000000e-03, 1.663600311279297e+02
1.453836730000000e-03, 1.599985656738281e+02
1.468944460000000e-03, 1.539373779296875e+02
1.484052180000000e-03, 1.481599121093750e+02
1.499159820000000e-03, 1.426514587402344e+02
1.514267550000000e-03, 1.373993072509766e+02
1.529375280000000e-03, 1.323916320800781e+02
1.544483010000000e-03, 1.276174621582031e+02
1.559590730000000e-03, 1.230659103393555e+02
1.574698460000000e-03, 1.187257308959961e+02
1.589806190000000e-03, 1.145854949951172e+02
1.604913920000000e-03, 1.106339111328125e+02
1.620021460000000e-03, 1.068597335815430e+02
1.635129190000000e-03, 1.032524032592773e+02
1.650236920000000e-03, 9.980257415771484e+01
1.665344650000000e-03, 9.650185394287109e+01
1.680452380000000e-03, 9.334309387207031e+01
