<X>, <Y>, <dY>
2.120677610000000e-04, 4.308382030000000e+04, 1.653486020000000e+02
2.271095760000000e-04, 4.569448050000000e+04, 1.035433960000000e+02
2.421513670000000e-04, 4.650702730000000e+04, 8.488951110000001e+01
2.571931570000000e-04, 4.440641410000000e+04, 7.290125270000000e+01
2.722349720000000e-04, 4.269341410000000e+04, 6.514707180000001e+01
2.872767630000000e-04, 4.019802340000000e+04, 5.854743190000000e+01
3.023185530000000e-04, 3.796246880000000e+04, 5.346508030000000e+01
3.173603680000000e-04, 3.584738670000000e+04, 4.921043400000000e+01
3.324021590000000e-04, 3.384734770000000e+04, 4.538409810000000e+01
3.474439490000000e-04, 3.200410940000000e+04, 4.238456730000000e+01
3.624857640000000e-04, 3.016633590000000e+04, 3.957893750000000e+01
3.775275550000001e-04, 2.825525200000000e+04, 3.685491180000000e+01
3.925693690000000e-04, 2.653038280000000e+04, 3.455522920000000e+01
4.076111600000000e-04, 2.503400200000000e+04, 3.242716600000000e+01
4.226529510000000e-04, 2.346891800000000e+04, 3.051451680000000e+01
4.376947410000000e-04, 2.208253320000000e+04, 2.886070440000000e+01
4.527365790000000e-04, 2.069185550000000e+04, 2.721917150000000e+01
4.677783700000001e-04, 1.931653520000000e+04, 2.568664930000000e+01
4.828201610000000e-04, 1.809905660000000e+04, 2.426148410000000e+01
4.978619520000000e-04, 1.689263280000000e+04, 2.294626430000000e+01
5.129037420000001e-04, 1.570010350000000e+04, 2.161917880000000e+01
5.279455330000001e-04, 1.476058400000000e+04, 2.052510450000000e+01
5.429873710000000e-04, 1.377852640000000e+04, 1.945708660000000e+01
5.580291620000000e-04, 1.279452440000000e+04, 1.837143710000000e+01
5.730709530000001e-04, 1.191053420000000e+04, 1.743878560000000e+01
5.881127440000001e-04, 1.110213960000000e+04, 1.655079080000000e+01
6.031545340000000e-04, 1.028629790000000e+04, 1.565155600000000e+01
6.181963720000000e-04, 9.552805660000000e+03, 1.475183300000000e+01
6.332381630000001e-04, 8.878583979999999e+03, 1.362051580000000e+01
6.482799540000000e-04, 8.286419920000000e+03, 1.276595880000000e+01
6.633217450000001e-04, 7.693644040000000e+03, 1.207607750000000e+01
6.783635360000000e-04, 7.128112790000000e+03, 1.147628970000000e+01
6.934053260000000e-04, 6.589005370000000e+03, 1.090796470000000e+01
7.084471640000001e-04, 6.097063480000000e+03, 1.036504840000000e+01
7.234889550000001e-04, 5.646359860000000e+03, 9.858764649999999e+00
7.385307460000000e-04, 5.234751950000000e+03, 9.377494810000000e+00
7.535725370000001e-04, 4.835661620000000e+03, 8.913549420000001e+00
7.686143280000000e-04, 4.482026860000000e+03, 8.497719760000001e+00
7.836561650000001e-04, 4.157758300000000e+03, 8.100363730000000e+00
7.986979560000000e-04, 3.827967530000000e+03, 7.701723100000000e+00
8.137397470000000e-04, 3.534605220000000e+03, 7.327733520000000e+00
8.287815380000001e-04, 3.283885740000000e+03, 6.995302200000000e+00
8.438233290000000e-04, 3.013287350000000e+03, 6.643760680000000e+00
8.588651200000001e-04, 2.776040280000000e+03, 6.318711760000000e+00
8.739069100000001e-04, 2.561988530000000e+03, 6.023863320000000e+00
8.889487010000001e-04, 2.355725830000000e+03, 5.727532390000000e+00
9.039905850000001e-04, 2.170682860000000e+03, 5.459917550000000e+00
9.190323760000001e-04, 1.992022950000000e+03, 5.194531920000000e+00
9.340741670000000e-04, 1.816627080000000e+03, 4.912832740000000e+00
9.491159580000000e-04, 1.674586790000000e+03, 4.691309450000000e+00
9.641577490000001e-04, 1.537251340000000e+03, 4.459530830000000e+00
9.791995400000001e-04, 1.411513550000000e+03, 4.245654580000000e+00
9.942413310000001e-04, 1.291429440000000e+03, 4.033677580000000e+00
1.009283120000000e-03, 1.189251460000000e+03, 3.848162890000000e+00
1.024324910000000e-03, 1.090121700000000e+03, 3.665528770000000e+00
1.039366700000000e-03, 9.933538820000000e+02, 3.475944280000000e+00
1.054408490000000e-03, 9.026405030000000e+02, 3.295757770000000e+00
