<X>, <Y>, <dY>
2.120677610000000e-04, 1.339550000000000e+05, 2.492991940000000e+02
2.271095760000000e-04, 1.272376720000000e+05, 1.596954650000000e+02
2.421513670000000e-04, 1.193045230000000e+05, 1.293317720000000e+02
2.571931570000000e-04, 1.118775780000000e+05, 1.115702210000000e+02
2.722349720000000e-04, 1.043247340000000e+05, 9.859461980000000e+01
2.872767630000000e-04, 9.760566409999999e+04, 8.879353330000001e+01
3.023185530000000e-04, 9.098014840000001e+04, 8.075954440000000e+01
3.173603680000000e-04, 8.462909380000000e+04, 7.397724150000001e+01
3.324021590000000e-04, 7.804962500000000e+04, 6.748211670000001e+01
3.474439490000000e-04, 7.241718750000000e+04, 6.253342820000000e+01
3.624857640000000e-04, 6.650722659999999e+04, 5.774639890000000e+01
3.775275550000001e-04, 6.121209770000000e+04, 5.339799500000000e+01
3.925693690000000e-04, 5.629230080000000e+04, 4.952547840000000e+01
4.076111600000000e-04, 5.159940230000000e+04, 4.583765410000000e+01
4.226529510000000e-04, 4.716539840000000e+04, 4.265139770000000e+01
4.376947410000000e-04, 4.310726950000000e+04, 3.977534870000000e+01
4.527365790000000e-04, 3.920205860000000e+04, 3.695451740000000e+01
4.677783700000001e-04, 3.552185550000000e+04, 3.439043810000000e+01
4.828201610000000e-04, 3.214807420000000e+04, 3.192523380000000e+01
4.978619520000000e-04, 2.906431250000000e+04, 2.972044180000000e+01
5.129037420000001e-04, 2.620047270000000e+04, 2.764032550000000e+01
5.279455330000001e-04, 2.348707810000000e+04, 2.560486980000000e+01
5.429873710000000e-04, 2.099072660000000e+04, 2.375831790000000e+01
5.580291620000000e-04, 1.870997660000000e+04, 2.198703380000000e+01
5.730709530000001e-04, 1.668602540000000e+04, 2.044210820000000e+01
5.881127440000001e-04, 1.490128030000000e+04, 1.900325390000000e+01
6.031545340000000e-04, 1.328871390000000e+04, 1.763864710000000e+01
6.181963720000000e-04, 1.178168460000000e+04, 1.624948690000000e+01
6.332381630000001e-04, 1.043479490000000e+04, 1.466482730000000e+01
6.482799540000000e-04, 9.237824220000000e+03, 1.338984490000000e+01
6.633217450000001e-04, 8.145737790000000e+03, 1.235428710000000e+01
6.783635360000000e-04, 7.134335940000000e+03, 1.142104820000000e+01
6.934053260000000e-04, 6.275973140000000e+03, 1.060960580000000e+01
7.084471640000001e-04, 5.473780270000000e+03, 9.790829660000000e+00
7.234889550000001e-04, 4.774307130000000e+03, 9.053980830000000e+00
7.385307460000000e-04, 4.151189450000000e+03, 8.346573830000001e+00
7.535725370000001e-04, 3.627445310000000e+03, 7.728979110000000e+00
7.686143280000000e-04, 3.161530520000000e+03, 7.160850050000000e+00
7.836561650000001e-04, 2.740875980000000e+03, 6.606066230000000e+00
7.986979560000000e-04, 2.403783690000000e+03, 6.145664690000000e+00
8.137397470000000e-04, 2.099803710000000e+03, 5.698448180000000e+00
8.287815380000001e-04, 1.857788570000000e+03, 5.322947980000000e+00
8.438233290000000e-04, 1.644390620000000e+03, 4.977901940000000e+00
8.588651200000001e-04, 1.453279050000000e+03, 4.642226700000000e+00
8.739069100000001e-04, 1.319706910000000e+03, 4.401070590000000e+00
8.889487010000001e-04, 1.205695190000000e+03, 4.172798630000000e+00
9.039905850000001e-04, 1.112161740000000e+03, 3.982097860000000e+00
9.190323760000001e-04, 1.035536130000000e+03, 3.811302420000000e+00
9.340741670000000e-04, 9.874786990000000e+02, 3.692722560000000e+00
9.491159580000000e-04, 9.402755740000000e+02, 3.570635080000000e+00
9.641577490000001e-04, 9.125099490000000e+02, 3.487293240000000e+00
9.791995400000001e-04, 8.912761230000000e+02, 3.418661360000000e+00
9.942413310000001e-04, 8.772214970000000e+02, 3.355406280000000e+00
1.009283120000000e-03, 8.769416500000000e+02, 3.329508780000000e+00
1.024324910000000e-03, 8.698549800000000e+02, 3.285406110000000e+00
1.039366700000000e-03, 8.769373780000000e+02, 3.266079190000000e+00
1.054408490000000e-03, 8.813987430000000e+02, 3.247216460000000e+00
1.069450380000000e-03, 8.809562380000000e+02, 3.214129690000000e+00
1.084492170000000e-03, 8.888412480000000e+02, 3.198788400000000e+00
1.099533960000000e-03, 8.920683590000000e+02, 3.180915120000000e+00
1.114575750000000e-03, 8.843439940000000e+02, 3.137484790000000e+00
1.129617540000000e-03, 8.876320190000000e+02, 3.119688750000000e+00
1.144659330000000e-03, 8.840109250000000e+02, 3.088175540000000e+00
1.159701120000000e-03, 8.693801270000000e+02, 3.035557990000000e+00
1.174742910000000e-03, 8.600441280000000e+02, 3.002562760000000e+00
1.189784710000000e-03, 8.445869750000001e+02, 2.952330590000000e+00
1.204826500000000e-03, 8.234417110000001e+02, 2.896173000000000e+00
1.219868290000000e-03, 8.002586669999999e+02, 2.836225270000000e+00
1.234910170000000e-03, 7.709104000000000e+02, 2.765414710000000e+00
1.249951960000000e-03, 7.458879390000000e+02, 2.704784630000000e+00
1.264993750000000e-03, 7.171846310000000e+02, 2.633790730000000e+00
1.280035540000000e-03, 6.841668089999999e+02, 2.559882640000000e+00
1.295077340000000e-03, 6.458431399999999e+02, 2.472391370000000e+00
1.310119130000000e-03, 6.122570800000000e+02, 2.394879340000000e+00
1.325160920000000e-03, 5.763683470000000e+02, 2.314636470000000e+00
1.340202710000000e-03, 5.394871830000000e+02, 2.228043560000000e+00
1.355244500000000e-03, 5.029647830000000e+02, 2.142177820000000e+00
1.370286290000000e-03, 4.688800350000000e+02, 2.061532020000000e+00
1.385328080000000e-03, 4.307941590000000e+02, 1.968077300000000e+00
1.400369960000000e-03, 3.963319400000000e+02, 1.881474970000000e+00
1.415411760000000e-03, 3.625332640000000e+02, 1.792978880000000e+00
1.430453550000000e-03, 3.281312260000000e+02, 1.702844500000000e+00
