<X>, <Y>
2.421513670000000e-04, 1.003337974328266e+05
2.571931570000000e-04, 9.544821451232147e+04
2.722349720000000e-04, 9.056210985953495e+04
2.872767630000000e-04, 8.570649144379802e+04
3.023185530000000e-04, 8.090984993911677e+04
3.173603680000000e-04, 7.619795910656426e+04
3.324021590000000e-04, 7.159374324555021e+04
3.474439490000000e-04, 6.711713900801289e+04
3.624857640000000e-04, 6.278508765175474e+04
3.775275550000001e-04, 5.861158372462918e+04
3.925693690000000e-04, 5.460770544770534e+04
4.076111600000000e-04, 5.078179191677829e+04
4.226529510000000e-04, 4.713956280095502e+04
4.376947410000000e-04, 4.368433818094006e+04
4.527365790000000e-04, 4.041724020065970e+04
4.677783700000001e-04, 3.733746990234595e+04
4.828201610000000e-04, 3.444248966906963e+04
4.978619520000000e-04, 3.172831231371366e+04
5.129037420000001e-04, 2.918973502050632e+04
5.279455330000001e-04, 2.682057459900526e+04
5.429873710000000e-04, 2.461388500806377e+04
5.580291620000000e-04, 2.256219061024477e+04
5.730709530000001e-04, 2.065763293314515e+04
5.881127440000001e-04, 1.889216588358118e+04
6.031545340000000e-04, 1.725769407023456e+04
6.181963720000000e-04, 1.574619112106035e+04
6.332381630000001e-04, 1.434982039107168e+04
6.482799540000000e-04, 1.306098694268395e+04
6.633217450000001e-04, 1.187241814472433e+04
6.783635360000000e-04, 1.077720220568905e+04
6.934053260000000e-04, 9.768815817627234e+03
7.084471640000001e-04, 8.841134908270109e+03
7.234889550000001e-04, 7.988448528332917e+03
7.385307460000000e-04, 7.205433834464264e+03
7.535725370000001e-04, 6.487153126317623e+03
7.686143280000000e-04, 5.829030401103122e+03
7.836561650000001e-04, 5.226825346653847e+03
7.986979560000000e-04, 4.676614010804515e+03
8.137397470000000e-04, 4.174750297431839e+03
8.287815380000001e-04, 3.717846179264695e+03
8.438233290000000e-04, 3.302743515349907e+03
8.588651200000001e-04, 2.926489526675076e+03
8.739069100000001e-04, 2.586314511480375e+03
8.889487010000001e-04, 2.279611977667859e+03
9.039905850000001e-04, 2.003920064902097e+03
9.190323760000001e-04, 1.756913677204498e+03
9.340741670000000e-04, 1.536382514386252e+03
9.491159580000000e-04, 1.340228716541648e+03
9.641577490000001e-04, 1.166457918905581e+03
9.791995400000001e-04, 1.013174023994523e+03
9.942413310000001e-04, 8.785755861208847e+02
1.009283120000000e-03, 7.609535063375959e+02
1.024324910000000e-03, 6.586896421351697e+02
1.039366700000000e-03, 5.702562296728680e+02
1.054408490000000e-03, 4.942156034164830e+02
1.069450380000000e-03, 4.292197362670094e+02
1.084492170000000e-03, 3.740117830909438e+02
1.099533960000000e-03, 3.274231778933296e+02
1.114575750000000e-03, 2.883747562934000e+02
1.129617540000000e-03, 2.558751755905350e+02
