<X>, <Y>
2.301121600000000e-04, 1.328981445312500e+04
2.452198650000000e-04, 1.235585742187500e+04
2.603275700000000e-04, 1.146318066406250e+04
2.754352750000000e-04, 1.061639941406250e+04
2.905429810000000e-04, 9.818695312500000e+03
3.056507090000000e-04, 9.072012695312500e+03
3.207584140000001e-04, 8.377132812500000e+03
3.358661200000000e-04, 7.733903808593750e+03
3.509738250000000e-04, 7.141276855468750e+03
3.660815540000000e-04, 6.597555175781250e+03
3.811892590000000e-04, 6.100435058593750e+03
3.962969870000000e-04, 5.647175781250000e+03
4.114046690000001e-04, 5.234762695312500e+03
4.265123980000001e-04, 4.859955566406250e+03
4.416200800000000e-04, 4.519482910156250e+03
4.567278080000000e-04, 4.210075195312500e+03
4.718355370000000e-04, 3.928587402343750e+03
4.869432190000000e-04, 3.672055175781250e+03
5.020509470000000e-04, 3.437718994140625e+03
5.171586760000000e-04, 3.223083496093750e+03
5.322663580000001e-04, 3.025904541015625e+03
5.473740860000001e-04, 2.844207275390625e+03
5.624817680000000e-04, 2.676269775390625e+03
5.775894970000000e-04, 2.520602050781250e+03
5.926972260000001e-04, 2.375931396484375e+03
6.078049070000000e-04, 2.241174072265625e+03
6.229126360000000e-04, 2.115415039062500e+03
6.380203180000000e-04, 1.997866333007812e+03
6.531280470000000e-04, 1.887862792968750e+03
6.682357750000000e-04, 1.784828002929688e+03
6.833434570000000e-04, 1.688252075195312e+03
6.984511860000000e-04, 1.597686523437500e+03
7.135589140000000e-04, 1.512715209960938e+03
7.286665960000000e-04, 1.432959228515625e+03
7.437743250000000e-04, 1.358061035156250e+03
7.588820070000001e-04, 1.287681640625000e+03
7.739897350000001e-04, 1.221500732421875e+03
7.890974170000001e-04, 1.159217773437500e+03
8.042051460000000e-04, 1.100549072265625e+03
8.193128740000000e-04, 1.045233398437500e+03
8.344206030000001e-04, 9.930263671875000e+02
8.495283310000001e-04, 9.437086791992188e+02
8.646359669999999e-04, 8.970801391601562e+02
8.797436949999999e-04, 8.529603881835938e+02
8.948514240000000e-04, 8.111889038085938e+02
9.099591520000000e-04, 7.716216430664062e+02
