<X>, <Y>, <dY>
2.120677610000000e-04, 1.530287500000000e+05, 2.635793150000000e+02
2.271095760000000e-04, 1.323347190000000e+05, 1.619181060000000e+02
2.421513670000000e-04, 1.177391640000000e+05, 1.282072300000000e+02
2.571931570000000e-04, 1.090404530000000e+05, 1.099521260000000e+02
2.722349720000000e-04, 1.019725160000000e+05, 9.728334810000000e+01
2.872767630000000e-04, 9.490911719999999e+04, 8.740901950000000e+01
3.023185530000000e-04, 8.778956250000000e+04, 7.922681430000000e+01
3.173603680000000e-04, 8.063080469999999e+04, 7.207082370000001e+01
3.324021590000000e-04, 7.393399219999999e+04, 6.559488680000000e+01
3.474439490000000e-04, 6.855704690000000e+04, 6.072573090000000e+01
3.624857640000000e-04, 6.356914840000000e+04, 5.633800130000000e+01
3.775275550000001e-04, 5.855548440000000e+04, 5.211131670000000e+01
3.925693690000000e-04, 5.364869140000000e+04, 4.824736020000000e+01
4.076111600000000e-04, 4.935847660000000e+04, 4.475088880000000e+01
4.226529510000000e-04, 4.501549220000000e+04, 4.155529020000000e+01
4.376947410000000e-04, 4.111689060000000e+04, 3.873206710000000e+01
4.527365790000000e-04, 3.747641800000000e+04, 3.605422210000000e+01
4.677783700000001e-04, 3.409691020000000e+04, 3.363906860000000e+01
4.828201610000000e-04, 3.087565820000000e+04, 3.121604920000000e+01
4.978619520000000e-04, 2.786668550000000e+04, 2.903558920000000e+01
5.129037420000001e-04, 2.511383400000000e+04, 2.698769760000000e+01
5.279455330000001e-04, 2.262292770000000e+04, 2.506004520000000e+01
5.429873710000000e-04, 2.032531050000000e+04, 2.331620600000000e+01
5.580291620000000e-04, 1.823145120000000e+04, 2.166493030000000e+01
5.730709530000001e-04, 1.631158590000000e+04, 2.017047500000000e+01
5.881127440000001e-04, 1.457738090000000e+04, 1.874727820000000e+01
6.031545340000000e-04, 1.296708890000000e+04, 1.738400650000000e+01
6.181963720000000e-04, 1.146610840000000e+04, 1.598743150000000e+01
6.332381630000001e-04, 1.019076560000000e+04, 1.445547580000000e+01
6.482799540000000e-04, 9.090039059999999e+03, 1.325406550000000e+01
6.633217450000001e-04, 8.008822750000000e+03, 1.221360210000000e+01
6.783635360000000e-04, 7.022680180000000e+03, 1.130426310000000e+01
6.934053260000000e-04, 6.172887210000000e+03, 1.049214170000000e+01
7.084471640000001e-04, 5.406942380000000e+03, 9.707359309999999e+00
7.234889550000001e-04, 4.743244630000000e+03, 9.000022890000000e+00
7.385307460000000e-04, 4.158849610000000e+03, 8.332279209999999e+00
7.535725370000001e-04, 3.629035160000000e+03, 7.712682250000000e+00
7.686143280000000e-04, 3.168154790000000e+03, 7.146775250000000e+00
7.836561650000001e-04, 2.777793460000000e+03, 6.634477140000000e+00
7.986979560000000e-04, 2.430104000000000e+03, 6.158215050000000e+00
8.137397470000000e-04, 2.129756590000000e+03, 5.725373740000000e+00
8.287815380000001e-04, 1.862241820000000e+03, 5.306550500000000e+00
8.438233290000000e-04, 1.656748780000000e+03, 4.980466370000000e+00
8.588651200000001e-04, 1.474871950000000e+03, 4.664910320000000e+00
8.739069100000001e-04, 1.335548580000000e+03, 4.410240650000000e+00
8.889487010000001e-04, 1.218050050000000e+03, 4.177541260000000e+00
9.039905850000001e-04, 1.119991700000000e+03, 3.978952410000000e+00
9.190323760000001e-04, 1.043113160000000e+03, 3.816529990000000e+00
9.340741670000000e-04, 9.832420040000000e+02, 3.673709870000000e+00
9.491159580000000e-04, 9.313815920000000e+02, 3.545566080000000e+00
9.641577490000001e-04, 9.000452880000000e+02, 3.455967430000000e+00
9.791995400000001e-04, 8.778016360000000e+02, 3.384971860000000e+00
9.942413310000001e-04, 8.623757930000000e+02, 3.323921200000000e+00
1.009283120000000e-03, 8.555355220000000e+02, 3.279524090000000e+00
1.024324910000000e-03, 8.552063600000000e+02, 3.251709940000000e+00
1.039366700000000e-03, 8.597730710000000e+02, 3.227144240000000e+00
1.054408490000000e-03, 8.641680300000000e+02, 3.206727030000000e+00
1.069450380000000e-03, 8.705957640000000e+02, 3.190317630000000e+00
1.084492170000000e-03, 8.708392940000000e+02, 3.156747820000000e+00
1.099533960000000e-03, 8.790067140000000e+02, 3.150828840000000e+00
1.114575750000000e-03, 8.757102660000000e+02, 3.113486530000000e+00
1.129617540000000e-03, 8.755830690000000e+02, 3.088073020000000e+00
1.144659330000000e-03, 8.730592650000000e+02, 3.058569190000000e+00
1.159701120000000e-03, 8.707423100000000e+02, 3.030203580000000e+00
1.174742910000000e-03, 8.633994140000000e+02, 2.996743440000000e+00
1.189784710000000e-03, 8.538185420000000e+02, 2.956980710000000e+00
1.204826500000000e-03, 8.373420410000000e+02, 2.913817410000000e+00
1.219868290000000e-03, 8.149632570000000e+02, 2.851166250000000e+00
1.234910170000000e-03, 8.039297490000000e+02, 2.814368720000000e+00
1.249951960000000e-03, 7.757376710000000e+02, 2.746191500000000e+00
1.264993750000000e-03, 7.504603270000000e+02, 2.684826610000000e+00
1.280035540000000e-03, 7.215343020000000e+02, 2.617188930000000e+00
1.295077340000000e-03, 6.899514160000000e+02, 2.545322420000000e+00
1.310119130000000e-03, 6.567910160000000e+02, 2.469109540000000e+00
1.325160920000000e-03, 6.230894170000000e+02, 2.391852860000000e+00
1.340202710000000e-03, 5.901202390000000e+02, 2.314676050000000e+00
1.355244500000000e-03, 5.531922610000000e+02, 2.232508660000000e+00
1.370286290000000e-03, 5.162669680000000e+02, 2.148330930000000e+00
1.385328080000000e-03, 4.778957820000000e+02, 2.057717800000000e+00
1.400369960000000e-03, 4.428858030000000e+02, 1.975661990000000e+00
1.415411760000000e-03, 4.091771850000000e+02, 1.892755150000000e+00
1.430453550000000e-03, 3.786515810000000e+02, 1.812202690000000e+00
1.445495340000000e-03, 3.471545720000000e+02, 1.731071000000000e+00
1.460537130000000e-03, 3.104696040000000e+02, 1.635367390000000e+00
1.475578920000000e-03, 2.836353760000000e+02, 1.565222020000000e+00
1.490620710000000e-03, 2.545529480000000e+02, 1.477199200000000e+00
1.505662500000000e-03, 2.298485720000000e+02, 1.405125620000000e+00
1.520704290000000e-03, 2.064246670000000e+02, 1.331829070000000e+00
1.535746080000000e-03, 1.847717290000000e+02, 1.263101940000000e+00
1.550787870000000e-03, 1.638278660000000e+02, 1.191497680000000e+00
1.565829660000000e-03, 1.479851070000000e+02, 1.134471180000000e+00
1.580871460000000e-03, 1.335165860000000e+02, 1.080447200000000e+00
1.595913250000000e-03, 1.209233860000000e+02, 1.030001760000000e+00
1.610955040000000e-03, 1.089973450000000e+02, 9.819066520000000e-01
1.625996830000000e-03, 9.744217680000000e+01, 9.334675670000000e-01
1.641038620000000e-03, 8.989498900000000e+01, 8.961402180000000e-01
1.656080600000000e-03, 8.439621730000000e+01, 8.710539340000000e-01
1.671122390000000e-03, 7.699856570000000e+01, 8.329069019999999e-01
1.686164180000000e-03, 7.306697850000000e+01, 8.129841090000000e-01
1.701205970000000e-03, 6.934737400000000e+01, 7.930259700000000e-01
1.716247760000000e-03, 6.638325500000001e+01, 7.749340530000000e-01
1.731289550000000e-03, 6.647763060000000e+01, 7.687047120000000e-01
1.746331340000000e-03, 6.509327700000000e+01, 7.589179870000000e-01
1.761373130000000e-03, 6.332856750000000e+01, 7.454634900000000e-01
1.776414920000000e-03, 6.276890560000000e+01, 7.376740570000000e-01
1.791456710000000e-03, 6.260499570000000e+01, 7.314086560000000e-01
1.806498510000000e-03, 6.310351940000000e+01, 7.282730340000000e-01
1.821540300000000e-03, 6.245392990000000e+01, 7.210608720000000e-01
1.836582090000000e-03, 6.367505650000000e+01, 7.233219150000000e-01
1.851623880000000e-03, 6.356495670000000e+01, 7.191762330000000e-01
1.866665670000000e-03, 6.216142270000000e+01, 7.089980840000000e-01
1.881707460000000e-03, 6.193753430000000e+01, 7.085390690000000e-01
1.896749250000000e-03, 6.144425580000000e+01, 7.124226090000000e-01
1.911791040000000e-03, 6.102396010000000e+01, 7.148227690000000e-01
1.926832830000000e-03, 5.891336820000000e+01, 7.031567100000000e-01
1.956916410000000e-03, 5.653326290000000e+01, 4.005078900000000e-01
2.002041970000000e-03, 5.173743570000000e+01, 3.849258420000000e-01
2.047167350000000e-03, 4.574275840000000e+01, 3.647203610000000e-01
2.092292720000000e-03, 3.997242230000000e+01, 3.342446920000000e-01
2.137418090000000e-03, 3.441756560000000e+01, 3.089401020000000e-01
2.182543460000000e-03, 3.071274380000000e+01, 2.906678130000000e-01
2.227668840000000e-03, 2.816401550000000e+01, 2.769871920000000e-01
2.272794210000000e-03, 2.581684810000000e+01, 2.630943140000000e-01
2.317919770000000e-03, 2.659166210000000e+01, 2.609679140000000e-01
2.363045140000000e-03, 2.715564730000000e+01, 2.577234130000000e-01
2.408170510000000e-03, 2.879277930000000e+01, 2.586698940000000e-01
2.453295890000000e-03, 3.030306880000000e+01, 2.591662730000000e-01
2.498421260000000e-03, 3.134842930000000e+01, 2.582064030000000e-01
2.543546630000000e-03, 3.192881460000000e+01, 2.563527600000000e-01
2.588672000000000e-03, 3.198838870000000e+01, 2.525108140000000e-01
2.648839350000000e-03, 3.030566520000000e+01, 1.883446250000000e-01
2.724048310000000e-03, 2.781025200000000e+01, 1.786500740000000e-01
2.799257260000000e-03, 2.342474170000000e+01, 1.689101770000000e-01
2.874466220000000e-03, 1.923142400000000e+01, 1.579317510000000e-01
2.949675170000000e-03, 1.627470230000000e+01, 1.489973060000000e-01
3.024884310000000e-03, 1.470762160000000e+01, 1.429910750000000e-01
3.100093270000000e-03, 1.331306930000000e+01, 1.370408140000000e-01
3.175302220000000e-03, 1.293236410000000e+01, 1.344888870000000e-01
3.250511360000000e-03, 1.183573000000000e+01, 1.295582350000000e-01
3.325720130000000e-03, 1.069340300000000e+01, 1.235721060000000e-01
3.400929270000000e-03, 9.618043330000001e+00, 1.140176410000000e-01
3.476138410000000e-03, 7.914194680000000e+00, 1.044168040000000e-01
3.551347180000000e-03, 6.641278170000000e+00, 9.764172620000000e-02
3.626556320000000e-03, 5.695581820000000e+00, 9.180979920000000e-02
3.701765090000000e-03, 5.220963380000000e+00, 8.831299360000000e-02
3.776974230000000e-03, 4.743484690000000e+00, 8.471730090000000e-02
3.852183370000000e-03, 4.752618880000000e+00, 8.308138690000000e-02
3.942434120000000e-03, 4.612871170000000e+00, 6.857368050000000e-02
4.047726470000000e-03, 4.581650190000000e+00, 6.674171010000000e-02
4.153019190000000e-03, 4.253840930000000e+00, 6.435459680000000e-02
4.258311910000000e-03, 4.154557090000000e+00, 6.250524189999999e-02
4.363604260000000e-03, 3.937708170000000e+00, 6.045700890000000e-02
4.468896990000000e-03, 3.826293910000000e+00, 5.882689770000000e-02
4.574189710000000e-03, 3.748633730000000e+00, 5.739651260000000e-02
4.679482060000000e-03, 3.361860890000000e+00, 5.500510930000000e-02
4.784774780000001e-03, 2.987879110000000e+00, 5.267185110000000e-02
4.890067500000000e-03, 2.541796340000000e+00, 5.032723640000000e-02
4.995359850000001e-03, 2.204757660000000e+00, 4.881135310000000e-02
5.100652580000000e-03, 1.966980120000000e+00, 4.860238910000000e-02
5.205945300000001e-03, 1.775811150000000e+00, 4.779644010000000e-02
5.326279630000000e-03, 1.555779260000000e+00, 4.126953970000000e-02
5.461655930000000e-03, 1.397099430000000e+00, 4.022722720000000e-02
5.597031860000001e-03, 1.320924560000000e+00, 3.899921820000000e-02
5.732408170000001e-03, 1.155366100000000e+00, 3.697444680000000e-02
5.867784470000001e-03, 1.135991850000000e+00, 3.601376140000000e-02
6.003160400000001e-03, 1.125274860000000e+00, 3.532688030000000e-02
6.138536710000000e-03, 1.066267650000000e+00, 3.450980710000000e-02
